Name,dollar_value,system
Starlyn Nunez,1.0,steamer
Rainer Reyes,1.0,steamer
Roger Lasso,1.0,steamer
Neifi Vasquez,1.0,steamer
Gage Miller,1.0,steamer
Alfonzo Martinez,1.0,steamer
Ariel Castro,1.0,steamer
Randel Mondesi,1.0,steamer
Yeycol Soriano,1.0,steamer
Jean Carlos Sio,1.0,steamer
Carlos Cauro,1.0,steamer
Anibal Salas,1.0,steamer
Anderson Tovar,1.0,steamer
Maui Ahuna,1.0,steamer
Junior Aybar,1.0,steamer
Joshwan Wright,1.0,steamer
Agustin Acosta,1.0,steamer
Eduardo Perez,1.0,steamer
Colton Bender,1.0,steamer
Jesus Moreno,1.0,steamer
Jesus Torres,1.0,steamer
Ed Howard,1.0,steamer
Omar Florentino,1.0,steamer
Ricardo Paez,1.0,steamer
Ilvin Fernandez,1.0,steamer
Archer Brookman,1.0,steamer
Carlos Caro,1.0,steamer
Tevin Tucker,1.0,steamer
Carlos Carmona,1.0,steamer
Donovan Antonia,1.0,steamer
Adari Grant,1.0,steamer
Randy Perea,1.0,steamer
Anthony Huezo,1.0,steamer
Gabriel Bersing,1.0,steamer
Danny Gonzalez,1.0,steamer
Jackson Hornung,1.0,steamer
Reminton Batista,1.0,steamer
Handelfry Encarnacion,1.0,steamer
Yeniel Laboy,1.0,steamer
Bryan Martinez,1.0,steamer
Edgar Lugo,1.0,steamer
Andy Acevedo,1.0,steamer
Wilmin Candelario,1.0,steamer
Edward Duran,1.0,steamer
Trey Paige,1.0,steamer
Joswa Lugo,1.0,steamer
Luis Sanchez,1.0,steamer
Natanael Santana,1.0,steamer
Christian Molfetta,1.0,steamer
Alfredo Guanchez,1.0,steamer
Luis Marquez,1.0,steamer
Cherif Neymour,1.0,steamer
Dariam Gutierrez,1.0,steamer
Danny Cancro,1.0,steamer
Jose Camacho,1.0,steamer
Yordalin Pena,1.0,steamer
Jhoan Contreras,1.0,steamer
Antonio Anderson,1.0,steamer
Jose Serrano,1.0,steamer
JT Mabry,1.0,steamer
Bryan Broecker,1.0,steamer
Brett Barrera,1.0,steamer
Jose Castro,1.0,steamer
Ronny Polanco,1.0,steamer
Queni Pineda,1.0,steamer
Kellum Clark,1.0,steamer
Arol Vera,1.0,steamer
Erison Placencia,1.0,steamer
Juan Gonzalez,1.0,steamer
Elias Petiyan,1.0,steamer
Angel Rivera,1.0,steamer
Jayson Bass,1.0,steamer
Gabriel Gomes,1.0,steamer
Samuel Reyes,1.0,steamer
Ryan Castillo,1.0,steamer
Dauri Lorenzo,1.0,steamer
Moises Alcala,1.0,steamer
Jose Gonzalez,1.0,steamer
Brad Cumbest,1.0,steamer
Clayton Campbell,1.0,steamer
Francisco Vilorio,1.0,steamer
Jirvin Morillo,1.0,steamer
Jorge Lara,1.0,steamer
Romel Mendez,1.0,steamer
Cristian Arguelles,1.0,steamer
Angel Ramirez,1.0,steamer
Luis Caicuto,1.0,steamer
Enderson Delgado,1.0,steamer
Sebastian Baquera,1.0,steamer
Rafael Ramirez,1.0,steamer
Derniche Valdez,1.0,steamer
Angel Cruz,1.0,steamer
Angel Herrera,1.0,steamer
Enderso Lira,1.0,steamer
Spence Coffman,1.0,steamer
Santiago Gomez,1.0,steamer
Kashon Conliffe,1.0,steamer
Mario Baez,1.0,steamer
Jose Colmenares,1.0,steamer
Edgardo De Leon,1.0,steamer
Isael Arias,1.0,steamer
Jhosmmel Zue,1.0,steamer
Alexander Rincon,1.0,steamer
Ray-Jacson Chirino,1.0,steamer
Carlos Renzullo,1.0,steamer
Juan Obispo,1.0,steamer
Cristian Benavides,1.0,steamer
Dario Laverde,1.0,steamer
Josueth Quinonez,1.0,steamer
Victor Ortega,1.0,steamer
Wyatt Hoffman,1.0,steamer
Juan Garcia,1.0,steamer
Jesus Castro,1.0,steamer
Ramiro Altagracia,1.0,steamer
Daniel McElveny,1.0,steamer
Wilder Dalis,1.0,steamer
Mason Bolivar,1.0,steamer
Stiven Martinez,1.0,steamer
Dauwin Gonzalez,1.0,steamer
Luis Rodriguez,1.0,steamer
Daniel Vazquez,1.0,steamer
Justin Bench,1.0,steamer
Alex Acosta,1.0,steamer
Christian Gonzalez,1.0,steamer
Cristopher Navarro,1.0,steamer
Darling Fernandez,1.0,steamer
Leiker Figueroa,1.0,steamer
Jeffrey Mercedes,1.0,steamer
Jesus Hernandez,1.0,steamer
Christopher Espinola,1.0,steamer
Dionmy Salon,1.0,steamer
Ben McCabe,1.0,steamer
Jose Torrez,1.0,steamer
Rafael Alvarez,1.0,steamer
Estiven Machado,1.0,steamer
Emilio Taveras,1.0,steamer
Willmer De La Cruz,1.0,steamer
Alberto Barriga,1.0,steamer
Oscar Colina,1.0,steamer
Ichiro Cano,1.0,steamer
Anielson Buten,1.0,steamer
Leroy Escalante,1.0,steamer
Rashawn Pinder,1.0,steamer
Kenny Castillo,1.0,steamer
Jose Escorche,1.0,steamer
Sandy Luciano,1.0,steamer
Yael Romero,1.0,steamer
Victor Rodriguez,1.0,steamer
Nelson Beltran,1.0,steamer
Ronald Pena,1.0,steamer
Ewry Espinal,1.0,steamer
David Beckles,1.0,steamer
Enyervert Perez,1.0,steamer
Carlos Rojas,1.0,steamer
Victor Leal,1.0,steamer
Luis Leones,1.0,steamer
Justin Ramirez,1.0,steamer
Esterling Rodriguez,1.0,steamer
Carlos Gutierrez,1.0,steamer
Angel Ventura,1.0,steamer
Jose Alpuria,1.0,steamer
Victor Hurtado,1.0,steamer
Pedro Ibarguen,1.0,steamer
Maikel Hernandez,1.0,steamer
Bairon Ledesma,1.0,steamer
Cristofher Paniagua,1.0,steamer
Enddy Azocar,1.0,steamer
Breiny Ramírez,1.0,steamer
Dario Borrero,1.0,steamer
Rikelbin De Castro,1.0,steamer
Joseph Tailor,1.0,steamer
Jhosward Camacho,1.0,steamer
Jediael Maduro,1.0,steamer
Jesus Alexander,1.0,steamer
Santiago Pinto,1.0,steamer
Anderson Nova,1.0,steamer
Andres Centeno,1.0,steamer
Andri Leon,1.0,steamer
Juneiker Caceres,1.0,steamer
Layant Tapia,1.0,steamer
Jesus Ortega,1.0,steamer
Heriberto Rincon,1.0,steamer
Eliesel Santana,1.0,steamer
Luis Barett,1.0,steamer
Wilton Lara,1.0,steamer
Oswaldo Osorio,1.0,steamer
Winder Linares,1.0,steamer
Deward Tovar,1.0,steamer
Kaden Hollow,1.0,steamer
Carlos Pacheco,1.0,steamer
Marvin Alcantara,1.0,steamer
Estuar Suero,1.0,steamer
Andy Encarnacion,1.0,steamer
Yoander Rivero,1.0,steamer
Lazaro Morales,1.0,steamer
Luis Puello,1.0,steamer
Christian Pregent,1.0,steamer
Richard Ramirez,1.0,steamer
Everett Cooper III,1.0,steamer
Anthuan Valencia,1.0,steamer
Ruben Vizcaya,1.0,steamer
Andres Lacruz,1.0,steamer
Bernardo Zabala,1.0,steamer
Juan Corniel,1.0,steamer
Robin Ortiz,1.0,steamer
Jose Leanez,1.0,steamer
Luis De La Cruz,1.0,steamer
Joselin Payano,1.0,steamer
Sahid Valenzuela,1.0,steamer
Starlin Gill,1.0,steamer
Angelo Mora,1.0,steamer
Kendry Feliz,1.0,steamer
Arxy Hernandez,1.0,steamer
Enger Castellano,1.0,steamer
Nestor Chevalier,1.0,steamer
Ryan Burrowes,1.0,steamer
Javier Osorio,1.0,steamer
Yosweld Vasquez,1.0,steamer
Xavier Guillen,1.0,steamer
Kliubert Avila,1.0,steamer
Johan Estrada,1.0,steamer
Jose Contreras,1.0,steamer
Jorge Garcia,1.0,steamer
Eriandys Ramon,1.0,steamer
Carlos Franco,1.0,steamer
Edgardo Ordonez,1.0,steamer
Yoangel Ramos,1.0,steamer
Lewis Castillo,1.0,steamer
Brayan Rijo,1.0,steamer
Carlos Tirado,1.0,steamer
Albert Gutierrez,1.0,steamer
Dameury Pena,1.0,steamer
Max Hewitt,1.0,steamer
Jose Chacon,1.0,steamer
Beau Brewer,1.0,steamer
Carlos Matias,1.0,steamer
Frank Hernandez,1.0,steamer
Eric Martinez,1.0,steamer
Gery Holguin,1.0,steamer
Calvin Harris,1.0,steamer
Yaxson Lucena,1.0,steamer
Tony Ruiz,1.0,steamer
Manni Ramirez,1.0,steamer
Alvaro Gonzalez,1.0,steamer
Miguel Rodriguez,1.0,steamer
Alexander Martinez,1.0,steamer
Tyler Rodriguez,1.0,steamer
Oswaldo Ladera,1.0,steamer
Alberto Hernandez,1.0,steamer
Colton Vincent,1.0,steamer
Dariel Garcia,1.0,steamer
Jesus Mujica,1.0,steamer
Reylin Perez,1.0,steamer
Edrick Felix,1.0,steamer
Jose Ferrer,1.0,steamer
Luis Marinez,1.0,steamer
Edrei Campos,1.0,steamer
Colby Smelley,1.0,steamer
Luis Almeyda,1.0,steamer
Vincent Perozo,1.0,steamer
Marcelo Alcala,1.0,steamer
Carson Tucker,1.0,steamer
Abelaldo Lopez,1.0,steamer
Carter Johnson,1.0,steamer
Jeral Toledo,1.0,steamer
Juan Pulinario,1.0,steamer
Andres Villafane,1.0,steamer
Victor Valera,1.0,steamer
Santiago Torres,1.0,steamer
Johan Macias,1.0,steamer
Jose Pastrano,1.0,steamer
Paris Johnson,1.0,steamer
Jay Beshears,1.0,steamer
Anderson Fermin,1.0,steamer
Saul Bautista,1.0,steamer
Kevin Verde,1.0,steamer
Cristian Gonzalez,1.0,steamer
Jancory De La Cruz,1.0,steamer
Derwin Laya,1.0,steamer
Chase Valentine,1.0,steamer
Luis Watter,1.0,steamer
Wesley Zapata,1.0,steamer
Joaquin Arias Jr.,1.0,steamer
Joan Sierra,1.0,steamer
Robert De Paula,1.0,steamer
Adam Crampton,1.0,steamer
Daniel Gaitor,1.0,steamer
Angel Perez,1.0,steamer
Alexis Hernandez,1.0,steamer
Nick Schwartz,1.0,steamer
Vladi Gomez,1.0,steamer
Dexters Peralta,1.0,steamer
Leonardo Rondon,1.0,steamer
Eduardo Ponce,1.0,steamer
Luis Frias,1.0,steamer
Henry Ramos,1.0,steamer
Julian Hernandez,1.0,steamer
Angel Gonzalez,1.0,steamer
John Santana,1.0,steamer
Miguel Dominguez,1.0,steamer
Reginald Preciado,1.0,steamer
Tavano Baker,1.0,steamer
Will Verdung,1.0,steamer
Samuel Escudero,1.0,steamer
Alfredo Alcantara,1.0,steamer
Samuel Parra,1.0,steamer
Juan Martínez,1.0,steamer
Jonaiker Sandoval,1.0,steamer
Jesus Premoli,1.0,steamer
Ronny Hernandez,1.0,steamer
Facundo Velasquez,1.0,steamer
Luis Vicioso,1.0,steamer
Dustin Dickerson,1.0,steamer
Andres Tabares,1.0,steamer
Cristopfer Gonzalez,1.0,steamer
Carlos Sanchez,1.0,steamer
Marco Marcelino,1.0,steamer
Curley Martha,1.0,steamer
Jose Sabino,1.0,steamer
Cesar D'Oleo,1.0,steamer
Jose Sanabria,1.0,steamer
Edryn Rodriguez,1.0,steamer
Jarol Capellan,1.0,steamer
Ricardo Pena,1.0,steamer
John Estevez,1.0,steamer
Steven Santos,1.0,steamer
Fabian Urbina,1.0,steamer
Milkar Perez,1.0,steamer
Junior Sanchez,1.0,steamer
Gabriel Araujo,1.0,steamer
Luis Fragoza,1.0,steamer
Daniel Campos,1.0,steamer
Esneider Gomez,1.0,steamer
Samil Dishmey,1.0,steamer
Carlos  Garces,1.0,steamer
Ramon Moreno,1.0,steamer
Esteban Romero,1.0,steamer
Jonathan Mejia,1.0,steamer
Jose Marchan,1.0,steamer
Amauri Ramirez,1.0,steamer
Raul Guzman,1.0,steamer
Fabian Lopez,1.0,steamer
Moises De La Rosa,1.0,steamer
Jose Guerra,1.0,steamer
Jose Cerice,1.0,steamer
Daiber De Los Santos,1.0,steamer
Leonardo Pineda,1.0,steamer
Jean Mata,1.0,steamer
Jeremy Ciriaco,1.0,steamer
Yancel Guerrero,1.0,steamer
Diosfran Cabeza,1.0,steamer
Hugo Sanchez,1.0,steamer
Marcus Brown,1.0,steamer
David Guzman,1.0,steamer
Brayan Oropeza,1.0,steamer
Adriander Mejía,1.0,steamer
Enmanuel Ramirez,1.0,steamer
Nazzan Zanetello,1.0,steamer
Jjam Alvarez,1.0,steamer
Yasmil Bucce,1.0,steamer
Jhoan Peguero,1.0,steamer
Angel Arevalo,1.0,steamer
Michael Guzman,1.0,steamer
Lizardo Ruiz,1.0,steamer
Jhonayker Ugarte,1.0,steamer
Ricardo Gonzalez,1.0,steamer
Railin Familia,1.0,steamer
Geuri Lubo,1.0,steamer
Niurby Asigen,1.0,steamer
Maikol Hernández,1.0,steamer
Hector Campusano,1.0,steamer
Antonis Macias,1.0,steamer
Alain Camou,1.0,steamer
Alejandro Blasco,1.0,steamer
Alfredo Benzan,1.0,steamer
Saul Gomez,1.0,steamer
Jonathan Moya,1.0,steamer
Andrews Sosa,1.0,steamer
Arnold Prado,1.0,steamer
Marco Soto,1.0,steamer
Jesus Lugo,1.0,steamer
Roosbert Tapia,1.0,steamer
Johan Ferreira,1.0,steamer
Samil De La Rosa,1.0,steamer
Khris Almonte,1.0,steamer
Francisco Caldera,1.0,steamer
Alberto Mendez,1.0,steamer
Estivenzon Montero,1.0,steamer
Oscar Silverio,1.0,steamer
Stiven Flores,1.0,steamer
Spencer Bramwell,1.0,steamer
Adolfo Sanchez,1.0,steamer
Blayberg Diaz,1.0,steamer
Randy Vasquez,1.0,steamer
Billy Hamilton,1.0,steamer
Drew Cavanaugh,1.0,steamer
Andry Batista,1.0,steamer
Andres Bonolis,1.0,steamer
Angel Mata,1.0,steamer
Fabian Alcantara,1.0,steamer
Raul Guzman,1.0,steamer
Ryan Reckley,1.0,steamer
Marwin Rivero,1.0,steamer
Yohenny Mata,1.0,steamer
Adrian Hoyte,1.0,steamer
Angelo Hernandez,1.0,steamer
Yohander Martinez,1.0,steamer
Johan Barrios,1.0,steamer
Yimmy Diaz,1.0,steamer
Yosander Asencio,1.0,steamer
Rafhlmil Torres,1.0,steamer
Enmanuel Bonilla,1.0,steamer
Carlos Colmenarez,1.0,steamer
Branny De Oleo,1.0,steamer
Antony Gomez,1.0,steamer
Jesus Correa,1.0,steamer
Yairo Padilla,1.0,steamer
Engel Paulino,1.0,steamer
Aneudi Escanio,1.0,steamer
Yeisy Celesten,1.0,steamer
Sebastian Castro,1.0,steamer
Yeiferth Castillo,1.0,steamer
Joandrew Pena,1.0,steamer
Avinson Pinto,1.0,steamer
Kelvin Alcantara,1.0,steamer
Angel Garcia,1.0,steamer
Sandy Ruiz,1.0,steamer
Lewin De La Cruz,1.0,steamer
B.Y. Choi,1.0,steamer
Juan Frances,1.0,steamer
Jose Marcano,1.0,steamer
Albert Jimenez,1.0,steamer
Jesus Superlano,1.0,steamer
Railin Tea,1.0,steamer
Felix Morrobel,1.0,steamer
David Carrera,1.0,steamer
Juan Mateo,1.0,steamer
Eduardo Acevedo,1.0,steamer
Harold Grant,1.0,steamer
Eduardo Guerrero,1.0,steamer
Juan Ortega,1.0,steamer
Rafael Escalante,1.0,steamer
Jose Monzon,1.0,steamer
Jarol Martinez,1.0,steamer
Edward Lantigua,1.0,steamer
Carlos Concepcion,1.0,steamer
Jose Paulino,1.0,steamer
Jose Arias,1.0,steamer
Diego Benitez,1.0,steamer
Jorge Hernandez,1.0,steamer
Andrés Nolaya,1.0,steamer
Randy Guzman,1.0,steamer
Miguel Pabon,1.0,steamer
Rocky Solano,1.0,steamer
Jose Cedeno,1.0,steamer
Wilmer Feliciano,1.0,steamer
Ramon Peralta,1.0,steamer
Andry Javier,1.0,steamer
Jhonny Perez,1.0,steamer
Dayton Dooney,1.0,steamer
Juan Alvarez,1.0,steamer
Jorge Julio,1.0,steamer
Edwardo Espinal,1.0,steamer
Alexander Garcia,1.0,steamer
Carlos Villarroel,1.0,steamer
Jorge Quintana,1.0,steamer
Geury Estevez,1.0,steamer
Carlos Tavares,1.0,steamer
Daniel Castro,1.0,steamer
Robert Santos,1.0,steamer
Angel Cepeda,1.0,steamer
Yoffry Solano,1.0,steamer
Abraham Cohen,1.0,steamer
Yosmar Gimenez,1.0,steamer
Nicandro Aybar,1.0,steamer
Idalberto Santiesteban,1.0,steamer
Angel Rodriguez,1.0,steamer
Vladimir Asencio,1.0,steamer
Paulino Santana,1.0,steamer
Kleyver Salazar,1.0,steamer
Iverson Espinoza,1.0,steamer
Erick Hernandez,1.0,steamer
Yaikel Mijares,1.0,steamer
Bracewell Taveras,1.0,steamer
Douglas Glod,1.0,steamer
Rivaldo Avila,1.0,steamer
Luiyin Alastre,1.0,steamer
Elvis Rojas,1.0,steamer
Willian Berti,1.0,steamer
Jonathan Martinez,1.0,steamer
Erick Arosemena,1.0,steamer
Kendry Chirinos,1.0,steamer
Jonatan Yan,1.0,steamer
Nomar Velasquez,1.0,steamer
Luis Parababire,1.0,steamer
Andru Arthur,1.0,steamer
Nick Gile,1.0,steamer
Moises Semerite,1.0,steamer
Adrian Garcia,1.0,steamer
Gregori Cano,1.0,steamer
Enderson Asencio,1.0,steamer
Nathaniel Ochoa Leyva,1.0,steamer
Frandy Duran,1.0,steamer
Moises Polanco,1.0,steamer
Yorman Licourt,1.0,steamer
Adrian Reyes,1.0,steamer
Tucker Toman,1.0,steamer
Angel Pierre,1.0,steamer
Anyelo Marquez,1.0,steamer
Pascual Archila,1.0,steamer
Elian Garcia,1.0,steamer
Fernando Roquez,1.0,steamer
Miguel Lopez,1.0,steamer
Ludwin Tejada,1.0,steamer
Yerald Nin,1.0,steamer
Roylems Rangel,1.0,steamer
Nelson Aranguren,1.0,steamer
Abel Bastidas,1.0,steamer
Francisco Loreto,1.0,steamer
Angel Pereira,1.0,steamer
Justin Barry,1.0,steamer
Dawson Dimon,1.0,steamer
Yidel Diaz,1.0,steamer
Jonathan Linares,1.0,steamer
Jesus Machado,1.0,steamer
Nik McClaughry,1.0,steamer
Adrian Ibarra,1.0,steamer
David Avitia,1.0,steamer
Newremberg Rondon,1.0,steamer
Derek Cueto,1.0,steamer
Carlos Rodríguez,1.0,steamer
Gustavo Marquez,1.0,steamer
Chad Delancey,1.0,steamer
Jose Astudillo,1.0,steamer
Nathanael Rodriguez,1.0,steamer
Manuel Guance,1.0,steamer
Jose Colmenarez,1.0,steamer
Victor Celedonio,1.0,steamer
Raudy De Los Santos,1.0,steamer
Anderson Machado,1.0,steamer
Ivan Sosa,1.0,steamer
Angel Acosta,1.0,steamer
Josi Novas,1.0,steamer
Garret Forrester,1.0,steamer
Yimy Tovar,1.0,steamer
Kevin Dume,1.0,steamer
Greylin De La Paz,1.0,steamer
Enmanuel Pire,1.0,steamer
Javier Sanchez,1.0,steamer
Santiago Camacho,1.0,steamer
Carlos Avila,1.0,steamer
Christofer Reyes,1.0,steamer
Gilberto Rojas,1.0,steamer
Starlin Aguilar,1.0,steamer
Isaac Paulino,1.0,steamer
Steven Madero,1.0,steamer
Moises Paiva,1.0,steamer
Cesar Gonzalez,1.0,steamer
Cristhian Rodriguez,1.0,steamer
Carlos Sanchez,1.0,steamer
Larry Martinez,1.0,steamer
Byron Castillo,1.0,steamer
Cristian Perez,1.0,steamer
Irving Igualas,1.0,steamer
Pedro Roque,1.0,steamer
Angel Feliz,1.0,steamer
Jose Urbina,1.0,steamer
Eddson Martinez,1.0,steamer
Héctor Jiménez,1.0,steamer
Jason Hernandez,1.0,steamer
Adriel Radney,1.0,steamer
Danny Puerta,1.0,steamer
Junior Quezada,1.0,steamer
Bjay Cooke,1.0,steamer
Ronal Antigua,1.0,steamer
Marcos Terrero,1.0,steamer
Dereck Salom,1.0,steamer
Carlos Carrasquel,1.0,steamer
Dilan Granadillo,1.0,steamer
Abelardo Medrano,1.0,steamer
Juan Villavicencio,1.0,steamer
Roiber Niazoa,1.0,steamer
Emil Turbi,1.0,steamer
Jhorvic Abreus,1.0,steamer
Elian Cortorreal,1.0,steamer
Estivel Morillo,1.0,steamer
Deivis Mosquera,1.0,steamer
Raynerd Ortega,1.0,steamer
Pedro Dalmagro,1.0,steamer
Carlos Oviedo,1.0,steamer
Manuel Mejias,1.0,steamer
Moises Valdez,1.0,steamer
Elio Campos,1.0,steamer
Alan Frias,1.0,steamer
Reniel Diaz,1.0,steamer
Andy Colon,1.0,steamer
Brandon Hernandez,1.0,steamer
Justin Guerrero,1.0,steamer
Franyer Noria,1.0,steamer
Adan Sanchez,1.0,steamer
Abrahan Ramirez,1.0,steamer
Hector Salas,1.0,steamer
Yandel Ricardo,1.0,steamer
Railin Tejada,1.0,steamer
Christopher Alvarado,1.0,steamer
Nolan Beltran,1.0,steamer
Adan Chacon,1.0,steamer
Samuel Rodriguez,1.0,steamer
Darol Garcia,1.0,steamer
Miguel Blanco,1.0,steamer
July Vittini,1.0,steamer
Yaisel Ramos,1.0,steamer
Juan Olmos,1.0,steamer
Oswal Rada,1.0,steamer
Moises Moreno,1.0,steamer
Hector Liriano,1.0,steamer
Yelserth Ayala,1.0,steamer
Delvis Matos,1.0,steamer
Roinny Aguiar,1.0,steamer
Juan Sulbaran,1.0,steamer
Jesmaylin Arias,1.0,steamer
Samuel Capellan,1.0,steamer
Luis Ariza,1.0,steamer
Fabian Machado,1.0,steamer
Adrian Gonzalez,1.0,steamer
Kyle Sinzza,1.0,steamer
Abdias De La Cruz,1.0,steamer
Daniel Ferreira,1.0,steamer
Ramses Velazquez,1.0,steamer
Givian Sirvania,1.0,steamer
Carlos Monteverde,1.0,steamer
Elvin Garcia,1.0,steamer
Henniel Alcala,1.0,steamer
Jose Castro,1.0,steamer
Jordany Oliver,1.0,steamer
Yovanny Rodriguez,1.0,steamer
Robert Puason,1.0,steamer
Yirer Garcia,1.0,steamer
Miguel Tamares,1.0,steamer
Justin Capellan,1.0,steamer
German Ortiz,1.0,steamer
Kelvin Diaz,1.0,steamer
Donovan McIntyre,1.0,steamer
Luis Guevara,1.0,steamer
Richard Meran,1.0,steamer
Evan Estevez,1.0,steamer
Ashly Andujar,1.0,steamer
Leny Carela,1.0,steamer
Robinson Chacon,1.0,steamer
Jeremy Almonte,1.0,steamer
Yolfran Castillo,1.0,steamer
Franklin Rojas,1.0,steamer
Alejandro Loaiza,1.0,steamer
Frederi Montero,1.0,steamer
Brahian Silva,1.0,steamer
Sebastian De Andrade,1.0,steamer
Brayan Guedez,1.0,steamer
Frailin Yan,1.0,steamer
Deinys Gonzalez,1.0,steamer
Jerson Florentino,1.0,steamer
Maikol Orozco,1.0,steamer
Louis Pierre,1.0,steamer
Edgleen Perez,1.0,steamer
Daiverson Gutierrez,1.0,steamer
Yilber Herrera,1.0,steamer
Jairo Diaz,1.0,steamer
David Leon,1.0,steamer
Carlos Blanco,1.0,steamer
Dervy Ventura,1.0,steamer
Rafy Peguero,1.0,steamer
Guillermo Rosario,1.0,steamer
Ovandy Frias,1.0,steamer
Jose Aular,1.0,steamer
Reyli Mariano,1.0,steamer
Santiago Ustariz,1.0,steamer
Colin Houck,1.0,steamer
Gedionne Marlin,1.0,steamer
Jose Perez,1.0,steamer
Jorge Ramirez,1.0,steamer
Maykel Minoso,1.0,steamer
Cleudis Valenzuela,1.0,steamer
Samuel Gil,1.0,steamer
Jurdrick Profar,1.0,steamer
Diego Mosquera,1.0,steamer
Ilan Fernandez,1.0,steamer
Luis Garcia,1.0,steamer
Franco Willias,1.0,steamer
Bernard Moon,1.0,steamer
Lennyn Nunez,1.0,steamer
Gabriel Cesa,1.0,steamer
Freiderman Aguilera,1.0,steamer
Yerlin Luis,1.0,steamer
Nixson Cueche,1.0,steamer
Rafael Medina,1.0,steamer
Sebastian Cadiz,1.0,steamer
Roldy Brito,1.0,steamer
Walker Martin,1.0,steamer
Christian Saez,1.0,steamer
Anyelo Gonzalez,1.0,steamer
Harold Gonzalez,1.0,steamer
Diego Villegas,1.0,steamer
Denyerbe Gervis,1.0,steamer
CJ Rodriguez,1.0,steamer
Ramiro Dominguez,1.0,steamer
Daje Morales,1.0,steamer
Jesus Fernandez,1.0,steamer
Oliver Cedeno,1.0,steamer
Enrique Jimenez,1.0,steamer
Jemone Nuel,1.0,steamer
John Zorrilla,1.0,steamer
Phillando Williams,1.0,steamer
Hojans Hernandez,1.0,steamer
German Ramirez,1.0,steamer
Meylin De Leon,1.0,steamer
Emilio Sanchez,1.0,steamer
Jorge Rodriguez,1.0,steamer
Luis Freitez,1.0,steamer
Bryant Mendez,1.0,steamer
Carlos Gonzalez,1.0,steamer
Ramon Landaeta,1.0,steamer
Darvin Cruz,1.0,steamer
Bryan Andrade,1.0,steamer
Dariel Ramon,1.0,steamer
Filippo Di Turi,1.0,steamer
Reyden Hidalgo,1.0,steamer
Anderson Navas,1.0,steamer
Henry Guerrero,1.0,steamer
Fernando Hernandez,1.0,steamer
Javier Mora,1.0,steamer
Stone Russell,1.0,steamer
Angel Nieblas,1.0,steamer
Camilo Diaz,1.0,steamer
Jonathan Rangel,1.0,steamer
Juan Espinal,1.0,steamer
Gustavo Armas,1.0,steamer
Reiner Herrera,1.0,steamer
Dervin Andrade,1.0,steamer
Jose Ochoa,1.0,steamer
Luis Colon,1.0,steamer
Oswaldo Patino,1.0,steamer
Julio Valdez,1.0,steamer
Ney Serrano,1.0,steamer
Emerson Purroy,1.0,steamer
Luis Suarez,1.0,steamer
Brayan Amoroso,1.0,steamer
Daniel Mielcarek,1.0,steamer
Brayan Cota,1.0,steamer
Marcelo Perez,1.0,steamer
Kevin Hacen,1.0,steamer
Moises Febrillet,1.0,steamer
Johan Rodriguez,1.0,steamer
Luis De Leon,1.0,steamer
Javier Castillo,1.0,steamer
Alberth Palma,1.0,steamer
Arnaldo Montano,1.0,steamer
Hendry Chivilli,1.0,steamer
Jean C. Gutierrez,1.0,steamer
Omar Urbina,1.0,steamer
Gustavo Beltran,1.0,steamer
Jesus Peraza,1.0,steamer
Roynier Hernandez,1.0,steamer
Pedro Tovar,1.0,steamer
Brayan Ferrer,1.0,steamer
Ray Garrett,1.0,steamer
Gabriel Rodriguez,1.0,steamer
Jehisbert Sevilla,1.0,steamer
Darison Garcia,1.0,steamer
Josnaider Orellana,1.0,steamer
Efren Teran,1.0,steamer
Anderson Garcia,1.0,steamer
Johan Contreras,1.0,steamer
Alcides Hernandez,1.0,steamer
Alver Medina,1.0,steamer
Samuel Estevez,1.0,steamer
Edwin Ramos,1.0,steamer
David Freitas,1.0,steamer
Jose Rivera,1.0,steamer
Carlos Altuve,1.0,steamer
Liosward Marin,1.0,steamer
Michael Martinez,1.0,steamer
Yeison Vargas,1.0,steamer
Breyias Dean,1.0,steamer
Diego Felix,1.0,steamer
Albert Alberto,1.0,steamer
Andruw Salcedo,1.0,steamer
Bohan Adderley,1.0,steamer
Andres Torres,1.0,steamer
Dauri Fernandez,1.0,steamer
Anderson Colmenarez,1.0,steamer
Diego Gonzalez,1.0,steamer
Javier Roman,1.0,steamer
Luis Aguilera,1.0,steamer
Eliesbert Alejos,1.0,steamer
Keiderson Pavon,1.0,steamer
Carlos Cordero,1.0,steamer
Yordani Martinez,1.0,steamer
Gabriel Lopez,1.0,steamer
Carlos Virahonda,1.0,steamer
Brayan Sanchez,1.0,steamer
Yadimir Fuentes,1.0,steamer
Kevin Rivas,1.0,steamer
Eddy Marmolejos,1.0,steamer
Wueslly Lespe,1.0,steamer
Yohangel Moris,1.0,steamer
Samuel Rojas,1.0,steamer
Santiago Contreras,1.0,steamer
Eduardo Rojas,1.0,steamer
Yahil Melendez,1.0,steamer
Darian Castillo,1.0,steamer
Luis Martinez,1.0,steamer
Frank Nigro,1.0,steamer
Yhoan Escalona,1.0,steamer
Juan Aparicio,1.0,steamer
Yorvin Morla,1.0,steamer
Freider Rojas,1.0,steamer
Ricardo Hurtado,1.0,steamer
Sandy Sanchez,1.0,steamer
Sheng-En Lin,1.0,steamer
Miguel Rivera,1.0,steamer
Helder Rosario,1.0,steamer
Ezequiel Pena,1.0,steamer
