Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,FPTS,FPTS/G,SPTS,SPTS/G,NameASCII,PlayerId,MLBAMID,HR_z,R_z,RBI_z,SB_z,OBP_z,PA_z,total_z,HR_contribution,R_contribution,RBI_contribution,SB_contribution,OBP_contribution,PA_contribution,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,FPTS/IP,SPTS/IP,RA9-WAR,QS_z,SV_z,HLD_z,ERA_z,WHIP_z,IP_z,QS_contribution,SV_contribution,HLD_contribution,ERA_contribution,WHIP_contribution,IP_contribution
Franco Aleman,CLE,46,,,43,,,,5,22,,17,,46,2,,,,,,0.242321,0.0864299,0.233382,,,,,,,,0.297775,,,,,,,,,,0.0315907,999.0,,,,206.1,,204.0,,Franco Aleman,sa3018178,680916,,,,,,,-0.7462031152107216,,,,,,,0.0,1.0,P,2.0,2.0,0.0,3.94441,0.0,0.0,1.0,46.0,197.0,20.0,8.98388,3.32706,2.70024,1.07,0.1469516977667808,1.30373,0.729296,,,3.98324,4.480434782608696,4.434782608695652,0.010711,-0.5562200472897499,-0.06246723211030757,-0.1180232031574149,0.34245895722368014,0.20618512598699473,-0.558136715863924,-0.218,-0.024,-0.046,0.134,0.081,-0.218
Anderson Pilar,ATL,58,,,58,,,,7,29,,20,,50,3,,,,,,0.254902,0.079855,0.202051,,,,,,,,0.299703,,,,,,,,,,-0.000389974,999.0,,,,263.3,,270.0,,Anderson Pilar,sa917899,666768,,,,,,,-0.7489919842392471,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.13979,0.0,0.0,10.0,58.0,249.0,27.0,7.81461,3.08851,2.53022,1.099,0.1221959665417671,1.33724,0.71958,,,4.21002,4.539655172413793,4.655172413793103,0.101942,-0.5562200472897499,-0.06246723211030757,0.3932595314866442,-0.10356836063624654,-0.172053012685398,-0.24794286300418922,-0.218,-0.024,0.154,-0.041,-0.067,-0.097
Josh Walker,TOR,42,,,38,,,,5,19,,18,,43,2,,,,,,0.23453,0.0987958,0.238864,,,,,,,,0.290201,,,,,,,,,,0.0211748,999.0,,,,180.5,,175.0,,Josh Walker,23617,677020,,,,,,,-0.7509856466417968,,,,,,,0.0,1.0,P,2.0,2.0,0.0,3.82942,0.0,0.0,1.0,42.0,180.0,18.0,9.20679,3.80799,2.41776,1.07,0.1400685086846351,1.31825,0.744822,,,4.06385,4.297619047619048,4.166666666666667,0.0445417,-0.5562200472897499,-0.06246723211030757,-0.1180232031574149,0.6049662828491952,0.04229321988364935,-0.6615346668171689,-0.218,-0.024,-0.046,0.237,0.017,-0.259
Alexis Díaz,CIN,65,,,58,,,,10,34,,31,,71,4,,,,,,0.234872,0.109389,0.249861,,,,,,,,0.289541,,,,,,,,,,0.232792,137.83999633789062,,,,396.2,,384.0,,Alexis Diaz,21132,664747,,,,,,,-0.7516131912503816,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.4768,0.0,28.0,3.0,65.0,284.0,32.0,9.82415,4.301,2.28415,1.354,0.1404719576239586,1.37653,0.726343,,,4.56699,6.095384615384615,5.907692307692308,0.306015,-0.5562200472897499,1.364458676448495,-0.004404817680957309,-0.8729186850910232,-0.6155318688011354,-0.06699644883601064,-0.218,0.534,-0.002,-0.341,-0.241,-0.026
Scott Alexander,,48,,,48,,,,4,22,,16,,39,2,,,,,,0.259223,0.07904,0.189521,,,,,,,,0.306552,,,,,,,,,,0.202739,999.0,,,,205.20000000000005,,212.0,,Scott Alexander,10591,518397,,,,,,,-0.754433639936867,,,,,,,0.0,1.0,P,2.0,2.0,0.0,3.74291,0.0,0.0,0.0,48.0,205.0,20.0,7.27997,3.03611,2.39779,0.831,0.1104814857244491,1.34476,0.729525,,,3.89429,4.275000000000001,4.416666666666667,0.338953,-0.5562200472897499,-0.06246723211030757,-0.17483239589564367,0.8024574450360217,-0.25693366928988587,-0.5064377403873015,-0.218,-0.024,-0.068,0.314,-0.101,-0.198
Patrick Sandoval,BOS,10,,,16,,,,2,8,,6,,17,1,,,,,,0.24352,0.0888133,0.236522,,,,,,,,0.304651,,,,,,,,,,0.164947,742.0,,,,76.60000000000002,,76.0,,Patrick Sandoval,19447,663776,,,,,,,-0.7608367821137543,,,,,,,0.0,1.0,P,1.0,1.0,1.0,3.70676,2.0,0.0,1.0,17.0,71.0,7.0,8.99068,3.37598,2.66313,0.924,0.1477084085345268,1.30306,0.736787,,,3.74212,4.505882352941178,4.470588235294118,0.1944,-0.37130534620062533,-0.06246723211030757,-0.1180232031574149,0.8849832283333727,0.2137476312961706,-1.3077718602749497,-0.145,-0.024,-0.046,0.346,0.084,-0.512
Joe Boyle,TBR,41,,,44,,,,6,25,,33,,68,3,,,,,,0.213312,0.137788,0.282977,,,,,,,,0.290276,,,,,,,,,,0.323654,619.3599853515625,,,,258.20000000000005,,234.0,,Joe Boyle,29608,671212,,,,,,,-0.7832406873570734,,,,,,,0.0,1.0,P,3.0,3.0,1.0,3.77257,3.0,0.0,1.0,56.0,240.0,23.0,11.0181,5.36496,2.05371,0.915,0.1451893001794815,1.38105,0.74828,,,3.97911,4.610714285714287,4.178571428571429,0.325376,-0.37130534620062533,-0.06246723211030757,-0.1180232031574149,0.7347474939267712,-0.666550561334685,-0.29964183848081166,-0.145,-0.024,-0.046,0.287,-0.261,-0.117
Shawn Dubin,HOU,52,,,47,,,,6,25,,22,,53,2,,,,,,0.238594,0.100768,0.238313,,,,,,,,0.297756,,,,,,,,,,0.0662293,999.0,,,,238.8,,232.0,,Shawn Dubin,24977,681869,,,,,,,-0.7868143592920662,,,,,,,0.0,1.0,P,3.0,2.0,0.0,3.92388,0.0,0.0,4.0,52.0,223.0,23.0,9.18941,3.88566,2.36495,1.009,0.1375442594289779,1.34032,0.733074,,,4.01113,4.592307692307693,4.461538461538462,0.0604127,-0.5562200472897499,-0.06246723211030757,0.05240437505727148,0.38932629694967197,-0.2068179624648955,-0.40303978943405655,-0.218,-0.024,0.02,0.152,-0.081,-0.158
Justin Hagenman,NYM,22,,,21,,,,3,11,,6,,20,1,,,,,,0.244697,0.067893,0.217516,,,,,,,,0.286357,,,,,,,,,,0.00477046,999.0,,,,94.3,,94.0,,Justin Hagenman,sa3008022,663795,,,,,,,-0.7955211749972456,,,,,,,0.0,1.0,P,1.0,1.0,0.0,4.01287,0.0,0.0,1.0,22.0,93.0,10.0,8.26703,2.58038,3.2038,1.272,0.1496227234601974,1.23929,0.730188,,,4.15693,4.286363636363637,4.2727272727272725,-0.0120206,-0.5562200472897499,-0.06246723211030757,-0.1180232031574149,0.18617361491284581,0.9335401142307744,-1.1785244215833934,-0.218,-0.024,-0.046,0.073,0.365,-0.461
Grant Holman,ATH,62,,,59,,,,7,31,,26,,56,3,,,,,,0.247705,0.0968653,0.209493,,,,,,,,0.295089,,,,,,,,,,-0.106274,999.0,,,,296.29999999999995,,296.0,,Grant Holman,30002,680880,,,,,,,-0.8051583410451914,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.11119,0.0,0.0,13.0,62.0,268.0,28.0,8.13741,3.76257,2.16273,1.076,0.1126280352473259,1.37226,0.728264,,,4.30371,4.779032258064516,4.774193548387097,0.00988969,-0.5562200472897499,-0.06246723211030757,0.5636871097013306,-0.03827825268868841,-0.5673350066068317,-0.1445449120509443,-0.218,-0.024,0.22,-0.015,-0.222,-0.057
Tayler Scott,HOU,68,,,63,,,,9,35,,29,,67,3,,,,,,0.242604,0.0998261,0.226702,,,,,,,,0.294487,,,,,,,,,,0.0170948,999.0,,,,322.70000000000005,,317.0,,Tayler Scott,13652,605463,,,,,,,-0.8055065296714551,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.24832,0.0,0.0,14.0,68.0,294.0,32.0,8.81727,3.8826,2.27097,1.138,0.1268761232495308,1.36333,0.720792,,,4.29136,4.745588235294118,4.661764705882353,-0.0382705,-0.5562200472897499,-0.06246723211030757,0.6204963024395593,-0.3513283402008792,-0.46653922688900074,0.010552014378923053,-0.218,-0.024,0.243,-0.137,-0.182,0.004
Tommy Nance,TOR,55,,,54,,,,6,27,,19,,49,3,,,,,,0.252289,0.0823059,0.207311,,,,,,,,0.300417,,,,,,,,,,0.0265975,999.0,,,,252.8,,257.0,,Tommy Nance,19178,667297,,,,,,,-0.8065486819673672,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.05618,0.0,0.0,7.0,55.0,237.0,25.0,8.02494,3.18603,2.51879,1.033,0.1250051856040954,1.33728,0.720372,,,4.0862,4.596363636363636,4.672727272727273,-0.00868361,-0.5562200472897499,-0.06246723211030757,0.22283195327195784,0.08730247591953308,-0.17250450553967764,-0.3254913262191229,-0.218,-0.024,0.087,0.034,-0.067,-0.127
Josh Winckowski,BOS,50,,,51,,,,5,24,,15,,43,2,,,,,,0.259537,0.0721591,0.204512,,,,,,,,0.309,,,,,,,,,,0.0942085,999.0,,,,214.9,,224.0,,Josh Winckowski,22387,670174,,,,,,,-0.8098233704351735,,,,,,,0.0,1.0,P,3.0,2.0,0.0,3.94662,0.0,0.0,1.0,50.0,212.0,22.0,7.81243,2.7565,2.83418,0.982,0.132353089749813,1.31808,0.721213,,,3.88685,4.298,4.48,0.0811359,-0.5562200472897499,-0.06246723211030757,-0.1180232031574149,0.337413812518642,0.04421206451433596,-0.45473876491067905,-0.218,-0.024,-0.046,0.132,0.017,-0.178
Jack Kochanowicz,LAA,33,,,116,,,,13,56,,28,,59,7,,,,,,0.283952,0.0624688,0.134254,,,,,,,,0.306392,,,,,,,,,,0.676578,743.3200073242188,,,,310.30000000000007,,358.0,,Jack Kochanowicz,27688,686799,,,,,,,-0.8455041985783665,,,,,,,0.0,1.0,P,5.0,7.0,6.0,4.57714,15.0,0.0,1.0,102.0,443.0,52.0,5.25718,2.44617,2.14914,1.154,0.0717856362462043,1.4111,0.696347,,,4.68091,3.0421568627450988,3.5098039215686274,0.631167,0.5532681592449976,-0.06246723211030757,-0.1180232031574149,-1.101981951925219,-1.0057345681119274,0.8894345974815048,0.216,-0.024,-0.046,-0.431,-0.393,0.348
Graham Ashcraft,CIN,50,,,59,,,,8,29,,15,,48,3,,,,,,0.263758,0.0621427,0.199377,,,,,,,,0.306291,,,,,,,,,,0.185592,999.0,,,,216.0,,227.0,,Graham Ashcraft,27552,668933,,,,,,,-0.8495030556793977,,,,,,,0.0,1.0,P,3.0,3.0,1.0,4.18958,2.0,0.0,1.0,57.0,243.0,27.0,7.64608,2.38317,3.20837,1.2,0.1372340023517608,1.30487,0.715821,,,4.15412,3.7894736842105257,3.982456140350877,0.140716,-0.37130534620062533,-0.06246723211030757,-0.1180232031574149,-0.21723250310858805,0.19331757964003865,-0.27379235074250047,-0.145,-0.024,-0.046,-0.085,0.076,-0.107
Mason Englert,DET,36,,,35,,,,5,17,,11,,32,2,,,,,,0.248141,0.0714924,0.207284,,,,,,,,0.29028,,,,,,,,,,0.02019,999.0,,,,142.90000000000003,,144.0,,Mason Englert,22288,669438,,,,,,,-0.8743398070055646,,,,,,,0.0,1.0,P,2.0,2.0,0.0,4.04078,0.0,0.0,1.0,36.0,153.0,16.0,7.93178,2.73568,2.89938,1.158,0.1357916072010994,1.27269,0.721764,,,4.11977,3.969444444444445,4.0,0.0172927,-0.5562200472897499,-0.06246723211030757,-0.1180232031574149,0.1224586878912964,0.5565435809076477,-0.8166315932470363,-0.218,-0.024,-0.046,0.048,0.218,-0.319
Yilber Diaz,ARI,50,,,53,,,,7,28,,24,,59,2,,,,,,0.240006,0.0962866,0.242214,,,,,,,,0.299794,,,,,,,,,,0.128574,680.6400146484375,,,,241.89999999999992,,238.0,,Yilber Diaz,29271,700270,,,,,,,-0.8750029269439943,,,,,,,0.0,1.0,P,3.0,3.0,1.0,4.05415,2.0,0.0,1.0,57.0,245.0,26.0,9.35787,3.72,2.51556,1.057,0.1459278017282486,1.33452,0.726392,,,3.97733,4.243859649122806,4.175438596491228,0.227534,-0.37130534620062533,-0.06246723211030757,-0.1180232031574149,0.09193670386126632,-0.1413514985944123,-0.27379235074250047,-0.145,-0.024,-0.046,0.036,-0.055,-0.107
Jacob Latz,TEX,56,,,50,,,,8,27,,26,,59,2,,,,,,0.233311,0.107482,0.241369,,,,,,,,0.286456,,,,,,,,,,0.0848569,999.0,,,,260.0000000000001,,250.0,,Jacob Latz,21306,656641,,,,,,,-0.8868029167282798,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.07541,0.0,0.0,10.0,56.0,243.0,25.0,9.40805,4.18942,2.24567,1.213,0.1338870823383331,1.35789,0.745373,,,4.3458,4.642857142857145,4.464285714285714,0.106042,-0.5562200472897499,-0.06246723211030757,0.3932595314866442,0.04340286837297691,-0.40513619870703177,-0.29964183848081166,-0.218,-0.024,0.154,0.017,-0.158,-0.117
Randy Rodríguez,SFG,53,,,48,,,,6,25,,24,,54,3,,,,,,0.234319,0.104333,0.233031,,,,,,,,0.288553,,,,,,,,,,-0.0143906,999.0,,,,248.6,,242.0,,Randy Rodriguez,23974,678495,,,,,,,-0.8913048307522708,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.00851,0.0,0.0,7.0,53.0,230.0,24.0,9.09097,4.07021,2.23354,1.059,0.1286986023187637,1.34985,0.733373,,,4.18779,4.69056603773585,4.566037735849057,0.0196257,-0.5562200472897499,-0.06246723211030757,0.22283195327195784,0.19612693206848786,-0.3143861349969136,-0.37719030169574536,-0.218,-0.024,0.087,0.077,-0.123,-0.148
Walter Pennington,TEX,44,,,42,,,,4,20,,18,,40,2,,,,,,0.247398,0.092837,0.214569,,,,,,,,0.300934,,,,,,,,,,0.0423229,999.0,,,,191.20000000000005,,192.0,,Walter Pennington,27624,679156,,,,,,,-0.910831219153462,,,,,,,0.0,1.0,P,2.0,2.0,0.0,3.76535,0.0,0.0,1.0,44.0,189.0,18.0,8.28096,3.5829,2.31125,0.913,0.1217321455478668,1.34995,0.737998,,,3.96725,4.345454545454547,4.363636363636363,0.0567142,-0.5562200472897499,-0.06246723211030757,-0.1180232031574149,0.7512298218771682,-0.3155148671326114,-0.6098356913405465,-0.218,-0.024,-0.046,0.294,-0.123,-0.239
Kyle Nicolas,PIT,61,,,56,,,,7,30,,28,,63,3,,,,,,0.238193,0.106879,0.236143,,,,,,,,0.295999,,,,,,,,,,0.0305105,999.0,,,,301.70000000000005,,296.0,,Kyle Nicolas,27775,693312,,,,,,,-0.9287567856290493,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.11252,0.0,1.0,11.0,61.0,265.0,28.0,9.23235,4.17858,2.20944,1.056,0.1292640715837478,1.3751,0.729581,,,4.20083,4.945901639344263,4.852459016393443,0.219535,-0.5562200472897499,-0.011505592518921765,0.450068724224873,-0.04131447099534122,-0.5993909992606538,-0.17039439978925555,-0.218,-0.005,0.176,-0.016,-0.234,-0.067
Kyle Leahy,STL,57,,,57,,,,7,28,,20,,45,2,,,,,,0.258439,0.080549,0.185255,,,,,,,,0.297185,,,,,,,,,,-0.0191858,999.0,,,,251.50000000000009,,258.0,,Kyle Leahy,24763,681517,,,,,,,-0.9615362706223887,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.139,0.0,0.0,10.0,57.0,244.0,26.0,7.14963,3.10866,2.29991,1.087,0.1047061458230018,1.35394,0.722264,,,4.30504,4.412280701754387,4.526315789473684,0.0928563,-0.5562200472897499,-0.06246723211030757,0.3932595314866442,-0.10176489261951466,-0.3605512793469602,-0.27379235074250047,-0.218,-0.024,0.154,-0.04,-0.141,-0.107
Justin Sterner,ATH,60,,,56,,,,9,31,,23,,55,3,,,,,,0.243042,0.0912312,0.215153,,,,,,,,0.283102,,,,,,,,,,-0.074828,999.0,,,,263.70000000000005,,259.0,,Justin Sterner,27694,686993,,,,,,,-0.9741083563560915,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.33325,0.0,0.0,11.0,60.0,257.0,29.0,8.30706,3.52244,2.35833,1.343,0.1239219233393669,1.32767,0.727538,,,4.57322,4.3950000000000005,4.316666666666666,-0.0813249,-0.5562200472897499,-0.06246723211030757,0.450068724224873,-0.54521256635424,-0.0640333472991003,-0.19624388752756677,-0.218,-0.024,0.176,-0.213,-0.025,-0.077
Fraser Ellard,CHW,65,,,61,,,,8,32,,31,,62,3,,,,,,0.244382,0.110942,0.217471,,,,,,,,0.29583,,,,,,,,,,0.135796,999.0,,,,323.0,,320.0,,Fraser Ellard,29530,686642,,,,,,,-0.9767750872400778,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.1012,0.0,5.0,13.0,65.0,284.0,30.0,8.53944,4.35636,1.96022,1.072,0.1065290197730064,1.41893,0.738753,,,4.42964,4.969230769230769,4.923076923076923,0.24812,-0.5562200472897499,0.19234096584662147,0.5636871097013306,-0.015472372325189828,-1.0941142943370794,-0.06699644883601064,-0.218,0.075,0.22,-0.006,-0.428,-0.026
Carmen Mlodzinski,PIT,62,,,60,,,,7,31,,24,,57,3,,,,,,0.250844,0.0906108,0.211147,,,,,,,,0.299573,,,,,,,,,,0.0787545,999.0,,,,302.69999999999993,,305.0,,Carmen Mlodzinski,27572,669387,,,,,,,-0.9872244326092936,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.21696,0.0,1.0,12.0,62.0,268.0,29.0,8.20874,3.52267,2.33026,1.077,0.1205358728766441,1.36648,0.718696,,,4.19546,4.882258064516128,4.919354838709677,0.238495,-0.5562200472897499,-0.011505592518921765,0.5068779169631018,-0.2797375085492923,-0.502094289163487,-0.1445449120509443,-0.218,-0.005,0.198,-0.109,-0.196,-0.057
T.J. McFarland,ATH,61,,,63,,,,6,30,,22,,44,3,,,,,,0.265589,0.0844111,0.166912,,,,,,,,0.303456,,,,,,,,,,-0.0293966,999.0,,,,274.80000000000007,,288.0,,T.J. McFarland,3237,519008,,,,,,,-0.9907755631061339,,,,,,,0.0,1.0,P,3.0,3.0,0.0,3.99995,0.0,0.0,12.0,61.0,264.0,27.0,6.49744,3.2859,1.97737,0.917,0.0825008228421211,1.40388,0.72625,,,4.28923,4.504918032786886,4.721311475409836,0.0425154,-0.5562200472897499,-0.06246723211030757,0.5068779169631018,0.21566830703461048,-0.9242401079145331,-0.17039439978925555,-0.218,-0.024,0.198,0.084,-0.362,-0.067
Nick Robertson,TOR,44,,,41,,,,5,21,,17,,42,2,,,,,,0.243518,0.0879147,0.221785,,,,,,,,0.293809,,,,,,,,,,0.0173202,999.0,,,,188.50000000000003,,186.0,,Nick Robertson,26226,687798,,,,,,,-0.9991050742642313,,,,,,,0.0,1.0,P,2.0,2.0,0.0,3.96288,0.0,0.0,1.0,44.0,189.0,19.0,8.55213,3.39003,2.52273,1.081,0.1338699609041214,1.31782,0.731261,,,4.08651,4.28409090909091,4.227272727272728,0.0124804,-0.5562200472897499,-0.06246723211030757,-0.1180232031574149,0.3002943315666377,0.04714676806714988,-0.6098356913405465,-0.218,-0.024,-0.046,0.117,0.018,-0.239
Packy Naughton,STL,15,,,14,,,,2,7,,5,,13,1,,,,,,0.248797,0.0798059,0.206265,,,,,,,,0.296034,,,,,,,,,,0.0140199,999.0,,,,62.00000000000001,,61.0,,Packy Naughton,23292,676050,,,,,,,-1.0038557967489914,,,,,,,0.0,1.0,P,1.0,1.0,0.0,3.7243,0.0,0.0,1.0,15.0,64.0,6.0,7.87938,3.0486,2.58459,0.98,0.1264595538377761,1.30008,0.739242,,,3.97254,4.133333333333334,4.066666666666666,0.0162423,-0.5562200472897499,-0.06246723211030757,-0.1180232031574149,0.8449416726200802,0.24738384893997278,-1.359470835751572,-0.218,-0.024,-0.046,0.331,0.097,-0.532
Anthony Veneziano,MIA,53,,,53,,,,7,26,,18,,45,2,,,,,,0.254641,0.0780271,0.196628,,,,,,,,0.295269,,,,,,,,,,-0.0146969,999.0,,,,222.3,,228.0,,Anthony Veneziano,27453,685107,,,,,,,-1.0069047380210576,,,,,,,0.0,1.0,P,2.0,3.0,0.0,4.13582,0.0,0.0,6.0,53.0,227.0,24.0,7.5853,3.01004,2.52,1.151,0.1186010688543319,1.32931,0.724937,,,4.28165,4.194339622641509,4.30188679245283,0.0475171,-0.5562200472897499,-0.06246723211030757,0.16602276053372905,-0.09450536313443557,-0.08254455432454817,-0.37719030169574536,-0.218,-0.024,0.065,-0.037,-0.032,-0.148
Cam Booser,CHW,48,,,44,,,,7,23,,19,,50,2,,,,,,0.237656,0.0947299,0.240991,,,,,,,,0.289641,,,,,,,,,,0.0327688,999.0,,,,195.7,,190.0,,Cam Booser,16061,592155,,,,,,,-1.0441948371413177,,,,,,,0.0,1.0,P,2.0,2.0,0.0,4.01942,0.0,0.0,1.0,48.0,206.0,21.0,9.2967,3.65439,2.54398,1.259,0.146260879933834,1.31954,0.748104,,,4.24674,4.077083333333333,3.9583333333333335,0.0402364,-0.5562200472897499,-0.06246723211030757,-0.1180232031574149,0.17122081047031099,0.02773257533314524,-0.5064377403873015,-0.218,-0.024,-0.046,0.067,0.011,-0.198
Tyler Kinley,COL,66,,,63,,,,10,35,,27,,69,3,,,,,,0.248283,0.0947642,0.240481,,,,,,,,0.303492,,,,,,,,,,0.303545,632.8800048828125,,,,363.6000000000001,,362.0,,Tyler Kinley,18297,641755,,,,,,,-1.0609879817036696,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.50646,0.0,18.0,6.0,66.0,285.0,33.0,9.34916,3.68414,2.53768,1.313,0.1457170844078064,1.37018,0.717672,,,4.33468,5.509090909090911,5.484848484848484,0.633076,-0.5562200472897499,0.854842280534637,0.16602276053372905,-0.9406286362002737,-0.5438573781843127,-0.04114696109769941,-0.218,0.334,0.065,-0.368,-0.213,-0.016
Jacob Webb,TEX,62,,,58,,,,9,32,,27,,60,3,,,,,,0.242328,0.0996521,0.224853,,,,,,,,0.289671,,,,,,,,,,0.0486251,706.2000122070312,,,,293.29999999999995,,289.0,,Jacob Webb,19274,657097,,,,,,,-1.0652462946610701,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.3215,0.0,2.0,14.0,62.0,269.0,30.0,8.77189,3.88759,2.25638,1.263,0.1252010241150856,1.36683,0.728889,,,4.47175,4.7306451612903215,4.661290322580645,-0.0299894,-0.5562200472897499,0.03945604707246404,0.6204963024395593,-0.5183888331939686,-0.5060448516384307,-0.1445449120509443,-0.218,0.015,0.243,-0.203,-0.198,-0.057
Trevor McDonald,SFG,40,,,40,,,,4,19,,13,,32,2,,,,,,0.257744,0.0734768,0.187712,,,,,,,,0.301939,,,,,,,,,,-0.0113633,999.0,,,,165.8,,171.0,,Trevor McDonald,26448,686790,,,,,,,-1.0778946524463202,,,,,,,0.0,1.0,P,2.0,2.0,0.0,3.91482,0.0,0.0,1.0,40.0,172.0,17.0,7.25382,2.83939,2.55471,0.905,0.1142354011535644,1.32536,0.716572,,,3.9884,4.1450000000000005,4.275,0.011238,-0.5562200472897499,-0.06246723211030757,-0.1180232031574149,0.4100091073694226,-0.037959634964479065,-0.7132336422937913,-0.218,-0.024,-0.046,0.16,-0.015,-0.279
Hunter Bigge,TBR,55,,,49,,,,7,27,,26,,58,2,,,,,,0.232628,0.109486,0.24363,,,,,,,,0.288942,,,,,,,,,,0.0312546,684.280029296875,,,,253.5,,244.0,,Hunter Bigge,26259,685801,,,,,,,-1.0979035113865412,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.08398,0.0,0.0,7.0,55.0,237.0,25.0,9.4634,4.25279,2.22522,1.134,0.1341441422700882,1.35747,0.736469,,,4.23698,4.6090909090909085,4.4363636363636365,-0.0160451,-0.5562200472897499,-0.06246723211030757,0.22283195327195784,0.023838664697780572,-0.4003955237370993,-0.3254913262191229,-0.218,-0.024,0.087,0.009,-0.157,-0.127
Gus Varland,CHW,62,,,61,,,,8,32,,24,,56,3,,,,,,0.251229,0.0897298,0.207366,,,,,,,,0.294757,,,,,,,,,,-0.00575337,746.280029296875,,,,292.79999999999995,,297.0,,Gus Varland,24737,681402,,,,,,,-1.1056091531714016,,,,,,,0.0,1.0,P,3.0,3.0,0.0,4.28587,0.0,4.0,10.0,62.0,269.0,30.0,8.08273,3.49749,2.31101,1.216,0.1176366209983825,1.36651,0.72492,,,4.44204,4.7225806451612895,4.790322580645161,0.0362911,-0.5562200472897499,0.14137932625523567,0.3932595314866442,-0.43705014276839105,-0.5024329088041961,-0.1445449120509443,-0.218,0.055,0.154,-0.171,-0.197,-0.057
Brandon Birdsell,CHC,8,,,8,,,,1,4,,2,,7,0,,,,,,0.251244,0.0588983,0.203326,,,,,,,,0.28839,,,,,,,,,,0.00101648,999.0,,,,38.10000000000001,,39.0,,Brandon Birdsell,sa3020797,669361,,,,,,,-1.1059222189223878,,,,,,,0.0,1.0,P,0.0,0.0,0.0,4.04223,0.0,0.0,1.0,8.0,34.0,4.0,7.68229,2.22536,3.45215,1.278,0.1444275788962841,1.22879,0.724159,,,4.17969,4.762500000000001,4.875,-0.00111374,-0.5562200472897499,-0.06246723211030757,-0.1180232031574149,0.11914852507577295,1.052056988479062,-1.5404172499197504,-0.218,-0.024,-0.046,0.047,0.412,-0.603
Luke Jackson,,41,,,37,,,,4,19,,18,,42,2,,,,,,0.238251,0.100078,0.240371,,,,,,,,0.299568,,,,,,,,,,0.173673,999.0,,,,182.00000000000009,,177.0,,Luke Jackson,11752,592426,,,,,,,-1.1113223309290639,,,,,,,0.0,1.0,P,2.0,2.0,0.0,3.8538,0.0,0.0,0.0,41.0,176.0,18.0,9.27274,3.86069,2.40183,0.96,0.1402926966547966,1.33792,0.733954,,,3.90609,4.439024390243904,4.317073170731708,0.265502,-0.5562200472897499,-0.06246723211030757,-0.17483239589564367,0.549309890130262,-0.17972839120814443,-0.6873841545554802,-0.218,-0.024,-0.068,0.215,-0.07,-0.269
Bryce Montes de Oca,NYM,10,,,8,,,,1,4,,5,,12,1,,,,,,0.215545,0.119566,0.280782,,,,,,,,0.288743,,,,,,,,,,0.0133962,999.0,,,,50.900000000000006,,47.0,,Bryce Montes de Oca,21319,656755,,,,,,,-1.115000079294712,,,,,,,0.0,1.0,P,1.0,0.0,0.0,3.62574,0.0,0.0,1.0,10.0,43.0,4.0,10.8643,4.62636,2.34834,0.954,0.1612160354852676,1.31841,0.753207,,,3.8324,5.090000000000001,4.7,0.0267202,-0.5562200472897499,-0.06246723211030757,-0.1180232031574149,1.0699414292393579,0.04048724846653077,-1.4887182744431282,-0.218,-0.024,-0.046,0.419,0.016,-0.582
Sem Robberse,STL,22,,,22,,,,3,10,,7,,18,1,,,,,,0.251866,0.0705001,0.19723,,,,,,,,0.291665,,,,,,,,,,0.00809467,999.0,,,,84.7,,87.0,,Sem Robberse,sa3011735,691828,,,,,,,-1.1275070448765137,,,,,,,0.0,1.0,P,1.0,1.0,0.0,3.96146,0.0,0.0,1.0,22.0,93.0,10.0,7.51193,2.68515,2.79758,1.124,0.1267298236489296,1.2791,0.72657,,,4.13457,3.85,3.954545454545455,0.0322321,-0.5562200472897499,-0.06246723211030757,-0.1180232031574149,0.303536008254943,0.48419185100940926,-1.1785244215833934,-0.218,-0.024,-0.046,0.119,0.189,-0.461
