Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,NameASCII,PlayerId,MLBAMID,HR_z,R_z,RBI_z,SB_z,BB/K_z,OBP_z,PA_z,total_z,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,BS,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,FPTS/IP,SPTS/IP,QS_z,SV_z,HLD_z,K-BB%_z,ERA_z,WHIP_z,IP_z
Ryan Miller,DET,18.6824,,,19.6894,,,,2.61011,10.4102,,6.06417,1.98452,16.3229,0.778859,,,,,,0.253307,0.0717041,0.193006,,,,,,,,0.290483,,,,,,,,,,0.0300207,999.0,1.66242,0.691153,1.069,1.66242,-0.691153,3.57467,74.1,,76.0,,Ryan Miller,22187,668943,,,,,,,,-2.6284313666159966,0.0,1.0,P,1.07082,0.938086,0.0,4.32172,0.0,0.0,0.978437,0.391905,19.945,84.5722,9.57739,7.36558,2.73641,2.6917,1.17779,0.1213014423847198,1.29123,0.694288,,,4.26022,0.0203505,3.705,3.8,-0.7223752215473721,-0.07670673606036282,-0.14074910067389385,-0.5860666362963823,-0.31211458853923324,0.328679991983641,-1.1190990754823933
Tim Mayza,,41.7848,,,40.2994,,,,3.93318,19.118,,13.2568,1.85647,31.5567,1.3098,,,,,,0.263658,0.0791857,0.188495,,,,,,,,0.309876,,,,,,,,,,0.111729,999.0,1.9733,-1.83776,0.802238,1.9733,1.83776,3.93035,193.40000000000003,,201.0,,Tim Mayza,15042,641835,,,,,,,,-2.6395443171030673,0.0,1.0,P,1.6349,1.69956,0.0,4.09289,0.0,0.347763,8.61725,1.49097,38.6761,167.413,17.5886,7.34329,3.08487,2.38042,0.915256,0.1093096584081649,1.38473,0.716719,,,3.98656,0.135015,4.95897435897436,5.153846153846154,-0.7223752215473721,-0.05844831089683329,0.24728663921818714,-1.0792788258731265,0.11815129800647814,-0.5291066539539636,-0.6157732420564368
Marc Church,TEX,35.14,,,39.8419,,,,5.22755,20.3707,,15.9069,0.0,38.4391,1.21075,,,,,,0.25811,0.0927638,0.224164,,,,,,,,0.312705,,,,,,,,,,0.0301038,750.5700073242188,0.63884,-0.161157,0.674617,0.63884,0.161157,4.10051,160.10000000000002,,167.0,,Marc Church,26353,687847,,,,,,,,-2.6615864856277587,0.0,1.0,P,1.81712,2.03833,0.0,4.28603,0.0,0.046707,3.15889,0.0,39.3533,171.477,18.741,8.79093,3.63787,2.4165,1.19553,0.1314001455903053,1.41662,0.730496,,,4.24474,0.0112944,4.105128205128206,4.282051282051282,-0.7223752215473721,-0.07425450202709023,-0.029986644104410144,-0.17071529827607876,-0.2450071747787284,-0.8216715324454097,-0.5975761124486692
Dylan Floro,,56.5484,,,61.0852,,,,6.79087,30.102,,18.5711,1.3607,44.7273,1.8256,,,,,,0.265991,0.0742702,0.178875,,,,,,,,0.304796,,,,,,,,,,0.034216,999.0,1.02108,2.54899,0.448772,1.02108,-2.54899,4.40164,244.50000000000003,,259.0,,Dylan Floro,13394,571670,,,,,,,,-2.662165167051579,0.0,1.0,P,3.29746,3.22086,0.0,4.30278,0.0,0.687565,7.48245,2.1699,57.9265,250.048,27.6939,6.94925,2.88538,2.40843,1.05509,0.1046046093106269,1.37513,0.706414,,,4.20257,0.0209222,4.2155172413793105,4.4655172413793105,-0.7223752215473721,-0.04060785809588075,0.18964117026515298,-1.2727936166665375,-0.27650196829199447,-0.4410344421785512,-0.09849323053639616
Patrick Murphy,TEX,12.1549,,,11.7624,,,,1.41288,6.06021,,5.07354,0.0,11.7795,0.646461,,,,,,0.244864,0.0943804,0.219128,,,,,,,,0.297024,,,,,,,,,,0.0387635,999.0,0.372996,-1.95982,1.17649,0.372996,1.95982,3.43134,55.30000000000001,,57.0,,Patrick Murphy,19712,641907,,,,,,,,-2.6714580963999373,0.0,1.0,P,0.656315,0.634762,0.0,4.02547,0.0,0.0,1.06024,0.0,12.4653,53.7563,5.5754,8.50486,3.66313,2.32175,1.02011,0.1247471198439598,1.35063,0.725251,,,4.12663,0.0194169,4.608333333333334,4.75,-0.7223752215473721,-0.07670673606036282,-0.13659367919278262,-0.44434876282821584,0.24492019225509742,-0.2162668183767191,-1.3200870706495822
Lou Trivino,,24.7458,,,24.2249,,,,2.99965,12.796,,10.2208,0.940988,23.6368,1.2118,,,,,,0.247013,0.0933374,0.215854,,,,,,,,0.297128,,,,,,,,,,0.0414714,999.0,0.665748,-1.0805,1.00262,0.665748,1.0805,3.66317,113.7,,114.0,,Lou Trivino,15043,642152,,,,,,,,-2.6813544205539266,0.0,1.0,P,0.849443,1.17215,0.0,4.17513,0.0,0.560046,2.01965,0.737114,25.3767,109.504,11.7723,8.38293,3.62486,2.31262,1.06384,0.1225165277719497,1.35737,0.715781,,,4.19181,0.00191979,4.547999999999999,4.56,-0.7223752215473721,-0.04730292375389532,-0.08785765578052453,-0.5360911759703751,-0.03648343742820913,-0.27810085039403926,-0.9731431556795112
Sam Long,KCR,50.755,,,52.8984,,,,7.04875,28.1162,,23.2888,1.85827,49.4061,1.65047,,,,,,0.251686,0.0990524,0.210135,,,,,,,,0.298264,,,,,,,,,,-0.111419,999.0,1.85981,-0.250352,0.485016,1.85981,0.250352,4.35331,243.7,,247.0,,Sam Long,25379,669674,,,,,,,,-2.6903133093725997,0.0,1.0,P,2.67164,2.66749,0.0,4.30736,0.303659,0.8983,9.91951,0.858271,54.0474,235.116,25.8669,8.22712,3.87806,2.12145,1.17376,0.1110827103257179,1.40964,0.724846,,,4.41796,0.0123921,4.512962962962963,4.574074074074074,-0.7223752215473721,-0.029543744815179827,0.3134387262809103,-1.0063546621123987,-0.28511367899592,-0.7576356951337041,-0.2027290330489355
Caden Dana,LAA,13.3765,,,70.1635,,,,12.8589,43.3775,,26.7559,0.0,60.1952,4.16989,,,,,,0.254397,0.08723,0.196249,,,,,,,,0.282639,,,,,,,,,,0.198486,616.6099853515625,3.08631,0.58237,0.517155,3.08631,-0.58237,4.31046,210.5,,213.0,,Caden Dana,31508,702674,,,,,,,,-2.6908921494181053,0.0,1.0,P,4.08137,6.34565,4.81068,5.08255,13.3765,0.0,0.0,0.0,70.6664,306.729,39.9073,7.6664,3.40761,2.24979,1.63769,0.1090191900730133,1.37151,0.678459,,,5.14128,0.155368,2.964788732394366,3.0,0.5741661078585565,-0.07670673606036282,-0.19045165593120778,-1.091225549051506,-1.7426927227898705,-0.4078238789882401,0.24384228554452506
Kyle Nicolas,PIT,53.8154,,,54.5422,,,,6.10063,29.5978,,29.1803,0.720073,58.9973,3.72855,,,,,,0.245126,0.114246,0.230985,,,,,,,,0.307743,,,,,,,,,,0.0281327,999.0,2.87019,-0.744488,0.49281,2.87019,0.744488,4.34292,271.40000000000003,,271.0,,Kyle Nicolas,27775,693312,,,,,,,,-2.6983124210270466,0.0,1.0,P,2.37741,2.46831,0.0,4.25879,0.0,0.416965,10.2097,0.0,57.5444,255.416,27.2299,9.22723,4.56382,2.02182,0.954144,0.1167391464114189,1.45492,0.71992,,,4.20985,0.118909,4.679310344827587,4.672413793103448,-0.7223752215473721,-0.054815033238869194,0.3281797719589865,-0.7737101087678858,-0.1937881792383485,-1.1730429606743968,-0.1087606895191604
Hayden Harris,ATL,13.8481,,,13.3982,,,,1.71542,6.97582,,6.5775,0.0,14.9111,0.682423,,,,,,0.24366,0.105667,0.239547,,,,,,,,0.30455,,,,,,,,,,0.011727,999.0,0.432693,-1.76205,1.11065,0.432693,1.76205,3.51913,55.20000000000003,,54.0,,Hayden Harris,sa3019913,802686,,,,,,,,-2.7151766062244382,0.0,1.0,P,0.901851,0.831746,0.0,4.04147,0.0,0.0,0.932557,0.0,14.2918,62.2472,6.41776,9.39001,4.14207,2.26699,1.08026,0.1338793486356735,1.3977,0.739718,,,4.16412,0.0429764,3.9428571428571457,3.857142857142857,-0.7223752215473721,-0.07670673606036282,-0.1430797088123898,-0.06874772074115822,0.21483561337675378,-0.648095881738035,-1.2710069507018742
Ross Stripling,,15.1814,,,84.5455,,,,11.4504,44.9072,,17.7976,0.986882,50.6574,1.99958,,,,,,0.279165,0.0551609,0.157005,,,,,,,,0.303622,,,,,,,,,,0.546856,999.0,1.96875,-1.63598,0.488129,1.96875,1.63598,4.34916,240.7,,274.0,,Ross Stripling,13273,548389,,,,,,,,-2.715515809647293,0.0,1.0,P,2.96842,6.05474,4.18048,4.95649,13.4231,0.0,0.383054,0.0,75.0192,322.649,41.3147,6.07733,2.13517,2.84631,1.3737,0.1018440350890159,1.36422,0.665441,,,4.59188,0.145106,3.209333333333334,3.6533333333333338,0.4043189457543185,-0.07670673606036282,-0.17099331308283316,-1.3863337587331253,-1.505663846952119,-0.34094404317128646,0.3608069425981153
Justin Wrobleski,LAD,20.5495,,,28.3619,,,,4.66492,16.1096,,10.3383,0.0,26.1123,1.00345,,,,,,0.249479,0.0826888,0.208854,,,,,,,,0.285825,,,,,,,,,,0.0103089,745.75,2.14433,-1.3172,0.870266,2.14433,1.3172,3.83964,103.30000000000004,,103.0,,Justin Wrobleski,31204,680736,,,,,,,,-2.737445805450263,0.0,1.0,P,1.54404,1.40614,0.469659,4.54929,1.42375,0.348587,0.684033,0.0,29.3205,125.026,14.8208,8.01523,3.17336,2.52579,1.43191,0.1261653900146484,1.3199,0.70224,,,4.61409,-0.0339095,3.562068965517242,3.5517241379310347,-0.5957959636820684,-0.058405048840965514,-0.15570420874725396,-0.3860164798531121,-0.7400113144982746,0.0656560011918643,-0.8671687910204529
Valente Bellozo,MIA,27.6979,,,95.243,,,,16.9697,51.1799,,30.359,1.29937,64.454,3.28464,,,,,,0.267396,0.0778774,0.165338,,,,,,,,0.284875,,,,,,,,,,-0.0233603,749.1099853515625,3.92023,2.1988,0.558888,3.92023,-2.1988,4.25482,242.9,,262.0,,Valente Bellozo,23899,678368,,,,,,,,-2.7465633071266877,0.0,1.0,P,4.3801,5.56344,4.37036,4.7258,13.8077,0.0,0.706553,0.0,89.6715,389.831,47.0855,6.46901,3.04702,2.12306,1.70318,0.0874610543251037,1.40069,0.730743,,,5.31464,0.496356,2.6988888888888884,2.911111111111111,0.45549409513602696,-0.07670673606036282,-0.15456023980045952,-1.9778939010004075,-1.0719006281118009,-0.6755267060305856,0.7545308087409015
Tyler Gilbert,CHW,24.8826,,,32.2643,,,,4.32437,15.8417,,9.02789,0.158272,25.5291,1.60241,,,,,,0.267072,0.0686856,0.194229,,,,,,,,0.307187,,,,,,,,,,-0.0502674,999.0,3.36051,-1.35892,0.898043,3.36051,1.35892,3.80261,112.6,,121.0,,Tyler Gilbert,17964,656457,,,,,,,,-2.7681804872589657,0.0,1.0,P,1.1897,1.49143,0.0,4.31092,0.344575,0.0,0.74045,0.162189,30.4272,131.438,14.5744,7.55119,2.67034,2.8278,1.27909,0.1255438029766082,1.35708,0.722244,,,4.38412,-0.0387357,3.7533333333333334,4.033333333333333,-0.7223752215473721,-0.07670673606036282,-0.15283834302472724,-0.4115818423249279,-0.29180749779635184,-0.2754403356633246,-0.8374305108418991
Steven Zobac,KCR,5.70376,,,5.92208,,,,0.794209,3.03689,,1.61905,0.0,4.73592,0.163582,,,,,,0.25861,0.0655958,0.191876,,,,,,,,0.295223,,,,,,,,,,0.00737812,999.0,0.395786,-0.126414,1.29428,0.395786,0.126414,3.27429,24.500000000000007,,25.0,,Steven Zobac,sa3020875,686632,,,,,,,,-2.8124022819722274,0.0,1.0,P,0.200324,0.197852,0.0,4.31,0.0,0.0,0.598564,0.0,5.83421,24.6823,2.79394,7.30576,2.49759,2.92512,1.22517,0.1262797862291336,1.29257,0.700587,,,4.22931,0.0128254,4.083333333333335,4.166666666666667,-0.7223752215473721,-0.07670673606036282,-0.16004585536863825,-0.38131145785339593,-0.2900776345108458,0.31638657908999074,-1.4982719557216029
Matt Canterino,MIN,9.11152,,,8.96034,,,,1.31774,5.10143,,4.35841,0.0,10.2367,0.481481,,,,,,0.239292,0.103072,0.242088,,,,,,,,0.295186,,,,,,,,,,0.00229016,999.0,0.223378,-1.08878,1.19359,0.223378,1.08878,3.40855,50.3,,49.0,,Matt Canterino,sa3011530,683764,,,,,,,,-2.8176512617020903,0.0,1.0,P,0.538102,0.541707,0.0,4.3152,0.0,0.0,0.57718,0.0,9.78862,42.2851,4.69332,9.41201,4.00728,2.34873,1.21158,0.1390163004398346,1.36064,0.716174,,,4.3083,0.0128276,5.03,4.9,-0.7223752215473721,-0.07670673606036282,-0.16113211788898693,0.14253087233839945,-0.2998551226463081,-0.3081004475300399,-1.3920124883674199
Alek Manoah,TOR,4.15719,,,22.0962,,,,3.40264,12.7005,,9.6357,0.0690568,22.0173,2.0159,,,,,,0.243121,0.0939728,0.214725,,,,,,,,0.285547,,,,,,,,,,0.170444,746.6799926757812,1.56411,2.80961,0.943821,1.56411,-2.80961,3.74157,91.5,,89.0,,Alek Manoah,26410,666201,,,,,,,,-2.844490195240449,0.0,1.0,P,1.36908,1.68751,1.72395,4.4486,4.15719,0.0,0.0,0.0,23.6389,102.537,11.6845,8.38258,3.66858,2.28497,1.29548,0.1207520589232444,1.34236,0.705696,,,4.65362,0.161038,3.8125,3.7083333333333335,-0.25774809506434876,-0.07670673606036282,-0.19045165593120778,-0.608662325184815,-0.550685299044498,-0.1403962776076924,-1.0198398063475247
Tom Cosgrove,SDP,31.5588,,,29.4933,,,,4.17411,16.7052,,12.4638,0.190286,28.6463,3.05916,,,,,,0.243927,0.0913547,0.209966,,,,,,,,0.287425,,,,,,,,,,-0.0473492,999.0,2.0056,-0.528968,0.899504,2.0056,0.528968,3.80066,133.79999999999998,,132.0,,Tom Cosgrove,23443,676680,,,,,,,,-2.8523742827421517,0.0,1.0,P,0.935826,1.54433,0.0,4.40298,0.0,0.0546954,3.64371,0.0,31.4148,136.433,15.3688,8.20687,3.57076,2.29836,1.19584,0.1186110824346542,1.33559,0.699242,,,4.55244,-0.0879773,4.316129032258064,4.258064516129032,-0.7223752215473721,-0.07383509109615068,-0.005358801085543378,-0.6967189232551608,-0.4649066435176216,-0.07828701992857434,-0.8108925823117287
Joe Boyle,TBR,27.4794,,,36.7619,,,,4.31626,24.0953,,31.7314,0.0,56.9664,2.5076,,,,,,0.211011,0.15222,0.273276,,,,,,,,0.287294,,,,,,,,,,0.434793,616.9299926757812,3.01288,-1.24146,0.482303,3.01288,1.24146,4.35693,227.40000000000003,,208.0,,Joe Boyle,29608,671212,,,,,,,,-2.8613169211860985,0.0,1.0,P,2.61987,3.54884,0.69335,4.22367,4.04769,0.0,3.52788,0.0,47.2359,208.457,22.1676,10.854,6.04589,1.79527,0.82239,0.1210559457540512,1.45003,0.710931,,,4.11694,0.267582,4.838297872340426,4.425531914893617,-0.5355083065283726,-0.07670673606036282,-0.011242723070765386,-0.5961637103416203,-0.12775252860038416,-1.1281811778012958,-0.3857617387832973
Michael Petersen,TOR,25.9216,,,26.8616,,,,3.87197,16.1378,,10.1209,1.42195,26.3023,1.44672,,,,,,0.247233,0.0841888,0.218791,,,,,,,,0.292956,,,,,,,,,,-0.0251167,999.0,2.18467,-0.35638,0.785342,2.18467,0.35638,3.95288,114.80000000000004,,115.0,,Michael Petersen,20827,656848,,,,,,,,-2.864745450922239,0.0,1.0,P,2.41809,1.27926,0.0,4.75424,0.0,0.0,1.69473,0.310293,28.1056,120.217,14.8468,8.42255,3.24092,2.59881,1.23989,0.1346023008227348,1.31584,0.660442,,,4.32048,-0.182521,4.100000000000002,4.107142857142857,-0.7223752215473721,-0.07670673606036282,-0.10436291289386593,-0.03901329325005837,-1.1253759670680579,0.10290320742188384,-0.8998145275244058
Trevor Rogers,BAL,20.2072,,,54.2258,,,,6.71387,28.7569,,20.867,0.481505,46.0794,2.44816,,,,,,0.258936,0.0896605,0.197992,,,,,,,,0.303349,,,,,,,,,,0.30997,547.75,3.61797,-1.41273,0.454179,3.61797,1.41273,4.39443,188.7,,197.0,,Trevor Rogers,22286,669432,,,,,,,,-2.881608791599299,0.0,1.0,P,2.36018,3.79114,2.78744,4.46473,7.73961,0.0,0.43911,0.0,53.3307,232.733,26.4564,7.77629,3.52148,2.20825,1.13302,0.1083319708704948,1.40806,0.705336,,,4.38654,0.160649,3.5603773584905665,3.716981132075471,0.02887640259708604,-0.07670673606036282,-0.16814578540603436,-1.1194903083447025,-0.581014315126229,-0.7431404769456684,-0.22198757231338792
Carlos Hernández,KCR,37.5341,,,39.1771,,,,4.80378,22.0645,,18.1536,0.280896,40.6656,1.44852,,,,,,0.246723,0.101762,0.227957,,,,,,,,0.303329,,,,,,,,,,0.0933879,999.0,3.32234,-1.07873,0.733332,3.32234,1.07873,4.02222,181.50000000000003,,181.0,,Carlos Hernandez,22713,672578,,,,,,,,-2.886159382184669,0.0,1.0,P,0.864743,2.92978,0.0,4.44469,0.459684,0.235433,3.75834,2.02104,41.1039,178.392,20.2993,8.90403,3.97485,2.24009,1.05182,0.126194529235363,1.39477,0.696886,,,4.13778,-0.0666757,4.426829268292684,4.414634146341464,-0.7223752215473721,-0.06434591615851805,0.0004641634069542453,-0.38481800772592034,-0.5433333800811022,-0.6212155087690823,-0.5505355113096286
Dylan Covey,NYM,29.5247,,,30.1471,,,,3.07022,14.4123,,11.6191,0.703616,25.5094,1.17642,,,,,,0.254121,0.088406,0.194094,,,,,,,,0.300676,,,,,,,,,,0.0938331,999.0,2.15519,-2.62252,0.926016,2.15519,2.62252,3.76531,132.1,,136.0,,Dylan Covey,14825,592229,,,,,,,,-2.909353613915546,0.0,1.0,P,1.54572,1.68869,0.0,3.92447,0.0,0.0256869,2.69211,0.818882,30.4075,131.429,13.2593,7.55027,3.43901,2.19548,0.908723,0.1056875735521316,1.37355,0.730063,,,4.06364,0.167593,4.403333333333333,4.533333333333333,-0.7223752215473721,-0.07535810972192813,-0.05369809281598687,-1.2282521901506722,0.4348290964246424,-0.42653922399051547,-0.8379598721137139
Enoli Paredes,ATL,9.27734,,,7.06034,,,,0.0,4.0725,,5.40835,0.0,8.04474,0.844509,,,,,,0.193471,0.126523,0.1882,,,,,,,,0.248182,,,,,,,,,,0.115724,999.0,1.14732,-1.06132,1.31654,1.14732,1.06132,3.24461,61.8,,56.0,,Enoli Paredes,20447,660600,,,,,,,,-2.9152361307401877,0.0,1.0,P,0.214399,0.0,0.0,3.33392,0.0,0.0836105,1.60307,0.0,10.1143,42.7458,3.7467,7.15845,4.81251,1.48747,0.0,0.0616761147975921,1.23278,0.673382,,,3.43037,0.133443,6.18,5.6,-0.7223752215473721,-0.07231697620340483,-0.10901904937979746,-3.0384072080556193,1.5452320999625067,0.864911323053728,-1.3832610985702287
Trent Harris,SFG,6.435,,,6.37691,,,,0.779557,3.28209,,2.45683,0.0,5.97073,0.149626,,,,,,0.249265,0.0871545,0.211808,,,,,,,,0.297216,,,,,,,,,,0.0207886,999.0,0.303311,-0.751434,1.28436,0.303311,0.751434,3.28752,33.9,,32.0,,Trent Harris,sa3022526,805345,,,,,,,,-2.919367188542207,0.0,1.0,P,0.169599,0.213196,0.0,4.11753,0.0,0.0,0.566383,0.0,6.6,28.1894,3.01952,8.1419,3.35022,2.43026,1.06303,0.1246533319354057,1.33845,0.717049,,,4.07741,0.0668909,4.8428571428571425,4.571428571428571,-0.7223752215473721,-0.07670673606036282,-0.16168058292977464,-0.44820618219335984,0.0718210465338277,-0.10452519968666454,-1.477694312658501
Alex Pham,BAL,11.3453,,,11.9847,,,,1.78899,6.48678,,4.61105,0.0,11.4273,0.267592,,,,,,0.249035,0.086996,0.215597,,,,,,,,0.292071,,,,,,,,,,-0.0158256,999.0,0.436761,-2.31995,1.16123,0.436761,2.31995,3.45169,44.000000000000014,,45.0,,Alex Pham,sa3017550,702129,,,,,,,,-2.9501844011539515,0.0,1.0,P,0.680157,0.670241,0.0479177,4.32481,0.0655285,0.0,0.714957,0.0,12.4192,53.0031,5.96784,8.28122,3.34157,2.47824,1.29646,0.1286012306809425,1.3363,0.717397,,,4.37737,0.00318705,3.666666666666668,3.75,-0.7094607731824685,-0.07670673606036282,-0.15413333415974637,-0.28583236122390615,-0.31792467283511383,-0.08480069392446407,-1.3213258297678898
Eric Orze,TBR,22.9126,,,22.4262,,,,3.18005,12.7176,,10.8962,0.0,24.6758,3.30094,,,,,,0.240592,0.101445,0.229736,,,,,,,,0.294479,,,,,,,,,,-0.0959159,999.0,0.557883,-1.80548,0.945116,0.557883,1.80548,3.73985,95.5,,93.0,,Eric Orze,27626,679358,,,,,,,,-2.954365750044378,0.0,1.0,P,1.10727,3.01317,0.0,4.32893,0.0,0.0,1.05573,0.0,24.3252,107.41,11.7002,9.12972,4.03144,2.26463,1.17657,0.128290481865406,1.36987,0.7137,,,4.58806,-0.051547,3.9791666666666674,3.875,-0.7223752215473721,-0.07670673606036282,-0.1368227777696051,-0.2986132038423843,-0.3256714518962863,-0.3927782094766064,-1.0013981494517612
Blas Castano,SEA,16.7875,,,22.1638,,,,2.8172,11.3874,,7.14909,0.0,17.4656,1.3965,,,,,,0.254729,0.0748167,0.182781,,,,,,,,0.289939,,,,,,,,,,0.0304953,999.0,0.690983,-2.29947,1.04925,0.690983,2.29947,3.601,82.7,,85.0,,Blas Castano,sa3006617,680604,,,,,,,,-2.954481021193109,0.0,1.0,P,1.02127,1.69454,0.753011,4.23125,2.07987,0.0,1.14953,0.0,22.2836,95.5547,10.4764,7.05409,2.8874,2.44306,1.13782,0.1079646721482276,1.31544,0.706596,,,4.3929,0.0483365,3.7590909090909097,3.863636363636364,-0.5194288848554102,-0.07670673606036282,-0.13205793375498173,-1.1345970020103262,-0.1420050978439993,0.1065728829125256,-1.0562582495805541
Tyler Mattison,DET,19.715,,,19.2354,,,,2.51914,10.1409,,9.41734,0.0,20.4539,0.77984,,,,,,0.242875,0.105344,0.228801,,,,,,,,0.297306,,,,,,,,,,0.00659891,999.0,0.392153,-0.815117,1.01566,0.392153,0.815117,3.64579,83.1,,80.0,,Tyler Mattison,sa3018117,694331,,,,,,,,-2.955722079546919,0.0,1.0,P,1.13196,1.13001,0.0,4.07488,0.0,0.0,1.23408,0.0,20.606,89.396,9.32967,8.93356,4.11318,2.17194,1.10027,0.1234567239880561,1.39051,0.73676,,,4.25512,0.0738995,3.957142857142857,3.8095238095238098,-0.7223752215473721,-0.07670673606036282,-0.12776297041344223,-0.4974216806488935,0.1520152521064126,-0.5821334647937418,-1.101337258189519
Jacob Barnes,,41.5879,,,44.3505,,,,6.05034,23.4078,,14.609,0.739219,36.5199,1.5348,,,,,,0.259627,0.0781365,0.195327,,,,,,,,0.298629,,,,,,,,,,-0.0299275,999.0,0.473532,-0.742079,0.527304,0.473532,0.742079,4.29693,160.99999999999997,,168.0,,Jacob Barnes,12323,606930,,,,,,,,-2.972706521834016,0.0,1.0,P,3.73944,2.1281,0.0,4.45949,0.0,0.0,1.99315,1.74379,43.4616,186.968,21.5352,7.56251,3.02522,2.49982,1.2529,0.1171908304095268,1.35659,0.704147,,,4.41002,-0.0624524,3.744186046511627,3.9069767441860463,-0.7223752215473721,-0.07670673606036282,-0.08920380041152152,-0.7551327182695979,-0.5711616155435704,-0.270944983187287,-0.48718144681430403
Jhony Brito,SDP,29.7526,,,46.882,,,,5.79974,23.3619,,14.6904,0.711948,35.159,1.54419,,,,,,0.261718,0.0751942,0.179964,,,,,,,,0.297324,,,,,,,,,,0.175618,999.0,2.74331,-2.2399,0.618381,2.74331,2.2399,4.17549,160.0,,170.0,,Jhony Brito,25386,666745,,,,,,,,-2.9857223327106657,0.0,1.0,P,2.83834,2.50853,0.29534,4.25633,2.39731,0.0310469,1.30649,1.25112,45.4467,195.367,21.4929,6.96269,2.90921,2.39333,1.14855,0.1047701984643936,1.35483,0.714847,,,4.3499,0.163103,3.5555555555555554,3.7777777777777777,-0.6427772195545672,-0.07507669634880759,-0.12408469370663118,-1.265983071274867,-0.18916267523580294,-0.2547984110284616,-0.43383956556152825
Génesis Cabrera,NYM,35.79,,,34.1967,,,,4.56853,18.0135,,16.1256,2.21391,33.4059,1.6426,,,,,,0.246317,0.102973,0.21332,,,,,,,,0.293762,,,,,,,,,,0.0197588,999.0,1.26404,-1.3525,0.778657,1.26404,1.3525,3.96179,156.50000000000003,,155.0,,Genesis Cabrera,17490,650893,,,,,,,,-3.0131952850367707,0.0,1.0,P,1.69529,1.57239,0.0,4.14803,0.0,0.178549,6.74574,1.56763,35.9572,156.6,16.5724,8.36142,4.03621,2.0716,1.14349,0.1103462800383567,1.39951,0.735523,,,4.44255,0.0769526,4.347222222222223,4.305555555555555,-0.7223752215473721,-0.06733246808325476,0.1522178415443301,-1.0366434327582152,0.014472318046985212,-0.6647011633331916,-0.6888331589060523
Austin Warren,NYM,17.4615,,,20.355,,,,2.68963,10.194,,7.62071,0.463189,17.5203,0.822444,,,,,,0.252124,0.085456,0.196467,,,,,,,,0.291874,,,,,,,,,,-0.0350532,999.0,0.760193,-0.140608,0.971018,0.760193,0.140608,3.70531,79.5,,79.0,,Austin Warren,24937,681810,,,,,,,,-3.051574530658075,0.0,1.0,P,2.2221,0.501583,0.0,4.06803,0.0,0.0,1.47368,0.282576,20.7487,89.1769,9.37849,7.59964,3.30557,2.29904,1.16666,0.11101084202528,1.34831,0.73447,,,4.38362,0.0965977,3.7857142857142856,3.761904761904762,-0.7223752215473721,-0.07670673606036282,-0.11559179103280512,-1.0093105460650647,0.1648952124387035,-0.19498270053099365,-1.09750274786018
Alek Jacob,SDP,27.409,,,34.7822,,,,4.78174,17.1098,,14.3014,0.0,32.9833,2.16726,,,,,,0.258527,0.0947057,0.21842,,,,,,,,0.310002,,,,,,,,,,-0.0302038,999.0,1.98374,-0.543225,0.846334,1.98374,0.543225,3.87155,121.10000000000002,,127.0,,Alek Jacob,29628,689690,,,,,,,,-3.0549615087472275,0.0,1.0,P,0.943673,0.702257,0.0,4.13257,0.0,0.0,1.43083,0.0,34.2811,151.009,15.741,8.65928,3.75462,2.3063,1.25537,0.123713880777359,1.4318,0.754292,,,4.49672,0.0726792,3.5617647058823536,3.735294117647059,-0.7223752215473721,-0.07670673606036282,-0.117768481502172,-0.48684503389103195,0.0435415423881848,-0.9609357173152795,-0.7338718608191939
Gus Varland,CHW,52.4491,,,59.9888,,,,7.46419,30.4239,,22.1936,2.32039,52.4855,2.65582,,,,,,0.268279,0.0893263,0.211247,,,,,,,,0.320945,,,,,,,,,,-0.0729594,746.7899780273438,5.45965,-1.33343,0.554045,5.45965,1.33343,4.26127,240.30000000000007,,257.0,,Gus Varland,24737,681402,,,,,,,,-3.0664970370079763,0.0,1.0,P,2.59714,2.18108,0.0,4.48033,0.0,2.72215,6.49678,2.14589,56.2258,248.455,27.99,8.4013,3.5525,2.3649,1.19478,0.1219210922718048,1.46165,0.721548,,,4.3512,-0.0860673,4.2910714285714295,4.589285714285714,-0.7223752215473721,0.0662129306635322,0.13957119372044277,-0.5605809472464719,-0.6103467795326142,-1.2347852508044503,-0.1441929622610425
