Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,K,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,Pos,norm_name,Impact_AVG,Impact_OBP,R_Z,HR_Z,RBI_Z,SB_Z,Impact_OBP_Z,Total_Z,Rep_Level,Z_Above_Rep,Base_Value,Value,Target,Tier,Primary_Pos,Pos_Tier
Travis Bazzana,CLE,53.868,214.694,186.922,40.3265,26.4253,8.28431,0.978862,4.6381,25.8665,19.8173,23.5743,0.195454,60.8839,2.48462,0.927863,0.785419,2.86176,4.08752,0.839169,0.21574,0.109804,0.283585,0.3872,0.310345,0.344972,0.293153,0.655317,0.129232,5.45728,0.291745,-0.189317,0.128658,21.8986,-3.46919,87.6703,-0.0606592,-0.307646,-3.180580150336027,0.5236502885818481,0.484193,999.0,2.0728,0.452411,1.17028,2.0728,-0.452411,3.43963,195.7,3.624074074,195.7,3.624074074,,,,,,,,,,,,,,,,,,,Travis Bazzana,sa3025129,683953,2B,Travis Bazzana,-5.4920654087801015,-1.214265538241044,-0.3676217702117657,-0.530331103249927,-0.5406149414572623,-0.16847805499649612,-0.1365323536603019,-1.8113944765255676,4.290443792376481,-6.101838268902048,0.0,0.0,False,7,2B,2B 7
Miguel Rojas,LAD,48.6363,177.65,162.223,40.2566,28.5629,8.26543,0.228554,3.1997,20.2235,17.0316,11.7005,0.228746,25.3119,1.30211,1.05678,1.36804,3.74391,2.48316,0.851853,0.248156,0.0658623,0.142482,0.462251,0.302124,0.361097,0.291423,0.663221,0.112941,3.95236,0.274968,0.00852066,-0.125108,17.8706,-3.12017,84.9004,-0.116587,1.19395,-3.287009611725807,1.9445154070854187,0.477796,999.0,1.69681,0.275133,1.49509,1.69681,-0.275133,3.00655,153.4,3.130612244,153.4,3.130612244,,,,,,,,,,,,,,,,,,,Miguel Rojas,7802,500743,SS,Miguel Rojas,0.49225122985823844,-2.4652128688254944,-0.5722781403127676,-0.6905772669955789,-0.6427129571001692,-0.33418847785013045,-0.27718921821826176,-2.577396227235035,6.2323935944793165,-8.809789821714352,0.0,0.0,False,7,SS,SS 7
Jorge Soler,LAA,115.634,474.586,416.536,94.2181,54.4327,18.687,0.25003,20.8483,55.4405,58.9459,48.684,0.534082,129.016,5.24644,3.68218,0.43749,7.33027,0.921522,0.21509,0.226194,0.102582,0.27185,0.377348,0.312452,0.422413,0.319634,0.734864,0.196218,1.98965,0.271384,-0.868023,-0.615631,58.6112,2.53513,103.55,-1.48365,-3.13268,0.5019594430923462,-12.201719522476196,0.474191,668.3499755859375,1.93984,-3.88342,0.604187,1.93984,3.88342,4.19442,525.8,4.53275862,525.8,4.53275862,,,,,,,,,,,,,,,,,,,Jorge Soler,14221,624585,OF/DH,Jorge Soler,-7.884022277936566,-1.6842090572092077,0.7049473400783342,1.2755798836450705,0.893477895131405,-0.4954862497493948,-0.189372933180555,2.4610127237080435,4.93721430821242,-2.4762015845043766,0.0,0.0,False,7,OF,OF 7
Andrew Benintendi,CHW,117.466,485.204,437.067,107.754,71.7639,19.2013,1.06092,15.7276,53.5659,56.4096,41.0275,1.88,83.9572,2.43147,4.08751,0.591029,7.34889,2.81883,0.972423,0.246538,0.0845573,0.173035,0.488672,0.312028,0.403279,0.310553,0.715306,0.15674,3.08166,0.2695,-0.263239,-0.582711,56.3448,-0.985827,98.0416,-0.845949,-3.3148,-1.969020128250122,-9.830874681472778,0.472838,743.469970703125,1.98251,-0.226031,0.321046,1.98251,0.226031,4.57194,510.9,4.366666666,510.9,4.366666666,,,,,,,,,,,,,,,,,,,Andrew Benintendi,17901,643217,OF,Andrew Benintendi,0.6190664370398405,-1.9276166726890127,0.6369606607603582,0.7051039863339201,0.800520578451538,-0.29951794403023996,-0.21674175292688533,1.9033575133690246,4.93721430821242,-3.0338567948433957,0.0,0.0,False,7,OF,OF 7
Ryan Waldschmidt,ARI,40.3216,162.112,141.653,34.3885,23.2986,6.84723,0.940792,3.3018,19.8657,16.682,16.4381,0.347264,34.7173,2.57342,1.27803,0.169446,2.38285,5.04678,1.24706,0.242766,0.1014,0.214157,0.473485,0.329747,0.374315,0.311484,0.704062,0.131549,5.80272,0.296313,-0.250759,0.221637,18.9479,-0.206812,97.9773,-0.0291216,1.32902,-0.4177477434277534,-0.382161021232605,0.469981,999.0,5.1239,1.44598,1.53883,5.1239,-1.44598,2.94823,166.3,4.1575,166.3,4.1575,,,,,,,,,,,,,,,,,,,Ryan Waldschmidt,sa3025261,814439,DH,Ryan Waldschmidt,-0.3336762711409631,2.228424568620105,-0.5852545800118883,-0.6792027304838776,-0.6555260619818006,-0.0693984343212254,0.25056467611597016,-3.195582478941901,0.0,-3.195582478941901,0.0,0.0,False,7,DH,DH 7
Owen Caissie,MIA,112.903,418.976,374.435,86.5328,53.6588,19.039,1.59495,12.24,47.2287,46.0211,38.45,1.00291,129.205,2.98202,2.4216,0.687476,4.91069,4.58924,1.58287,0.231102,0.0917713,0.308383,0.297589,0.305924,0.388537,0.303622,0.694461,0.157435,4.26084,0.315587,0.0785989,-0.351501,46.2965,-3.2088,92.235,-0.272903,0.422644,-4.128778964281082,-5.385141849517822,0.452787,591.5599975585938,2.19137,1.85221,0.355501,2.19137,-1.85221,4.526,419.4,3.711504424,419.4,3.711504424,,,,,,,,,,,,,,,,,,,Owen Caissie,27496,683357,OF,Owen Caissie,-5.249424866753171,-4.221935821047186,0.40712753146670777,0.316564970288776,0.41977418239082104,-0.11665662255357463,-0.47471563385165333,0.7227414529051748,4.93721430821242,-4.214472855307245,0.0,0.0,False,7,OF,OF 7
Jake Mangum,PIT,83.3864,326.898,306.407,83.6209,63.3301,16.2625,1.69675,2.33163,33.5081,29.2472,15.0628,0.145622,54.9339,2.77336,1.85812,0.796835,5.42631,13.7721,3.55211,0.272908,0.0460779,0.168046,0.274199,0.311121,0.359886,0.294516,0.671008,0.0869786,5.7205,0.323862,-0.272055,0.764889,33.7051,-4.9205,85.4545,0.492835,1.38455,-5.142713874578476,-1.310504913330078,0.452505,650.22998046875,2.29839,0.11543,1.65251,2.29839,-0.11543,2.79666,310.4,3.739759036,310.4,3.739759036,,,,,,,,,,,,,,,,,,,Jake Mangum,26202,663968,OF,Jake Mangum,8.51395078655582,-1.5951956621582764,-0.09048157567626738,-0.7872853366303729,-0.1950019616995538,0.8318185411289682,-0.17936424237046836,-0.3523237974903375,4.93721430821242,-5.289538105702757,0.0,0.0,False,7,OF,OF 7
Hunter Feduccia,TBR,73.7183,255.469,225.637,48.6424,33.3814,9.96783,0.857661,4.43545,25.1474,23.6143,26.4945,0.218003,65.986,1.08152,2.0891,0.167041,4.77383,1.55712,0.221934,0.215578,0.103709,0.258294,0.401517,0.298542,0.326329,0.279445,0.624872,0.110751,3.54923,0.281028,-0.25833,-0.180444,23.2142,-6.97138,76.6721,-0.438773,-2.53645,-7.482418328523636,3.1516923904418945,0.441523,999.0,2.04573,1.61071,1.00722,2.04573,-1.61071,3.65704,205.5,2.777027027,205.5,2.777027027,,,,,,,,,,,,,,,,,,,Hunter Feduccia,23372,676439,C,Hunter Feduccia,-6.666126827071096,-4.460181240780645,-0.39370158515765086,-0.552907497217569,-0.4014520145821078,-0.42983688592523794,-0.501504014877533,-2.2924368950242493,3.475655594645327,-5.768092489669576,0.0,0.0,False,7,C,C 7
Mark Vientos,NYM,106.609,438.485,400.156,95.9109,58.4523,17.7056,1.22245,18.5306,50.1691,58.6998,30.5521,0.395342,115.238,4.27918,3.31667,0.181186,7.50649,1.146,0.249847,0.239684,0.0696764,0.26281,0.265121,0.298291,0.428965,0.313717,0.727256,0.189281,2.96782,0.286908,-0.534826,-0.486335,52.0461,0.23568,100.215,-1.02116,0.48624,-0.9095104783773422,-9.620003044605255,0.441041,589.0800170898438,2.66607,0.510416,0.48919,2.66607,-0.510416,4.34775,481.0,4.495327102,481.0,4.495327102,,,,,,,,,,,,,,,,,,,Mark Vientos,22184,668901,3B,Mark Vientos,-2.175883927512014,-7.76548004573712,0.5137678984071624,1.01737456265418,0.8844581436686777,-0.47230046582225993,-0.8731527285888764,1.2252513384895474,4.432236963281538,-3.20698562479199,0.0,0.0,False,7,3B,3B 7
Jake Fraley,TBR,95.6358,358.484,320.75,76.1245,51.9528,14.8483,0.957549,8.36584,40.7182,36.4724,32.303,1.00076,75.0937,3.47632,1.75733,0.196537,4.48429,11.0741,3.57039,0.237332,0.0901102,0.209476,0.43017,0.31233,0.367842,0.2999,0.680172,0.130509,5.0518,0.283452,-0.168871,0.180104,38.5288,-3.82884,90.7239,0.0112329,0.926021,-3.9190101642161608,-3.908695161342621,0.440448,999.0,1.45048,-0.454456,0.918627,1.45048,0.454456,3.77516,343.7,3.580208333,343.7,3.580208333,,,,,,,,,,,,,,,,,,,Jake Fraley,19260,641584,OF,Jake Fraley,-2.4985107227518295,-1.3159217531800673,0.17100927919972683,-0.11503908820458769,0.06980709262184895,0.5531487158658693,-0.1479626066426338,0.7094057720876857,4.93721430821242,-4.227808536124734,0.0,0.0,False,7,OF,OF 7
José Fermín,STL,45.4105,157.268,136.638,33.0909,23.1024,7.17546,0.147545,2.66547,17.7737,14.6786,15.5708,0.30085,21.4019,2.82419,0.879843,1.35518,2.63879,5.20549,1.66138,0.24218,0.099008,0.136086,0.727541,0.330222,0.355376,0.306096,0.685599,0.113197,4.62577,0.268183,-0.0359652,0.0887673,17.6938,-0.888626,94.9799,0.0528021,-0.317845,-0.8803084492683411,-0.1904304325580597,0.43502,999.0,1.90272,-0.221035,1.61284,1.90272,0.221035,2.84954,157.2,3.493333333,157.2,3.493333333,,,,,,,,,,,,,,,,,,,Jose Fermin,21746,665877,2B/3B/OF/DH,Jose Fermin,-0.4019328595085383,2.2365402580644664,-0.6611257702035056,-0.7500936101948555,-0.7289521898990206,-0.053005666356990236,0.2514772064864028,-1.5585838348855652,4.290443792376481,-5.849027627262046,0.0,0.0,False,7,2B,2B 7
Matt Vierling,DET,68.57,267.938,242.073,58.3451,39.5713,11.0194,1.37011,6.38428,29.9939,26.7781,20.566,0.198946,62.6398,2.79837,2.28047,0.220284,4.04718,3.6148,0.899991,0.241023,0.0767566,0.233785,0.328322,0.305207,0.376983,0.299031,0.682191,0.135961,4.63028,0.296361,0.0235454,-0.059769,28.6081,-3.05089,90.284,-0.0362236,-0.518744,-3.1044892705976963,-1.89437735080719,0.43208,999.0,1.049,1.15058,1.10396,1.049,-1.15058,3.52805,253.6,3.675362318,253.6,3.675362318,,,,,,,,,,,,,,,,,,,Matt Vierling,21558,663837,3B/OF,Matt Vierling,-0.9921577734885539,-2.892068202275627,-0.2179321189704267,-0.3357964493223809,-0.28549634746395836,-0.21730414832428413,-0.325184950216736,-1.0154801042087775,4.432236963281538,-5.4477170674903155,0.0,0.0,False,7,3B,3B 7
Tyler Freeman,COL,76.7417,311.326,274.158,75.1506,54.6864,14.5272,1.29351,4.64351,39.1446,28.6014,23.7403,0.213652,41.5929,9.48037,2.17624,1.77118,6.77354,11.9328,3.91072,0.274115,0.0762554,0.133599,0.570776,0.350088,0.387352,0.326723,0.737439,0.113237,5.48131,0.306423,0.156516,0.206128,40.2402,3.45468,95.7477,0.362644,-0.868633,-1.2064014971256256,-4.947841286659241,0.430085,747.0499877929688,3.37107,-0.662705,1.48358,3.37107,0.662705,3.02189,352.8,4.581818181,352.8,4.581818181,,,,,,,,,,,,,,,,,,,Tyler Freeman,22532,671289,OF,Tyler Freeman,7.948775529344676,10.612232768362706,0.11393905697911048,-0.529728397642402,-0.21867102100320784,0.6418417399405258,1.193242393714328,1.1099879438187121,4.93721430821242,-3.8272263643937077,0.0,0.0,False,7,OF,OF 7
Andy Ibáñez,ATH,53.653,185.259,169.159,40.7264,27.1887,8.79174,0.565854,4.18013,20.0248,19.251,12.6618,0.0248176,36.1379,2.24125,1.02193,0.175171,2.99759,2.77604,0.844329,0.240759,0.0683463,0.195067,0.350373,0.300564,0.373556,0.295951,0.67412,0.132797,4.41568,0.281423,-0.290429,-0.0682704,19.317,-2.57273,88.0109,-0.358699,0.695631,-2.9838279485702515,0.7473798170685768,0.412679,999.0,0.840967,-0.817301,1.42158,0.840967,0.817301,3.10456,177.9,3.294444444,177.9,3.294444444,,,,,,,,,,,,,,,,,,,Andy Ibanez,18819,628451,2B,Andy Ibanez,-0.7379712195486391,-2.859805452134773,-0.5794844526889982,-0.581351636905792,-0.561370265526106,-0.3039376185383971,-0.32155731764909684,-2.3067698268687993,4.290443792376481,-6.59721361924528,0.0,0.0,False,7,2B,2B 7
Blake Perkins,MIL,54.0961,207.927,184.02,40.0028,27.5835,7.54802,1.10443,3.76687,23.5389,19.295,20.3063,0.218226,55.9907,1.17767,1.70784,0.714387,2.78743,7.17166,1.87557,0.217383,0.0976609,0.269281,0.362673,0.296733,0.331813,0.279985,0.628546,0.11443,5.94136,0.287654,-0.0362409,0.343766,18.9854,-5.58275,78.1386,0.307525,1.33201,-5.079906314611435,2.1668225526809692,0.409729,999.0,1.29649,-0.172247,1.32923,1.29649,0.172247,3.2277,177.2,3.281481481,177.2,3.281481481,,,,,,,,,,,,,,,,,,,Blake Perkins,19921,663368,OF,Blake Perkins,-5.104455177040659,-4.006295088445414,-0.45203753612477143,-0.6273912153467875,-0.559757632188601,0.15007522702238238,-0.45046893011187583,-1.9277530038680062,4.93721430821242,-6.864967312080426,0.0,0.0,False,7,OF,OF 7
Graham Pauley,MIA,81.6121,306.738,274.962,61.0457,38.8141,13.4202,0.921315,7.89009,32.311,31.5734,26.0246,0.49119,65.5293,2.88728,1.81866,1.04564,4.03412,4.30939,1.06927,0.222015,0.0848429,0.213633,0.397144,0.294275,0.36361,0.289407,0.657884,0.141595,4.34291,0.261385,-0.216842,-0.0198693,30.3541,-5.88941,82.4971,-0.236712,1.60171,-6.5998556315898895,0.3422678709030151,0.403896,999.0,2.76206,-0.547178,0.831505,2.76206,0.547178,3.89133,277.0,3.37804878,277.0,3.37804878,,,,,,,,,,,,,,,,,,,Graham Pauley,31363,688363,1B/3B/DH,Graham Pauley,-6.353433968339169,-6.664127316054569,-0.13389715970035196,-0.16804041773878814,-0.10974496920627375,-0.14556164501461183,-0.7493163224173057,-1.0805894298253567,4.432236963281538,-5.512826393106894,0.0,0.0,False,7,1B,1B 7
Thomas Saggese,STL,60.3466,235.867,217.47,52.4325,35.7932,11.0451,1.06227,4.53195,25.4095,23.4113,14.0114,0.183697,60.625,2.56046,1.42934,0.39519,2.92525,2.86777,0.999141,0.241102,0.0594041,0.257031,0.231117,0.293048,0.364179,0.2879,0.657227,0.123077,4.53507,0.311563,0.00580589,-0.180095,23.0522,-4.81728,82.4804,-0.174289,0.468021,-5.058284476399422,1.011264830827713,0.402674,999.0,3.64618,-0.223191,1.2396,3.64618,0.223191,3.3472,212.7,3.545,212.7,3.545,,,,,,,,,,,,,,,,,,,Thomas Saggese,27883,695336,2B/3B/SS,Thomas Saggese,-0.8741400544094738,-5.4138072130316015,-0.38419592600410263,-0.5421568334234538,-0.4088921183892335,-0.29446305105456316,-0.6087299835001987,-1.9346237266922173,4.290443792376481,-6.225067519068698,0.0,0.0,False,7,2B,2B 7
Alan Roden,MIN,52.1803,192.584,171.212,42.2091,29.2495,8.68563,0.866384,3.40757,22.3509,18.2808,15.3898,0.351834,36.2911,4.18485,1.66513,0.131863,3.2137,2.79984,0.818777,0.246531,0.0799123,0.188443,0.424066,0.321035,0.36709,0.304114,0.688125,0.120559,4.78419,0.29135,0.00249705,-0.0953344,21.3572,-1.39808,93.2784,-0.0928374,1.4978,-1.6185227036476135,-1.1257625818252563,0.397396,999.0,1.81514,0.78412,1.43113,1.81514,-0.78412,3.09183,184.1,3.540384615,184.1,3.540384615,,,,,,,,,,,,,,,,,,,Alan Roden,31564,702176,OF,Alan Roden,0.2413080489079172,0.9695070787149529,-0.4951230877249825,-0.6674193345304728,-0.5969288306180932,-0.30147937471287384,0.10901164463501638,-2.013078453914486,4.93721430821242,-6.950292762126907,0.0,0.0,False,7,OF,OF 7
Javier Báez,DET,94.7628,363.6,342.332,79.2256,54.3574,14.7216,1.21733,8.9293,38.888,41.3415,13.5546,0.164495,88.0823,4.55038,2.67658,0.486912,6.95038,5.27144,1.29372,0.231429,0.037279,0.24225,0.153886,0.268045,0.359797,0.272938,0.627841,0.128367,4.74844,0.283457,0.2375,0.0471996,31.1193,-11.8429,72.31,0.284699,0.500855,-11.58173370361328,2.938171088695526,0.396048,743.3300170898438,1.98765,-0.219156,0.623835,1.98765,0.219156,4.16822,297.9,3.135789473,297.9,3.135789473,,,,,,,,,,,,,,,,,,,Javier Baez,12979,595879,SS,Javier Baez,-4.6874114319815385,-17.436727547227424,0.10463286797185958,-0.05226635223119724,0.24826329679562167,-0.04619385205895414,-1.960590478096744,-1.5565972810096835,6.2323935944793165,-7.7889908754890005,0.0,0.0,False,7,SS,SS 7
Kevin Alcántara,CHC,17.611,51.3506,47.1706,10.8224,7.2314,2.50166,0.0699861,1.01938,5.99504,5.84261,3.87468,0.057548,15.075,0.151518,0.118375,0.0355046,0.653752,0.899443,0.159362,0.229432,0.0754553,0.293571,0.257026,0.289361,0.350265,0.281902,0.639626,0.120833,4.48828,0.314255,-0.0454624,0.0406879,4.76865,-1.29883,78.3603,-0.0047745,3.71333,-1.3181276782415807,3.4415593445301056,0.395065,999.0,3.37699,1.40469,1.88903,3.37699,-1.40469,2.4813,46.6,2.588888888,46.6,2.588888888,,,,,,,,,,,,,,,,,,,Kevin Alcantara,25971,682634,OF,Kevin Alcantara,-0.7400873343839043,-1.3679695256548305,-1.0883059580918395,-0.9334776533539767,-1.0527979181686007,-0.49776673569156826,-0.15381487260502721,-4.121543445508109,4.93721430821242,-9.058757753720528,0.0,0.0,False,7,OF,OF 7
Zach Cole,HOU,85.0897,335.492,301.003,63.363,36.8006,12.9292,2.4403,11.1929,39.407,37.7269,28.3652,1.28069,126.397,4.07995,1.57751,0.466933,2.9052,9.53413,2.46462,0.210506,0.0845479,0.376752,0.224413,0.285973,0.381231,0.290659,0.667203,0.170724,6.36989,0.316202,-0.297777,0.448841,33.5405,-6.10045,85.3432,0.151064,-0.219184,-5.6444956213235855,-2.057540863752365,0.393398,740.0999755859375,3.40631,1.69355,0.796314,3.40631,-1.69355,3.93825,313.7,3.690588235,313.7,3.690588235,,,,,,,,,,,,,,,,,,,Zach Cole,31583,805904,OF,Zach Cole,-10.419396183628894,-10.074085447857048,0.12345559632245673,0.19991191268444336,0.11578546811957909,0.394088978723388,-1.132732959846131,-0.3579529512997425,4.93721430821242,-5.295167259512162,0.0,0.0,False,7,OF,OF 7
Drew Millas,WSN,35.7789,126.599,114.86,27.6437,19.8259,5.33849,0.754894,1.72448,12.6671,11.712,9.42671,0.583554,21.1915,0.514667,0.756811,1.04039,2.14814,2.96447,0.677965,0.240673,0.0744612,0.167391,0.444835,0.299343,0.345336,0.283049,0.64468,0.104664,5.3337,0.2796,-0.0405442,0.122595,11.8744,-3.0842,79.503,0.0820506,-0.138435,-2.9934379905462265,2.622285336256027,0.392964,999.0,1.58687,-0.0308654,1.70544,1.58687,0.0308654,2.72607,113.7,3.158333333,113.7,3.158333333,,,,,,,,,,,,,,,,,,,Drew Millas,25643,686452,C/DH,Drew Millas,-0.5109649508036626,-2.108860358152481,-0.8463283609456246,-0.8549253938593584,-0.8376803276045337,-0.28447514441892874,-0.23712084315309812,-3.17260545540633,3.475655594645327,-6.648261050051657,0.0,0.0,False,7,C,C 7
Liam Hicks,MIA,80.7765,309.66,266.618,63.9512,47.0307,11.6645,0.941488,4.31457,30.3374,29.2887,32.1992,0.220538,48.8255,6.644,2.82117,1.37765,5.56118,1.70234,0.360302,0.23986,0.103982,0.157674,0.659474,0.333442,0.33922,0.302852,0.672662,0.0993599,3.33609,0.275713,-0.167885,-0.372537,34.0235,-2.56524,91.7074,-0.540422,-1.69951,-3.583905279636383,-2.889396071434021,0.391773,747.3699951171875,2.03532,1.16152,1.00745,2.03532,-1.16152,3.65674,290.3,3.583950617,290.3,3.583950617,,,,,,,,,,,,,,,,,,,Liam Hicks,29844,689414,C,Liam Hicks,-1.4028343783964055,5.400843127055999,-0.20547430165167888,-0.5663742354500318,-0.19348095525622516,-0.4148374670873184,0.6072722980800362,-0.7299049417875655,3.475655594645327,-4.205560536432892,0.0,0.0,False,7,C,C 7
Triston Casas,BOS,45.0096,183.569,159.55,37.6429,22.7055,7.66704,0.129053,7.14128,20.4612,23.233,21.5961,1.7219,46.3135,1.41335,0.930709,0.0789133,3.26801,0.317356,0.157697,0.235932,0.117646,0.252295,0.466303,0.330549,0.419881,0.325425,0.75043,0.183949,1.95302,0.284993,-0.158216,-0.291536,23.5336,1.84357,104.521,-0.449752,0.867705,0.5283183753490448,-3.04395067691803,0.389044,743.719970703125,2.87929,-0.217295,1.29714,2.87929,0.217295,3.27047,210.8,4.684444444,210.8,4.684444444,,,,,,,,,,,,,,,,,,,Triston Casas,22514,671213,1B,Triston Casas,-1.4661989503197308,2.6705991986705437,-0.5636574032627927,-0.2514622266058498,-0.41542694848189615,-0.5578890791229698,0.3002829140700115,-1.6568144540303287,5.94346703347981,-7.600281487510139,0.0,0.0,False,7,1B,1B 7
Walker Jenkins,MIN,19.456,79.1287,70.7291,17.2148,11.3349,3.91483,0.156042,1.80901,9.44788,7.78498,7.27766,0.0871057,17.736,0.814314,0.229674,0.0778981,1.17483,2.07235,0.355997,0.24339,0.0919725,0.224141,0.410334,0.320133,0.379882,0.308956,0.700015,0.136492,4.95167,0.299642,-0.129331,0.141008,9.08632,-0.263347,96.6141,0.0116767,1.46955,-0.3041018480435014,1.289403185248375,0.379455,999.0,2.89487,-0.140955,1.83335,2.89487,0.140955,2.55554,82.4,4.336842105,82.4,4.336842105,,,,,,,,,,,,,,,,,,,Walker Jenkins,sa3022894,805805,OF,Walker Jenkins,-0.12247374278639518,0.32697590418555056,-0.9630807762843713,-0.8455082579990831,-0.9816085859920156,-0.37662003860488713,0.036765261289824235,-3.4419937605337703,4.93721430821242,-8.379208068746191,0.0,0.0,False,7,OF,OF 7
Emmanuel Rodriguez,MIN,17.7583,71.1659,59.9603,12.8771,8.38598,2.58413,0.307102,1.59986,8.96953,6.92659,10.2045,0.101427,24.3419,0.754796,0.181792,0.0645055,0.7964,1.67324,0.332162,0.21476,0.14339,0.342045,0.419213,0.335244,0.348147,0.308626,0.683391,0.133387,5.51993,0.32974,-0.0703715,0.0715806,8.15291,-0.255888,96.3871,0.00120914,1.83291,-0.3018347871256992,1.5588578581809998,0.379215,999.0,2.66881,1.15937,1.78751,2.66881,-1.15937,2.61666,77.1,4.283333333,77.1,4.283333333,,,,,,,,,,,,,,,,,,,Emmanuel Rodriguez,sa3014693,691181,OF,Emmanuel Rodriguez,-1.8204899944508688,1.3694599077379763,-0.980429238917335,-0.8688087899424946,-1.0130692298688562,-0.41784313495802117,0.15398245157952703,-3.4282127002678804,4.93721430821242,-8.3654270084803,0.0,0.0,False,7,OF,OF 7
Rob Refsnyder,SEA,62.228,233.314,204.973,48.8507,31.7006,9.59397,0.36888,7.18724,27.3427,26.915,23.3154,0.822491,61.6075,3.10891,1.68047,0.236627,4.45947,2.68709,0.819796,0.238328,0.0999313,0.264054,0.37845,0.322961,0.393927,0.314355,0.716888,0.155599,3.80873,0.30222,-0.17037,-0.176594,27.8142,0.24632,107.623,-0.346965,-0.675791,1.7492521107196808,-6.134390294551849,0.372944,999.0,1.73451,-0.613812,1.13112,1.73451,0.613812,3.49185,245.1,3.953225806,245.1,3.953225806,,,,,,,,,,,,,,,,,,,Rob Refsnyder,13770,608701,OF,Rob Refsnyder,-1.3925023506893506,1.6239129580104046,-0.31408398294557754,-0.24634201408794784,-0.28047885873885725,-0.3131250466174011,0.1825932230752439,-0.9405538603897451,4.93721430821242,-5.877768168602165,0.0,0.0,False,7,OF,OF 7
Mickey Moniak,COL,117.522,471.411,440.22,112.616,65.7565,21.8553,5.04185,19.9619,60.0238,64.7177,24.4402,0.835701,118.56,3.85679,2.70265,0.191973,4.51079,9.09948,3.10485,0.255817,0.0518448,0.2515,0.206142,0.299038,0.464405,0.325589,0.763443,0.208588,6.06262,0.304381,-0.32111,-0.0669862,60.4982,4.79728,94.9712,-0.388096,-0.251899,-3.197764903306961,-8.846835970878601,0.372353,245.8500061035156,2.6096,-0.305,0.318967,2.6096,0.305,4.57471,565.8,4.794915254,565.8,4.794915254,,,,,,,,,,,,,,,,,,,Mickey Moniak,19956,666160,OF,Mickey Moniak,4.7083337604214925,-7.996448782847134,0.8711712530827507,1.1768297449186067,1.1050187382544008,0.34919504264088025,-0.8991229174038027,2.8168729279311413,4.93721430821242,-2.1203413802812787,0.0,0.0,False,7,OF,OF 7
Endy Rodríguez,PIT,26.3808,97.8741,88.6829,20.5621,13.335,4.84301,0.560294,1.82383,10.5792,9.34809,7.67638,0.0916653,21.3742,0.684157,0.770934,0.0597159,1.13725,0.570987,0.313829,0.231861,0.0784312,0.218384,0.359143,0.295689,0.360805,0.28829,0.656494,0.128944,4.0455,0.282817,0.011106,-0.156943,9.59662,-1.96796,81.1894,-0.145837,1.76003,-2.327885404229164,2.6760334968566895,0.36878,999.0,2.12971,-0.458516,1.71291,2.12971,0.458516,2.71612,96.5,3.711538461,96.5,3.711538461,,,,,,,,,,,,,,,,,,,Endy Rodriguez,25332,682848,C,Endy Rodriguez,-1.1759875023293922,-1.9879987856233534,-0.922050855210002,-0.8438572234143288,-0.9243194201695709,-0.5316921530846803,-0.2235311344404627,-3.6510068978835615,3.475655594645327,-7.126662492528888,0.0,0.0,False,7,C,C 7
