Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,K,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,Pos,norm_name,Impact_AVG,Impact_OBP,R_Z,HR_Z,RBI_Z,SB_Z,Impact_OBP_Z,Total_Z,Rep_Level,Z_Above_Rep,Base_Value,Value,Target,Tier,Primary_Pos,Pos_Tier
Christian Moore,LAA,92.1795,359.335,322.278,71.1254,46.6611,12.3877,2.34944,9.72713,38.61,35.5581,31.1428,0.742711,111.516,2.38689,2.22857,1.29874,4.69539,6.29389,1.66582,0.220696,0.086668,0.31034,0.279268,0.292303,0.364261,0.28819,0.656564,0.143566,5.29692,0.302063,-0.188538,0.0521034,35.204,-7.25423,81.8891,-0.136435,-0.39446,-7.806728050112724,1.0280630886554718,0.571831,747.0900268554688,5.20069,-0.618342,0.693915,5.20069,0.618342,4.07478,320.6,3.484782608,320.6,3.484782608,,,,,,,,,,,,,,,,,,,Christian Moore,34979,695681,2B,Christian Moore,-7.8718300229867895,-8.51544764586074,0.09455055875901565,0.03661657103159027,0.03629730488364685,0.0594125092606365,-0.9574792934044882,-0.9536371047076551,4.290443792376481,-5.244080897084135,0.0,0.0,False,7,2B,2B 7
Austin Hays,CHW,111.048,448.836,409.958,100.484,64.118,20.8152,2.04279,13.5078,52.7988,52.5117,29.3589,1.07666,109.457,4.8101,4.31763,0.391419,7.05074,5.55831,1.18037,0.245108,0.0654112,0.243868,0.268224,0.300266,0.404695,0.304952,0.704962,0.159587,4.70258,0.298567,-0.292818,-0.0134723,50.0804,-2.95295,94.1942,-0.30629,-0.384785,-3.386199474334717,-6.221315950155258,0.571213,629.7999877929688,2.49487,0.612991,0.31292,2.49487,-0.612991,4.58277,464.5,4.184684684,464.5,4.184684684,,,,,,,,,,,,,,,,,,,Austin Hays,19363,669720,OF,Austin Hays,-0.005570984448616937,-7.062343047595619,0.6091400154467876,0.45780529731654107,0.657659590127423,-0.01656375095694337,-0.7940918096394971,1.099531745016473,4.93721430821242,-3.837682563195947,0.0,0.0,False,7,OF,OF 7
Leo Rivas,SEA,47.1812,158.336,133.888,28.9308,21.6239,4.75311,0.222575,2.33128,18.4084,12.7462,20.2303,0.211,38.7209,1.54485,1.05266,1.61962,2.04177,6.39699,1.55073,0.216082,0.127768,0.244549,0.522464,0.323553,0.307144,0.288125,0.630696,0.0910618,5.24656,0.283309,-0.0734046,0.359234,15.5037,-3.2049,89.5535,0.285829,0.70299,-1.663663685321808,1.7805858254432678,0.569531,999.0,2.44282,0.497381,1.55161,2.44282,-0.497381,2.93119,133.5,2.840425531,133.5,2.840425531,,,,,,,,,,,,,,,,,,,Leo Rivas,21009,660844,SS,Leo Rivas,-3.888052513321268,1.1957857195792054,-0.6381069153208003,-0.7873243286752222,-0.7997761140216301,0.07006145625271411,0.13445447772818292,-2.1993745572969847,6.2323935944793165,-8.431768151776302,0.0,0.0,False,7,SS,SS 7
Jose Trevino,CIN,69.8103,253.188,234.108,54.6353,38.1361,10.1017,0.480394,5.91714,24.8022,25.1148,14.5364,0.0996924,39.7738,1.49262,1.98432,1.06586,6.41333,0.872472,0.20926,0.233376,0.0574137,0.157092,0.365478,0.280279,0.356456,0.278451,0.636735,0.12308,2.90222,0.25587,-0.196556,-0.268124,22.8026,-7.11344,71.4527,-0.464679,0.784877,-9.031151324510574,6.1714717745780945,0.56926,999.0,1.59802,-0.225551,1.11155,1.59802,0.225551,3.51793,209.3,2.99,209.3,2.99,,,,,,,,,,,,,,,,,,,Jose Trevino,16725,624431,C,Jose Trevino,-2.7497363868370517,-9.044330170341624,-0.4062210568852543,-0.38783857455329296,-0.34645755269741746,-0.500552504356198,-1.0169469910398663,-2.6115287158722684,3.475655594645327,-6.087184310517595,0.0,0.0,False,7,C,C 7
Wenceel Pérez,DET,101.277,413.495,373.416,88.1606,55.7004,17.3162,3.94967,11.1944,49.8031,43.1556,32.8789,0.3286,89.9624,2.93681,3.34399,0.919015,4.6304,9.32964,2.99867,0.236092,0.0795148,0.217566,0.365474,0.300494,0.393554,0.302061,0.694048,0.157462,5.97645,0.279265,0.414753,0.0359306,45.1667,-3.69086,92.3717,0.450684,-1.08226,-3.2669975757598877,-5.417139530181885,0.567596,747.3699951171875,3.09094,-0.494966,0.563388,3.09094,0.494966,4.24882,412.0,4.07920792,412.0,4.07920792,,,,,,,,,,,,,,,,,,,Wenceel Perez,22857,672761,OF,Wenceel Perez,-3.371793065400144,-6.411982750337739,0.5004940668535621,0.20007902144808248,0.31475143628580265,0.37296770645946986,-0.7209651175648297,0.7398147924447122,4.93721430821242,-4.1973995157677075,0.0,0.0,False,7,OF,OF 7
Travis d'Arnaud,LAA,60.2872,220.999,202.501,44.0257,26.8721,9.42111,0.546731,7.18586,21.8621,24.6077,14.0054,0.00514667,63.3978,3.14499,1.22278,0.125085,3.85539,0.263422,0.177119,0.21741,0.0633733,0.286869,0.220914,0.276973,0.375791,0.285083,0.652764,0.15838,2.56623,0.276701,-0.249501,-0.310437,21.0936,-5.0191,79.7484,-0.559938,-0.74111,-5.834932625293732,3.600558042526245,0.549628,999.0,1.83974,0.0206514,1.09155,1.83974,-0.0206514,3.54459,192.0,3.2,192.0,3.2,,,,,,,,,,,,,,,,,,,Travis d'Arnaud,7739,518595,C,Travis d'Arnaud,-5.611624516288287,-8.625103962130114,-0.512850543635911,-0.24649575415049585,-0.36504315191216347,-0.5634597901517837,-0.9698090799976774,-2.679525170325368,3.475655594645327,-6.155180764970694,0.0,0.0,False,7,C,C 7
Nick Fortes,TBR,89.6284,307.7,279.747,62.2192,43.849,11.1106,0.476208,6.78331,29.0829,29.203,17.2374,0.140001,55.5922,5.52431,2.1285,3.0622,6.22437,2.06701,0.808594,0.222412,0.0560202,0.18067,0.310068,0.278957,0.338277,0.272547,0.617235,0.115865,3.10597,0.252555,0.173558,-0.356549,26.2372,-10.1199,71.9339,-0.182991,-1.58033,-10.389884755015371,5.335437178611755,0.548337,999.0,1.59791,-0.00342735,0.862623,1.59791,0.00342735,3.84984,234.9,2.61,234.9,2.61,,,,,,,,,,,,,,,,,,,Nick Fortes,21538,663743,C,Nick Fortes,-6.35293943846502,-11.398376132128366,-0.25097162865712047,-0.2913421760191083,-0.19662192518859298,-0.3771715941522945,-1.2816365714201627,-2.290099021167252,3.475655594645327,-5.765754615812579,0.0,0.0,False,7,C,C 7
Josh Lowe,LAA,113.91,467.209,424.605,100.737,63.4512,22.1006,2.03475,13.1505,55.9828,49.105,36.5348,1.94225,126.004,2.28471,2.94643,0.838552,4.7989,20.6217,3.99672,0.237249,0.078198,0.269695,0.28995,0.29924,0.391797,0.299821,0.691037,0.154548,6.12142,0.303702,-0.355981,1.82528,50.1842,-5.02016,89.901,1.4693,-1.46132,-4.0918344259262085,-6.635874152183533,0.547666,305.4100036621094,2.31898,-1.08664,0.93536,2.31898,1.08664,3.75285,483.7,4.242982456,483.7,4.242982456,,,,,,,,,,,,,,,,,,,Josh Lowe,19953,666139,OF,Josh Lowe,-3.34274071986061,-7.830794894649537,0.7246150965032452,0.41799998981770803,0.532801453971092,1.5392969826123346,-0.8804967483029639,2.5583484105437395,4.93721430821242,-2.3788658976686805,0.0,0.0,False,7,OF,OF 7
Alek Thomas,ARI,106.225,407.256,374.597,89.4338,59.3358,18.2397,2.72213,9.13617,46.1855,41.7403,22.7226,0.463744,94.0297,3.57032,2.82052,3.54574,8.07578,7.48167,2.43086,0.238747,0.0557944,0.230886,0.241653,0.286658,0.37514,0.28789,0.661798,0.136393,5.35936,0.292788,1.01082,-0.0613752,39.7994,-8.32107,81.8145,0.949441,1.45563,-7.82838648557663,-0.409744381904602,0.54342,999.0,1.79423,-0.510894,0.602427,1.79423,0.510894,4.19676,366.0,3.452830188,366.0,3.452830188,,,,,,,,,,,,,,,,,,,Alek Thomas,23792,677950,OF,Alek Thomas,-2.3879019751969355,-11.950029864006721,0.3692934848090139,-0.029219825608517148,0.2628796189546448,0.18209540216315825,-1.34366466992648,-0.34501948181599906,4.93721430821242,-5.282233790028419,0.0,0.0,False,7,OF,OF 7
Alex Call,LAD,46.0033,173.38,148.69,35.1178,23.7485,7.17291,0.336265,3.86017,21.0536,17.5792,19.1963,0.0911193,32.6748,2.57206,1.27994,1.64161,2.73669,2.52966,1.01756,0.236182,0.110718,0.188458,0.587496,0.331238,0.366829,0.311115,0.698067,0.130647,4.08026,0.275556,-0.0442586,-0.210663,20.2131,-0.273053,98.4282,-0.254922,0.836436,-0.5770167708396912,-0.0154768824577331,0.539742,999.0,2.53747,2.4906,1.40567,2.53747,-2.4906,3.12578,173.8,3.778260869,173.8,3.778260869,,,,,,,,,,,,,,,,,,,Alex Call,19296,669743,OF,Alex Call,-1.3292275120529036,2.641826371522854,-0.5421726551416102,-0.6169970502484357,-0.6226430021997651,-0.3293856065103476,0.29704768941097537,-1.9831870882008096,4.93721430821242,-6.920401396413229,0.0,0.0,False,7,OF,OF 7
Ben Williamson,TBR,62.8245,243.383,223.062,55.4813,40.8156,11.355,0.915175,2.39555,26.0639,22.0623,15.95,0.279286,51.8927,2.32712,1.08541,0.95817,4.70367,4.6539,1.33012,0.248725,0.0655347,0.213214,0.307366,0.304253,0.340054,0.285279,0.644307,0.0913287,4.75414,0.312527,-0.065846,-0.00219183,23.269,-5.48859,80.6804,-0.0680378,1.01715,-5.625472374260426,2.6155413389205933,0.534808,999.0,1.69112,0.251968,1.36467,1.69112,-0.251968,3.18045,202.1,3.207936507,202.1,3.207936507,,,,,,,,,,,,,,,,,,,Ben Williamson,33197,810938,DH,Ben Williamson,0.8037840290133512,-2.8592139152817655,-0.36046260532465985,-0.780164275182499,-0.4583339904868325,-0.10997804920238413,-0.321490805081397,-3.008758296213591,0.0,-3.008758296213591,0.0,0.0,False,7,DH,DH 7
Luisangel Acuña,CHW,98.365,350.128,323.704,79.3565,59.013,14.4101,1.49692,4.43655,40.599,28.0255,20.5,0.162971,65.4896,1.72985,2.16382,2.02964,6.56812,18.5448,4.31577,0.245151,0.05855,0.187045,0.313026,0.291833,0.340033,0.278318,0.631865,0.0948816,6.42466,0.292722,-0.107063,1.40632,31.4957,-9.87461,75.8986,1.29926,0.277466,-8.674391031265259,2.0048209726810455,0.530005,422.3200073242187,3.48963,1.15028,1.45734,3.48963,-1.15028,3.05688,293.2,2.991836734,293.2,2.991836734,,,,,,,,,,,,,,,,,,,Luisangel Acuna,26548,682668,2B/SS/DH,Luisangel Acuna,0.009520406872467245,-8.461822195008907,0.16668621711997478,-0.5527849507909004,-0.23977819234568917,1.324779058190937,-0.9514496328481146,-0.03956094106828845,4.290443792376481,-4.330004733444769,0.0,0.0,False,7,2B,2B 7
Austin Wynns,ATH,43.1977,152.564,139.703,31.6526,21.1516,6.02255,0.0764917,4.40197,15.4008,17.5886,9.51703,0.0682302,42.13,1.27677,0.941314,1.12607,2.59934,0.696207,0.205874,0.226572,0.0623807,0.276146,0.225897,0.28029,0.365305,0.28242,0.645595,0.138734,2.57721,0.289556,-0.0891432,-0.15551,14.2319,-3.79471,78.716,-0.244654,0.750802,-4.082516610622406,4.083958864212036,0.52843,999.0,1.81348,1.17949,1.43837,1.81348,-1.17949,3.08217,129.1,3.002325581,129.1,3.002325581,,,,,,,,,,,,,,,,,,,Austin Wynns,15271,642851,C,Austin Wynns,-2.5914332542808993,-5.4481819319780085,-0.7471844447760145,-0.5566373648219937,-0.6222984850776617,-0.5187584853606457,-0.6125950864256782,-3.16064905829308,3.475655594645327,-6.636304652938406,0.0,0.0,False,7,C,C 7
Giancarlo Stanton,NYY,95.9764,392.001,350.273,78.6444,42.9953,12.2775,0.148726,23.2229,46.7785,63.3638,37.3263,2.0592,122.531,1.82886,2.41443,0.158987,6.83148,0.428638,0.115238,0.224523,0.0952199,0.312577,0.304629,0.30063,0.459322,0.324713,0.759952,0.234799,1.59015,0.267823,-0.75937,-0.4902,50.0282,3.71024,107.769,-1.24957,-0.296532,2.3497931957244873,-10.56393364071846,0.516972,256.7799987792969,3.75471,1.5213,0.856856,3.75471,-1.5213,3.85753,460.4,4.795833333,460.4,4.795833333,,,,,,,,,,,,,,,,,,,Giancarlo Stanton,4949,519317,OF,Giancarlo Stanton,-7.21512962049322,-6.025367533923795,0.39079999330979276,1.5401241970700044,1.0553972774442162,-0.5463950333502018,-0.677493995478678,1.7713372199028647,4.93721430821242,-3.1658770883095553,0.0,0.0,False,7,OF,OF 7
Darell Hernaiz,ATH,47.802,185.224,167.525,42.2759,30.3363,8.66697,0.867873,2.40473,20.0978,16.7708,13.3781,0.123938,28.5575,1.11993,1.68482,1.51609,3.3778,3.33184,1.13206,0.252355,0.0722267,0.154178,0.468463,0.309044,0.357515,0.293423,0.666559,0.10516,4.80658,0.288403,-0.037902,-0.0923947,18.9333,-2.95238,86.2745,-0.130297,0.788074,-3.1350648999214172,1.910639464855194,0.516102,999.0,2.00434,1.63242,1.54848,2.00434,-1.63242,2.93536,162.7,3.389583333,162.7,3.389583333,,,,,,,,,,,,,,,,,,,Darell Hernaiz,26224,687231,3B,Darell Hernaiz,1.211777151137179,-1.2885656442630675,-0.5768369398381435,-0.7791415695490277,-0.6522714747006538,-0.24653039508353036,-0.14488667817410786,-2.4861042096381882,4.432236963281538,-6.918341172919726,0.0,0.0,False,7,3B,3B 7
Connor Wong,BOS,60.5184,221.227,201.348,46.8934,31.6213,9.82581,0.819906,4.62634,23.459,20.5519,14.7879,0.129843,54.0169,2.67257,1.30737,1.11034,3.91401,3.06769,1.36991,0.232897,0.066845,0.24417,0.273764,0.292363,0.358771,0.286359,0.651134,0.125875,4.26577,0.293496,-0.0263385,-0.270628,21.3445,-4.79508,77.6095,-0.296966,-1.10818,-6.135103166103363,3.5614447593688965,0.515717,999.0,1.77436,0.711187,1.27045,1.77436,-0.711187,3.30607,200.8,3.291803278,200.8,3.291803278,,,,,,,,,,,,,,,,,,,Connor Wong,19896,657136,C,Connor Wong,-2.4613965779879505,-5.22931876969439,-0.454935293340981,-0.5316412359568575,-0.5136912948724615,-0.27381380292016777,-0.5879860517993595,-2.3784443494257816,3.475655594645327,-5.854099944071109,0.0,0.0,False,7,C,C 7
David Hamilton,MIL,53.5627,187.163,169.243,35.6754,22.9669,6.83206,1.08838,4.78808,23.4698,17.0045,14.8925,0.138737,47.0267,0.861478,0.913842,1.25224,1.39143,15.91,3.4274,0.210794,0.0795698,0.25126,0.316683,0.276635,0.348897,0.275194,0.625532,0.138104,7.5893,0.261,0.00473801,1.52371,16.3614,-5.75337,74.8563,1.52845,1.93963,-4.049109697341919,2.8274479508399963,0.512105,739.6900024414062,2.3973,1.02221,1.67364,2.3973,-1.02221,2.76848,175.6,3.251851851,175.6,3.251851851,,,,,,,,,,,,,,,,,,,David Hamilton,27531,666152,2B/SS,David Hamilton,-5.8097041720379945,-7.367820539355674,-0.4545436065082518,-0.5136224550028659,-0.6437061926330417,1.052637006447715,-0.8284397834777918,-1.2640931569780538,4.290443792376481,-5.554536949354534,0.0,0.0,False,7,2B,2B 7
Tyler Heineman,TOR,42.0449,145.364,127.327,27.69,19.7139,4.74198,0.706048,2.52804,15.2659,12.5872,11.3284,0.11167,30.8891,3.25341,0.974698,2.48034,1.83973,1.75119,0.590795,0.217471,0.0779311,0.212495,0.366744,0.295847,0.325368,0.27812,0.621215,0.107897,4.60612,0.265184,-0.126961,-0.117374,13.0527,-4.12315,76.7337,-0.244335,0.9579,-4.230523660778999,4.202104926109314,0.508982,999.0,1.46089,0.66339,1.50214,1.46089,-0.66339,2.99715,121.2,2.885714285,121.2,2.885714285,,,,,,,,,,,,,,,,,,,Tyler Heineman,13897,623168,C/DH,Tyler Heineman,-3.5206665658490155,-2.929636450369539,-0.7520769034551966,-0.7654041151194696,-0.8056035844912508,-0.40979186999165396,-0.3294091344446654,-3.144102763832933,3.475655594645327,-6.6197583584782596,0.0,0.0,False,7,C,C 7
Michael Massey,KCR,70.3049,278.851,258.815,62.2278,40.8831,12.8667,0.955651,7.5224,28.3217,30.4127,13.4283,0.317625,50.9955,2.85723,2.67566,1.07558,3.68872,2.16524,0.7268,0.240434,0.0481557,0.182877,0.263323,0.28265,0.384727,0.288884,0.667377,0.144293,3.7532,0.269521,-0.0377839,-0.239901,27.4762,-5.47228,83.1568,-0.277685,0.761751,-5.828835368156433,1.3645023107528689,0.508821,999.0,2.71993,0.329142,1.04526,2.71993,-0.329142,3.60631,255.8,3.654285714,255.8,3.654285714,,,,,,,,,,,,,,,,,,,Michael Massey,27684,686681,2B,Michael Massey,-1.213218388188661,-9.29990290867412,-0.278578296904663,-0.2090032319404279,-0.15228550363450435,-0.3670256575564479,-1.045683660571385,-2.0937050820481873,4.290443792376481,-6.3841488744246675,0.0,0.0,False,7,2B,2B 7
Will Benson,CIN,62.2379,229.675,203.177,44.8918,25.3101,9.35458,1.68178,8.54528,28.3938,27.4234,22.0978,0.569188,70.081,1.68942,2.13823,0.572507,2.47573,5.69911,1.74732,0.220949,0.0962131,0.305131,0.315318,0.299774,0.40972,0.307294,0.709493,0.188771,6.04418,0.286895,-0.260819,0.103899,26.0635,-1.07439,91.211,-0.15692,2.14644,-2.5494059920310974,-0.1346614360809326,0.507192,999.0,2.07285,2.77095,1.07215,2.07285,-2.77095,3.57046,248.9,4.014516129,248.9,4.014516129,,,,,,,,,,,,,,,,,,,Will Benson,21853,666181,OF,Will Benson,-4.911314147559773,-3.726889448128321,-0.27596342462320245,-0.09504842383965464,-0.2618456135391394,-0.0020208631151922723,-0.4190524824757871,-1.0999747244236318,4.93721430821242,-6.037189032636052,0.0,0.0,False,7,OF,OF 7
Edouard Julien,COL,76.8996,297.782,256.473,61.9335,41.4987,12.0294,1.21111,7.19431,32.9708,28.2863,36.09,0.880922,86.4091,2.78288,1.55887,0.877571,4.6476,3.19761,1.21496,0.241482,0.121196,0.290176,0.417664,0.339524,0.381982,0.319609,0.721506,0.1405,3.97155,0.332906,-0.124174,-0.382796,36.7699,1.58463,90.8749,-0.50697,-1.4568,-3.7275142073631287,-1.2277871817350388,0.50665,747.4000244140625,2.85369,-0.838188,1.01441,2.85369,0.838188,3.64746,317.4,4.122077922,317.4,4.122077922,,,,,,,,,,,,,,,,,,,Edouard Julien,27534,666397,2B,Edouard Julien,-0.9334563503782659,7.004786633917287,-0.10996799560454468,-0.2455543747819956,-0.2302196747452045,-0.2603946836843702,0.7876201505334268,-0.11717565179776275,4.290443792376481,-4.407619444174244,0.0,0.0,False,7,2B,2B 7
Luke Raley,SEA,82.9116,312.495,276.315,60.4895,37.0546,12.0282,0.810557,10.5961,36.7402,35.0047,22.8063,0.165886,93.907,9.55497,1.79805,2.02075,4.14286,5.35043,1.53926,0.218915,0.0729815,0.300507,0.242861,0.299061,0.383357,0.3003,0.682419,0.164442,4.86502,0.287388,-0.284776,-0.0174343,33.6874,-3.23626,97.9405,-0.30221,0.398491,-1.0607658326625824,-4.770691156387329,0.503798,999.0,1.74909,-0.325815,0.728354,1.74909,0.325815,4.02886,306.8,3.696385542,306.8,3.696385542,,,,,,,,,,,,,,,,,,,Luke Raley,19354,670042,1B/OF,Luke Raley,-7.241273683471304,-5.293601655552333,0.026737962477808297,0.13342490592456782,0.016014775588753263,-0.03803516803466496,-0.5952140373015876,-0.12029176182892887,4.93721430821242,-5.057506070041349,0.0,0.0,False,7,1B,1B 7
Amed Rosario,NYY,65.7993,249.243,234.905,60.8278,43.4576,11.0351,1.60307,4.73201,27.4257,26.0887,10.7559,0.0185733,45.8722,2.07952,1.35804,0.144798,5.31037,4.90507,1.37415,0.258947,0.0431544,0.184046,0.234476,0.29572,0.380005,0.294163,0.675725,0.121059,5.30991,0.302145,0.521422,0.0467718,25.6269,-3.82305,86.7828,0.568194,-0.514534,-3.325360417366028,-0.1972151100635528,0.502649,999.0,3.22674,0.519521,1.36254,3.22674,-0.519521,3.18328,242.6,3.675757575,242.6,3.675757575,,,,,,,,,,,,,,,,,,,Amed Rosario,15518,642708,2B/OF/DH,Amed Rosario,3.2476581336032146,-5.05484652080199,-0.31107379710145516,-0.5198689805876953,-0.31076337980204927,-0.08403531383865818,-0.5683683437779391,-1.6718050701418066,4.290443792376481,-5.962248862518287,0.0,0.0,False,7,2B,2B 7
Gary Sánchez,MIL,44.3951,166.37,148.131,32.1104,19.4044,5.42479,0.107692,7.17354,18.5735,23.4008,13.2932,0.045095,44.9273,3.59848,1.26186,0.0856665,2.81991,0.306843,0.0837986,0.216771,0.0799017,0.270044,0.295884,0.294689,0.400128,0.303539,0.694817,0.183357,2.32092,0.256311,-0.168379,-0.212266,18.3725,-1.28541,94.2737,-0.380645,-1.05046,-1.5097743272781372,0.8803032636642456,0.501914,999.0,2.93665,1.36244,1.24469,2.93665,-1.36244,3.34042,162.5,3.693181818,162.5,3.693181818,,,,,,,,,,,,,,,,,,,Gary Sanchez,11442,596142,C/DH,Gary Sanchez,-4.19960112271302,-3.545643556172239,-0.6321191842019496,-0.24786827412918494,-0.4092769513447745,-0.5589749411959836,-0.39867314415093325,-2.4596498287797903,3.475655594645327,-5.935305423425117,0.0,0.0,False,7,C,C 7
Rafael Marchán,PHI,44.9567,159.582,142.378,32.1056,22.7042,6.40114,0.186961,2.8133,15.5711,15.84,12.5864,0.147898,27.3022,2.24946,1.16005,1.20802,2.59523,0.683699,0.234238,0.225495,0.0788706,0.171085,0.461002,0.296396,0.332358,0.279991,0.628754,0.106863,2.77,0.258257,-0.0729477,-0.206035,14.5719,-4.28399,75.7774,-0.278983,0.94568,-4.860400766134262,4.4145636558532715,0.497597,999.0,3.13587,2.17442,1.44679,3.13587,-2.17442,3.07095,129.7,2.882222222,129.7,2.882222222,,,,,,,,,,,,,,,,,,,Rafael Marchan,21646,665561,C,Rafael Marchan,-2.794394511281245,-3.1285726086535903,-0.7410081237006644,-0.7336244845090103,-0.6863859999404205,-0.5200504061072696,-0.35177757121839226,-3.2747276907159217,3.475655594645327,-6.750383285361249,0.0,0.0,False,7,C,C 7
Taylor Walls,TBR,83.4738,318.28,282.19,60.2086,41.1602,12.5925,1.45179,5.00416,35.7473,28.6205,30.6909,0.185293,75.4715,0.959845,2.76508,1.67361,2.8512,14.0699,3.80152,0.213362,0.0964274,0.237123,0.406655,0.290138,0.321475,0.272953,0.611613,0.108113,6.02101,0.269975,0.0337303,0.777745,27.2444,-10.3628,72.2132,0.811475,0.668338,-9.64131897687912,3.695551693439483,0.493779,999.0,4.14917,0.191455,1.18602,4.14917,-0.191455,3.41864,255.8,3.08192771,255.8,3.08192771,,,,,,,,,,,,,,,,,,,Taylor Walls,22458,670764,SS,Taylor Walls,-8.962238464780476,-8.23161081734747,-0.009271839023748434,-0.4895498805714417,-0.21797099153170002,0.8625775752147173,-0.9255646017394926,-0.9433785637431431,6.2323935944793165,-7.175772158222459,0.0,0.0,False,7,SS,SS 7
Brady House,WSN,122.575,493.679,463.133,111.383,77.327,20.7549,1.15441,12.1463,50.5385,53.0695,22.5215,0.83968,137.633,3.49824,4.0048,0.521552,9.86127,5.94418,2.24992,0.240498,0.0456198,0.27879,0.163635,0.278618,0.368976,0.280942,0.647594,0.128478,3.8833,0.312695,0.0213133,-0.409265,45.4602,-12.8717,78.0593,-0.387952,-0.298258,-13.225728273391724,1.593336433172226,0.490325,724.8699951171875,1.96116,0.374556,0.299344,1.96116,-0.374556,4.60087,421.8,3.429268292,421.8,3.429268292,,,,,,,,,,,,,,,,,,,Brady House,29993,691781,3B,Brady House,-2.1413367179788705,-18.455101511623997,0.5271650387784738,0.3061262428534537,0.678103382756067,0.02329181815879872,-2.0750967289015305,-0.22615894037575143,4.432236963281538,-4.658395903657289,0.0,0.0,False,7,3B,3B 7
Noelvi Marte,CIN,122.554,505.677,466.432,116.448,76.4177,22.5157,1.83698,15.6773,60.8505,59.1903,30.3513,0.928834,116.611,4.95924,3.36447,0.569764,7.24276,14.0395,4.56264,0.249656,0.0600212,0.230604,0.260278,0.300448,0.406639,0.306237,0.707086,0.156982,5.14991,0.298572,0.0876128,0.207957,56.9504,-2.79922,90.4873,0.29557,-0.964376,-5.40569931268692,-6.638159453868866,0.489067,142.47000122070312,2.55928,-0.223241,0.398389,2.55928,0.223241,4.46881,529.7,4.306504065,529.7,4.306504065,,,,,,,,,,,,,,,,,,,Noelvi Marte,26517,682622,3B,Noelvi Marte,2.1149943173855617,-7.8646913920454296,0.901153429436197,0.699500272459889,0.9024353403060922,0.859437633521612,-0.8843080798647618,2.7325317727222584,4.432236963281538,-1.6997051905592793,0.0,0.0,False,7,3B,3B 7
James McCann,ARI,53.973,198.738,181.87,42.9881,28.8495,8.4135,0.220825,5.50435,20.9908,23.7343,11.1099,0.0596315,51.4538,2.69822,1.9453,1.11405,3.50063,1.07825,0.338298,0.236367,0.0559023,0.258903,0.21592,0.287396,0.375852,0.289245,0.663249,0.139485,3.06282,0.29548,-0.28028,-0.204106,19.6405,-3.8419,82.7431,-0.484386,-0.54091,-4.549172937870026,2.7150373458862305,0.48884,999.0,2.17046,2.41869,1.27248,2.17046,-2.41869,3.30336,182.3,3.375925925,182.3,3.375925925,,,,,,,,,,,,,,,,,,,James McCann,12859,543510,C,James McCann,-1.5921971303487916,-5.68486001392762,-0.5444502415393317,-0.43382579224834833,-0.39705392366163933,-0.4792981977205457,-0.6392072355567457,-2.57892834535975,3.475655594645327,-6.054583940005077,0.0,0.0,False,7,C,C 7
Dominic Canzone,SEA,105.071,414.853,378.55,90.3139,56.8477,17.4932,0.754481,15.2185,46.8186,50.5071,30.071,1.70005,96.6694,2.76393,2.97823,0.490269,7.66747,4.29604,1.36591,0.238578,0.0724858,0.233021,0.31107,0.2972,0.409382,0.30504,0.706582,0.170804,3.69743,0.278502,-0.434648,-0.280986,46.3186,-2.69952,101.206,-0.715634,0.1097,-0.1258705854415893,-9.402875915169716,0.485968,478.6099853515625,1.76716,1.31283,0.431619,1.76716,-1.31283,4.42451,424.8,4.045714285,424.8,4.045714285,,,,,,,,,,,,,,,,,,,Dominic Canzone,26438,686527,OF,Dominic Canzone,-2.4770756761424852,-7.799566761759987,0.3922543120127966,0.6483872719548105,0.5841894813009985,-0.14694053388313016,-0.8769854483858114,0.8287403861259447,4.93721430821242,-4.108473922086476,0.0,0.0,False,7,OF,OF 7
Jimmy Crooks,STL,27.5611,100.747,91.6639,21.3606,14.8027,4.24755,0.140435,2.16985,10.296,10.5912,6.96039,0.168396,26.9972,1.16043,0.813355,0.148936,1.78338,0.215809,0.0811602,0.233031,0.0690878,0.26797,0.257819,0.293061,0.353449,0.284355,0.64651,0.120418,2.42783,0.303122,0.0148779,-0.140297,9.55648,-2.34755,80.0456,-0.125419,2.0488,-2.501470983028412,3.8351622819900513,0.48531,999.0,1.89121,0.0290727,1.69577,1.89121,-0.0290727,2.73897,80.0,2.857142857,80.0,2.857142857,,,,,,,,,,,,,,,,,,,Jimmy Crooks,31354,699625,DH,Jimmy Crooks,-1.1082705556123973,-2.31111566131276,-0.9323217543793452,-0.8053085738180618,-0.8787584968017086,-0.5683776205410543,-0.2598624854966276,-4.620528526103898,0.0,-4.620528526103898,0.0,0.0,False,7,DH,DH 7
