Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,NameASCII,PlayerId,MLBAMID
"Tomoyuki Sugano","BAL",7.03408,7.75189,8.0407,4.44788,26.5607,21.7797,0,0.202554,0,128.226,542.496,134.706,68.8808,63.3703,19.7291,29.3012,0,5.35193,97.8034,6.8647,2.05661,3.33787,1.38476,0.180284,0.0540118,0.12627223879098892,0.265252,1.27905,0.294579,0.697478,,,4.45196,0.955271,0.74369,999,4.4443,1.20815,0.762479,4.4443,-1.20815,3.98336,444.20000000000005,3.4703125000000004,474,3.703125,"Tomoyuki Sugano","sa3025685",608372
"Orion Kerkering","PHI",4.32521,2.94601,0,3.00552,58.8425,0.179061,5.7259,15.0184,2.07737,60.8105,250.455,51.2446,22.0733,20.3075,4.92037,18.6494,0,3.60252,70.5765,10.4454,2.76013,3.78438,0.728217,0.281793,0.0744622,0.20733094960451126,0.224557,1.14937,0.303355,0.758992,,,2.99492,0.929422,1.04864,331,3.07493,-0.345033,0.952084,3.07493,0.345033,3.73055,420.30000000000007,6.890163934426231,403,6.60655737704918,"Orion Kerkering","31776",689147
"Paul Blackburn","NYM",5.8522,5.38961,6.91864,4.23821,35.0213,14.321,0,0.359522,0,100.371,427.52,100.569,51.3762,47.2661,13.5199,30.7829,0.569029,4.08796,86.4661,7.75316,2.76021,2.8089,1.21229,0.20225,0.0720033,0.13024692982435226,0.25613,1.30866,0.297438,0.711376,,,4.23689,0.929304,0.880202,690.6799926757812,3.61954,-0.430527,0.271072,3.61954,0.430527,4.63857,372.19999999999993,3.7219999999999995,385,3.85,"Paul Blackburn","14739",621112
"Joey Cantillo","CLE",5.08862,5.98635,5.14696,4.07615,28.0008,13.5426,0,0.57128,0,86.8363,372.438,76.7933,42.7485,39.3286,10.7359,40.0546,0,2.89662,91.9213,9.52702,4.15139,2.2949,1.11271,0.24681,0.107547,0.13926266878843307,0.233069,1.34561,0.29122,0.727766,,,4.14048,0.92671,0.863785,415.67999267578125,1.96199,-0.76071,0.271768,1.96199,0.76071,4.63764,367.3,4.2218390804597705,351,4.0344827586206895,"Joey Cantillo","23335",676282
"Lucas Giolito","BOS",6.41166,6.46938,7.69146,4.49827,27.7303,17.8897,0,0.394522,0,105.832,452.32,101.481,57.495,52.8954,16.9697,38.9647,0.940277,3.90474,109.133,9.28076,3.31359,2.80082,1.44312,0.241274,0.0861441,0.1551300510764122,0.247846,1.32706,0.298258,0.710874,,,4.40381,0.914392,1.02887,404.1099853515625,1.91039,-0.60784,0.688474,1.91039,0.60784,4.08203,401.70000000000005,3.7896226415094345,398,3.7547169811320753,"Lucas Giolito","15474",608337
"Jordan Montgomery","ARI",6.57903,6.00664,7.47056,4.36269,30.8552,16.1844,0.160495,0.842884,0,104.231,446.726,108.813,54.9191,50.5255,12.3501,31.4996,1.50008,3.10022,82.7425,7.14451,2.71988,2.62678,1.06638,0.18522,0.0705122,0.11470761150121689,0.264027,1.34616,0.304266,0.694128,,,4.115,0.904743,0.916002,405.8900146484375,1.92853,-1.42783,0.552348,1.92853,1.42783,4.26354,406.6,3.909615384615385,432,4.153846153846154,"Jordan Montgomery","16511",656756
"Kyle Hendricks","LAA",4.96813,8.15591,7.58861,4.95506,21.8448,21.8219,0,0,0,117.834,509.312,128.152,70.5161,64.8748,18.9412,34.0087,0,4.25488,83.3012,6.36244,2.59754,2.44941,1.4467,0.163556,0.0667738,0.09678252786397934,0.272057,1.37618,0.29612,0.67563,,,4.81646,0.903605,0.300893,746.7100219726562,0.949542,1.12571,1.15391,0.949542,-1.12571,3.46146,358.7,3.039830508474576,395,3.347457627118644,"Kyle Hendricks","12049",543294
"Johan Oviedo","PIT",6.124,6.59619,8.26963,4.46303,25.333,19.0624,0,0.401939,0.14347,108.235,471.561,103.742,58.3399,53.6727,12.7785,46.7664,0.356561,6.0899,93.3223,7.76001,3.88876,1.9955,1.06257,0.197901,0.0991737,0.0987272709608078,0.247768,1.39057,0.290986,0.694989,,,4.4419,0.8975,1.02495,745.5399780273438,2.67863,0.812251,0.788009,2.67863,-0.812251,3.94932,395.9000000000001,3.6657407407407416,398,3.685185185185185,"Johan Oviedo","22487",670912
"Max Meyer","MIA",6.0793,8.6408,8.51405,4.62387,26.4499,21.4782,0,0.17134,0,118.588,513.07,120.782,66.2243,60.9263,18.1364,42.1576,0,5.03882,103.32,7.84123,3.19946,2.4508,1.37642,0.201376,0.0821673,0.11920825392007828,0.259259,1.37399,0.298026,0.703135,,,4.6061,0.888438,0.943228,458.57000732421875,4.12654,0.00269521,0.995169,4.12654,-0.00269521,3.67311,409.5999999999999,3.4420168067226884,426,3.5798319327731094,"Max Meyer","27474",676974
"Brant Hurter","DET",4.79098,3.21687,1.52202,3.59666,45.1641,2.86193,0,4.93046,0.75,67.7117,281.799,65.5901,29.4125,27.0595,5.90195,15.9619,0,3.20641,57.3399,7.62142,2.12161,3.59229,0.784466,0.203478,0.0566429,0.14683478325605392,0.249742,1.2044,0.299355,0.71142,,,3.45521,0.887526,0.776511,507.42999267578125,2.45578,-1.57474,0.68239,2.45578,1.57474,4.09015,334.80000000000007,4.923529411764707,339,4.985294117647059,"Brant Hurter","30133",676428
"Tanner Scott",,5.46819,4.18008,0,2.87589,60.8511,0,13.8419,11.9322,3.3375,66.4196,278.437,50.7587,23.0695,21.224,4.77391,31.6026,2.91215,2.61039,81.6366,11.0619,4.28222,2.58322,0.646876,0.293196,0.1135,0.1796962320804596,0.207837,1.24002,0.291388,0.783477,,,3.18796,0.87071,1.18627,156.5,3.41113,1.27783,1.08916,3.41113,-1.27783,3.54778,471.30000000000007,7.1409090909090915,442,6.696969696969697,"Tanner Scott","17586",656945
"Randy Vásquez","SDP",5.60693,7.50771,7.64146,4.68669,26.0568,22.1746,0,0.162518,0,120.245,526.472,128.646,68.0615,62.6166,17.4134,40.3173,0.839335,7.59623,89.3957,6.69104,3.01765,2.2173,1.30335,0.169802,0.0765802,0.09322132170200348,0.268821,1.40517,0.299215,0.697875,,,4.7576,0.866608,0.610337,722.9299926757812,2.58115,2.27287,1.07985,2.58115,-2.27287,3.56021,377.5,3.1458333333333335,413,3.441666666666667,"Randy Vasquez","24719",681190
"Robert Garcia","TEX",3.73997,3.74716,0,3.27778,62.5685,0,8.08385,14.606,2.92207,63.323,261.816,54.2007,25.0675,23.0621,5.83443,21.1029,1.95657,2.24211,69.9973,9.9486,2.99932,3.31695,0.829239,0.267353,0.080602,0.18675121665000916,0.227285,1.1892,0.297385,0.748281,,,3.25946,0.851469,0.781856,501.6099853515625,3.72549,-1.08961,0.920753,3.72549,1.08961,3.77233,423.0000000000001,6.714285714285716,408,6.476190476190476,"Robert Garcia","23363",676395
"Ben Brown","CHC",2.76245,2.26713,1.72488,3.54332,25.0456,4.52207,0,2.18876,0,48.0898,199.045,39.2463,20.5794,18.9331,4.99943,18.1049,0,1.75287,56.1145,10.5018,3.38834,3.0994,0.935643,0.281918,0.0909589,0.19095942378044128,0.219023,1.19259,0.290046,0.730295,,,3.42302,0.844737,0.681555,400.9599914550781,1.77942,2.0538,0.859658,1.77942,-2.0538,3.85379,252.30000000000004,5.2562500000000005,235,4.895833333333333,"Ben Brown","23590",676962
"Jakob Junis",,3.87693,3.24243,3.68746,4.19216,18.1004,12.3228,0.260889,0.263921,0.705579,75.7771,317.152,75.9388,38.3659,35.2966,10.8802,17.4067,0.224801,3.29541,64.9075,7.70902,2.06738,3.72888,1.29223,0.204657,0.0548843,0.14977281168103218,0.25616,1.23184,0.294833,0.703844,,,4.13951,0.844585,0.853413,613.8900146484375,3.31469,0.947229,0.42882,3.31469,-0.947229,4.42824,299.5,3.9407894736842106,307,4.0394736842105265,"Jakob Junis","13619",596001
"Jonathan Cannon","CHW",6.39205,10.6426,10.2428,4.75858,29.5609,26.0724,0.0629653,0.187227,0,154.055,666.34,158.622,88.5365,81.4536,23.1693,53.1723,0,6.24638,116.465,6.80399,3.10637,2.19034,1.35357,0.174783,0.0797975,0.09498592466115952,0.261356,1.3748,0.289871,0.68722,,,4.76673,0.841068,0.625936,680.5399780273438,2.77948,0.808267,1.63748,2.77948,-0.808267,2.81669,498.3000000000002,3.235714285714287,526,3.4155844155844157,"Jonathan Cannon","31730",686563
"Keegan Akin","BAL",4.03665,2.5147,0,3.43087,61.1925,0.48404,0.652467,9.79939,1.36752,69.4842,283.173,59.9621,28.7912,26.4879,8.40071,19.061,1.99385,1.95027,77.5077,10.0392,2.46889,4.06629,1.08811,0.273712,0.0673124,0.2063993513584137,0.228722,1.13728,0.292542,0.746808,,,3.41442,0.834673,0.606697,696.0700073242188,2.54359,-1.89786,0.814437,2.54359,1.89786,3.91408,394.20000000000005,5.71304347826087,379,5.492753623188406,"Keegan Akin","19362",669211
"Kyle Wright","KCR",5.25684,4.63726,5.47927,4.30443,25.8069,12.5654,0,0.699199,0,80.4732,348.543,80.903,41.8347,38.4879,9.44886,28.763,0,4.70005,71.7346,8.02269,3.21681,2.49399,1.05675,0.205813,0.0825236,0.12328916043043137,0.25677,1.36276,0.305495,0.70337,,,4.15756,0.83093,0.632859,583.8900146484375,2.16562,-1.91255,0.257731,2.16562,1.91255,4.65636,316.69999999999993,3.9587499999999993,329,4.1125,"Kyle Wright","19665",657140
"Chris Martin","TEX",3.42336,2.21891,0,3.14698,54.0413,0,7.46334,13.9233,3.35878,56.0683,227.77,53.299,21.3099,19.6051,5.73248,9.10216,1.72464,2.21019,58.356,9.36722,1.46106,6.41123,0.920168,0.256206,0.039962,0.21624375879764557,0.246233,1.11295,0.312179,0.755692,,,3.01929,0.823725,0.824314,495.4599914550781,3.68916,-0.372593,1.09105,3.68916,0.372593,3.54527,376.8000000000001,6.72857142857143,376,6.714285714285714,"Chris Martin","11847",455119
"Michael Lorenzen","KCR",7.84056,7.8043,8.95321,4.43112,40.5418,19.7995,0.00127215,0.190171,0,130.728,568.444,127.143,69.9604,64.3635,16.9151,55.6712,0,5.2112,103.98,7.15852,3.83269,1.86775,1.16453,0.18292,0.0979361,0.08498407155275345,0.250498,1.39843,0.285072,0.709179,,,4.65494,0.819975,0.903021,572.1400146484375,6.6283,0.897612,1.22611,6.6283,-0.897612,3.36518,455.1000000000001,3.474045801526718,459,3.50381679389313,"Michael Lorenzen","14843",547179
"Bubba Chandler","PIT",5.04231,5.96857,6.55878,4.4605,16.7983,16.7983,0,0,0,93.3302,404.379,89.0788,50.2778,46.2555,12.3835,39.3697,0,4.33945,85.8373,8.27744,3.79649,2.18029,1.19416,0.212269,0.0973584,0.11491098999977112,0.246982,1.37628,0.292229,0.703534,,,4.45694,0.814141,0.932911,999,2.15677,0.398383,0.478515,2.15677,-0.398383,4.36198,352.20000000000005,3.787096774193549,352,3.78494623655914,"Bubba Chandler","sa3017428",696149
"Colin Rea","CHC",7.53062,6.99362,7.04482,4.54928,32.3385,18.8242,0.194269,0.457784,0,117.74,499.993,119.485,64.6901,59.5149,18.5036,32.3232,0.480368,5.56115,95.7392,7.31825,2.47077,2.96193,1.4144,0.191481,0.0646473,0.12683376669883728,0.258564,1.28935,0.290288,0.691945,,,4.54851,0.812371,0.681187,628.3900146484375,2.48092,0.972378,0.835858,2.48092,-0.972378,3.88552,408.1,3.4584745762711866,421,3.5677966101694913,"Colin Rea","12317",607067
"Marcus Stroman","NYY",6.26159,6.56489,6.56107,4.39593,34.4869,16.5533,0.118953,2.52248,0.070508,110.951,480.826,112.427,58.9049,54.1925,13.4657,40.9991,0,4.60115,88.2747,7.16057,3.32572,2.15309,1.09229,0.18359,0.085268,0.09832160174846649,0.258319,1.38283,0.296749,0.702373,,,4.38598,0.8101,0.804606,604.5700073242188,2.65842,-0.119278,0.749343,2.65842,0.119278,4.00088,420.3000000000001,3.7864864864864876,436,3.9279279279279278,"Marcus Stroman","13431",573186
"Josh Hader","HOU",4.3413,4.29402,0,3.22288,62.4396,0,33.2498,1.34264,4.19537,62.9996,256.094,45.1125,24.5217,22.56,7.70374,25.2535,0.570638,2.39916,88.0323,12.5761,3.60767,3.48595,1.10054,0.34375,0.0986103,0.24513982981443405,0.19748,1.11693,0.281894,0.769447,,,3.27826,0.805179,0.74204,41.290000915527344,0.96288,-0.560798,2.11156,0.96288,0.560798,2.18458,514.8000000000001,8.171428571428573,475,7.5396825396825395,"Josh Hader","14212",623352
"Bryan Abreu","HOU",3.43398,2.69401,0,3.1355,68.1669,0,3.9917,24.3123,4.02,70.4029,292.75,54.5678,26.6604,24.5276,7.08872,29.291,0,3.9032,92.3032,11.7996,3.74443,3.15125,0.906192,0.315297,0.100055,0.21524272859096527,0.210236,1.19113,0.296441,0.773634,,,3.26775,0.798137,0.907836,480.6099853515625,1.60038,-1.32856,0.878761,1.60038,1.32856,3.82832,489.9,6.998571428571428,460,6.571428571428571,"Bryan Abreu","16609",650556
"Trevor Williams","WSN",6.5911,6.13497,4.87243,4.43452,33.9127,19.3212,0,0.374908,0.0863242,114.588,489.365,116.7,61.3698,56.4602,17.2655,35.5912,0.430774,3.6231,93.1723,7.31797,2.79542,2.61784,1.35607,0.190394,0.0727294,0.1176648661494255,0.259247,1.32904,0.292702,0.709662,,,4.5257,0.797858,0.893703,511.32000732421875,2.94036,-0.213117,0.667903,2.94036,0.213117,4.10946,403.7,3.5104347826086957,420,3.652173913043478,"Trevor Williams","16977",592866
"Austin Gomber","COL",6.5226,10.889,11.0549,5.19754,28.148,28.148,0,0,0,159.265,692.525,179.952,99.9742,91.9763,28.619,45.1412,0.520478,3.97057,112.971,6.38394,2.55091,2.50261,1.61725,0.163129,0.0651835,0.0979456901550293,0.279683,1.41332,0.301565,0.676221,,,5.00895,0.784444,1.11262,999,3.8412,0.193009,2.36563,3.8412,-0.193009,1.84583,430.9000000000001,2.7100628930817616,497,3.1257861635220126,"Austin Gomber","16561",596295
"Lucas Erceg","KCR",3.5342,3.52161,0,3.54692,61.514,0,27.5654,5.36831,4.87968,64.4051,271.621,56.3093,27.5894,25.3822,5.18,23.3367,1.79299,4.21856,73.4766,10.2677,3.26108,3.14854,0.723856,0.270512,0.0859166,0.18459533900022507,0.230714,1.23664,0.309109,0.719074,,,3.21388,0.777288,0.551662,99.36000061035156,3.20427,-0.476333,1.89278,3.20427,0.476333,2.4763,491.5,7.6796875,480,7.5,"Lucas Erceg","19360",668674
"Jeremiah Estrada","SDP",4.18248,3.29974,0,3.32125,59.621,0,3.75187,17.1074,2.22409,60.7273,251.292,47.3818,24.3588,22.4101,6.55603,25.6161,2.01126,1.57738,83.3882,12.3584,3.79639,3.25531,0.971627,0.331838,0.101938,0.2299007847905159,0.211433,1.20206,0.30432,0.762136,,,3.16701,0.774366,0.806849,434.32000732421875,2.33548,-0.701425,0.699965,2.33548,0.701425,4.06671,413.1000000000001,6.772131147540985,384,6.295081967213115,"Jeremiah Estrada","22210",669093
"Patrick Corbin",,5.68716,8.57387,7.61729,4.90267,21.3123,20.4391,0,0.195368,0,111.253,484.264,123.45,65.8743,60.6044,16.7967,33.8947,0.487652,3.17171,84.2884,6.81863,2.74196,2.48678,1.35879,0.174055,0.0699921,0.10406259447336197,0.276052,1.41429,0.308146,0.683485,,,4.61344,0.771607,0.296563,750.7100219726562,7.83477,-1.09897,1.1424,7.83477,1.09897,3.47679,349.50000000000006,3.148648648648649,391,3.5225225225225225,"Patrick Corbin","9323",571578
"Luis L. Ortiz","CLE",7.53085,8.08079,8.81786,4.43464,33.6553,21.926,0.322501,0.602262,1.22178,142.318,612.24,138.885,76.2234,70.1255,19.8643,52.4235,1.7664,6.78626,117.527,7.43227,3.31518,2.24189,1.25619,0.191963,0.0856256,0.10633739084005356,0.251134,1.34423,0.286355,0.70389,,,4.57748,0.770374,0.907342,384.5,5.5966,0.266606,1.14649,5.5966,-0.266606,3.47134,506.4,3.5661971830985912,513,3.612676056338028,"Luis L. Ortiz","27646",682847
"Cade Povich","BAL",5.32332,5.26776,5.61197,4.42448,23.5476,14.8408,0,0.337304,0,86.1381,367.514,80.5955,46.0285,42.3462,12.1839,32.9265,1.07583,3.33038,80.7574,8.4378,3.44027,2.45265,1.27301,0.219739,0.0895925,0.1301468089222908,0.243302,1.31791,0.287062,0.699671,,,4.39296,0.768384,0.478883,484.3599853515625,2.43336,-1.52987,0.260583,2.43336,1.52987,4.65256,332.19999999999993,3.8627906976744177,328,3.813953488372093,"Cade Povich","30055",700249
"Raisel Iglesias","ATL",4.5536,2.88083,0,3.20555,65.8242,0,34.2309,0.690541,4.46101,67.2611,272.636,57.566,26.0397,23.9566,7.00756,16.8297,2.4438,2.51065,73.2232,9.79776,2.25193,4.35084,0.93766,0.268575,0.0617294,0.2068452201783657,0.227268,1.10607,0.292135,0.748717,,,3.20622,0.768266,0.976365,50.959999084472656,2.34089,0.741182,2.21748,2.34089,-0.741182,2.04336,518.8999999999999,7.744776119402983,504,7.522388059701493,"Raisel Iglesias","17130",628452
"Aaron Ashby","MIL",4.3981,5.56055,4.55349,4.15271,31.9608,11.3312,0.587286,3.8773,0.930211,85.2471,374.61,81.0442,42.7544,39.334,8.59675,42.1244,0,3.37265,83.6466,8.83102,4.4473,1.9857,0.907606,0.22329,0.112449,0.11084103584289551,0.24625,1.44484,0.305853,0.723584,,,4.11614,0.765707,0.78839,440.1099853515625,2.60319,-0.689927,0.626798,2.60319,0.689927,4.16427,361.69999999999993,4.2552941176470584,362,4.258823529411765,"Aaron Ashby","23550",676879
"Tylor Megill","NYM",4.5745,3.9573,3.1645,3.81991,37.3375,6.28464,0,0.786691,0,69.6694,295.113,63.5267,32.1414,29.5701,8.22585,25.8292,0,3.01941,73.1475,9.4493,3.33666,2.83197,1.06263,0.247862,0.087523,0.16033931076526642,0.238585,1.28257,0.299099,0.73503,,,3.84378,0.765298,0.805241,454.3900146484375,3.89136,-0.537,0.383227,3.89136,0.537,4.48903,316.20000000000005,4.517142857142858,309,4.414285714285715,"Tylor Megill","21318",656731
"Aaron Bummer","ATL",4.54276,3.08434,0,3.58215,61.0921,0,0.742175,10.3737,3.55412,62.1771,266.554,57.0898,26.8995,24.7476,4.04915,25.5468,2.07723,2.9823,71.1768,10.3027,3.69783,2.78614,0.586105,0.267026,0.0958407,0.17118481546640396,0.239848,1.32905,0.325804,0.724161,,,3.1001,0.76271,0.599844,749.1099853515625,4.30568,-0.789784,0.541471,4.30568,0.789784,4.27804,361.4,5.829032258064516,358,5.774193548387097,"Aaron Bummer","16258",607481
"Mitch Spence","ATH",6.12105,7.44981,7.62307,4.47212,27.7592,19.9635,0,0.267462,0,121.94,524.196,127.118,65.861,60.5921,16.9205,37.1256,0,5.10758,97.4084,7.18942,2.74012,2.62376,1.24885,0.185825,0.0708238,0.11500068753957748,0.26375,1.34692,0.299748,0.699958,,,4.41176,0.760997,0.554316,626.6400146484375,2.76987,-0.856006,0.798359,2.76987,0.856006,3.93552,431.50000000000017,3.5368852459016407,457,3.7459016393442623,"Mitch Spence","27707",687765
"DL Hall","MIL",4.77696,4.16661,2.83826,4.19784,41.4336,10.0816,0,3.20386,0.381112,84.8378,369.697,78.1359,43.0115,39.5706,10.6773,40.2479,0,4.43539,90.2843,9.5778,4.2697,2.2432,1.1327,0.244211,0.108867,0.13534415513277054,0.240408,1.39541,0.301084,0.728688,,,4.25428,0.759587,0.697936,543.6400146484375,3.55644,-0.302794,0.42541,3.55644,0.302794,4.43279,350.90000000000003,4.128235294117648,342,4.023529411764706,"DL Hall","22207",669084
"Landen Roupp","SFG",2.73423,2.86156,1.85896,3.73946,33.4592,5.46672,0,1.18231,0.177355,62.5026,268.665,56.4349,28.2278,25.9695,5.54263,28.0533,0,2.29406,61.7272,8.88835,4.03951,2.20035,0.798106,0.229755,0.104418,0.12533776462078094,0.236806,1.35176,0.297533,0.73324,,,3.80073,0.74305,0.795777,527.8200073242188,3.1343,-0.791592,0.621994,3.1343,0.791592,4.17067,284.80000000000007,4.5206349206349214,275,4.365079365079365,"Landen Roupp","30076",694738
"Andrés Muñoz","SEA",3.49254,4.07297,0,2.74557,58.1956,0,26.9778,6.00031,4.97361,59.8454,245.412,44.4957,19.8442,18.2567,5.06589,23.681,3.12645,3.08177,76.8319,11.5545,3.56133,3.24445,0.761847,0.313073,0.0964949,0.21657763421535492,0.203502,1.13921,0.288331,0.791241,,,3.04084,0.738445,1.0079,62.709999084472656,1.60923,-0.347012,1.89128,1.60923,0.347012,2.4783,500.1,8.335,467,7.783333333333333,"Andres Munoz","20373",662253
"Martín Pérez",,6.69053,8.05227,10.4246,4.55518,25.8436,25.2159,0,0.275758,0,143.929,629.171,151.393,79.1813,72.8468,20.6154,53.2384,0.259202,5.70695,108.894,6.80922,3.32905,2.0454,1.2891,0.173075,0.0846168,0.08845804631710052,0.265496,1.42175,0.296738,0.713718,,,4.74399,0.733722,1.03133,690.0399780273438,3.0531,0.778949,1.50587,3.0531,-0.778949,2.99217,455.70000000000016,3.1645833333333346,488,3.388888888888889,"Martin Perez","6902",527048
"Ben Lively","CLE",8.9772,9.5507,9.01111,4.69692,25.0191,24.8817,0,0,0,138.886,597.093,142.168,78.7846,72.4819,22.4584,45.1715,0,5.59482,110.422,7.15547,2.92717,2.4445,1.45533,0.184932,0.0756523,0.10927978157997131,0.260226,1.34887,0.289541,0.696321,,,4.77509,0.730243,0.571943,548.5399780273438,5.11948,0.451854,1.47926,5.11948,-0.451854,3.02766,455.8000000000001,3.279136690647483,476,3.4244604316546763,"Ben Lively","14932",594902
"A.J. Puk","ARI",4.49343,4.25616,0,3.38999,61.703,0.234788,10.9407,15.222,3.66606,64.6752,267.046,54.1666,26.4792,24.3609,6.6285,21.8691,2.12253,2.88702,77.0353,10.72,3.04324,3.52256,0.922401,0.288472,0.0818927,0.2065792679786682,0.223561,1.17566,0.299686,0.742354,,,3.26495,0.729961,0.879062,280.3900146484375,2.96829,-1.80375,0.889261,2.96829,1.80375,3.81432,448.5,6.9,428,6.584615384615384,"A.J. Puk","19343",640462
"Justin Martinez","ARI",3.82653,3.4137,0,3.31852,62.7503,0,21.1136,9.6542,3.02562,67.8221,291.266,55.2866,27.1822,25.0076,4.28428,34.8671,5.93958,3.51099,84.492,11.2121,4.62687,2.42326,0.568524,0.290085,0.119709,0.17037628591060638,0.218621,1.32927,0.310778,0.748274,,,3.1937,0.719843,0.940454,211.07000732421875,3.0631,-1.20321,1.52853,3.0631,1.20321,2.96196,507,7.455882352941177,484,7.117647058823529,"Justin Martinez","24453",679885
"Jack Kochanowicz","LAA",4.71297,7.06227,7.3414,4.62521,26.6399,15.2514,0,0.757454,0,97.6967,425.369,108.59,54.5734,50.2075,12.4859,25.0274,1.48788,7.45369,58.6384,5.40188,2.30557,2.34297,1.15022,0.137853,0.0588368,0.07901628315448761,0.276391,1.36768,0.298681,0.68061,,,4.6249,0.717297,0.488604,739.3200073242188,2.21217,0.085677,0.533106,2.21217,-0.085677,4.28919,320.20000000000005,3.2673469387755105,360,3.673469387755102,"Jack Kochanowicz","27688",686799
"Devin Williams","NYY",4.40296,3.06314,0,2.91946,56.1094,0,31.6907,2.36062,3.7921,58.4069,241.063,40.9718,20.5938,18.9463,5.1959,27.1879,1.93899,2.94175,78.9361,12.1634,4.18942,2.90336,0.800644,0.32745,0.112783,0.21466701477766037,0.194241,1.16698,0.282142,0.781237,,,3.16756,0.714953,0.95878,40.06999969482422,3.83936,0.784946,2.06911,3.83936,-0.784946,2.24119,497.1,8.570689655172414,461,7.948275862068965,"Devin Williams","15816",642207
"Trevor Megill","MIL",2.96688,2.73017,0,3.47047,57.8795,0.0969031,25.0755,6.1666,3.95301,60.1671,250.884,51.8711,25.2184,23.2009,6.41149,21.6659,2.91546,2.26083,71.9571,10.7636,3.24085,3.32122,0.959052,0.286814,0.0863581,0.20045579224824905,0.22855,1.22221,0.305942,0.748418,,,3.35288,0.710943,0.675202,105.68000030517578,3.52578,-0.721751,1.78289,3.52578,0.721751,2.62281,456.00000000000006,7.6000000000000005,443,7.383333333333334,"Trevor Megill","17722",656730
"Hunter Harvey","KCR",3.08563,3.62561,0,3.68848,58.9934,0,5.49625,21.4655,3.03012,61.8679,257.863,56.2076,27.5602,25.3554,6.123,18.4649,1.63092,3.15544,66.312,9.6465,2.68611,3.59125,0.89072,0.25716,0.0716072,0.1855524629354477,0.237923,1.20697,0.305752,0.712739,,,3.35779,0.698684,0.443337,615.2100219726562,2.00816,-1.5072,0.78457,2.00816,1.5072,3.95391,417.4,6.732258064516128,410,6.612903225806452,"Hunter Harvey","15507",640451
"Jason Adam","SDP",4.26499,2.80982,0,3.13999,65.5789,0,6.36728,20.8055,4.39343,66.4858,271.021,50.8989,25.2132,23.1961,6.93613,21.6388,2.40124,5.00911,76.0705,10.2975,2.92918,3.51547,0.938925,0.280682,0.0798418,0.2008400410413742,0.208284,1.09102,0.272441,0.75325,,,3.4368,0.69791,0.974491,405.7099914550781,2.77614,0.705688,0.979953,2.77614,-0.705688,3.6934,454.70000000000005,6.8893939393939405,424,6.424242424242424,"Jason Adam","11861",592094
"Ryne Nelson","ARI",5.80703,4.97576,5.38156,4.32273,34.2072,11.6543,0.0354444,0.737761,0,89.9547,379.73,91.2683,46.9625,43.2055,12.051,23.8327,1.54649,2.86114,73.8399,7.3877,2.38447,3.09826,1.2057,0.194453,0.0627622,0.13169113546609879,0.258524,1.27954,0.296532,0.693665,,,4.15658,0.687713,0.753045,356.8599853515625,2.0754,-1.85743,0.262195,2.0754,1.85743,4.65041,352.79999999999995,3.9199999999999995,365,4.055555555555555,"Ryne Nelson","26253",669194
"Kevin Ginkel","ARI",5.19064,2.60159,0,3.41771,61.4157,0,5.70113,15.236,3.65919,63.0222,261.73,56.7434,26.0135,23.9324,5.55267,19.0386,0.246103,2.55314,68.0414,9.71677,2.71884,3.57387,0.792958,0.259968,0.0727414,0.18722684681415558,0.236295,1.20246,0.30737,0.731801,,,3.1804,0.687643,0.769561,634.2100219726562,1.75875,-0.418387,0.694665,1.75875,0.418387,4.07378,404.2000000000001,6.415873015873017,397,6.301587301587301,"Kevin Ginkel","19876",656464
"Cade Cavalli","WSN",4.67418,4.69789,6.04365,4.26276,25.9501,12.6981,0,0.624436,0,81.364,350.1,75.7348,41.8883,38.5372,10.5618,32.0451,0,5.55052,76.564,8.46905,3.54463,2.38926,1.16828,0.218692,0.0915312,0.12716074287891388,0.242348,1.32466,0.289172,0.708562,,,4.35819,0.678591,0.703218,580.3599853515625,2.30807,-1.05267,0.121221,2.30807,1.05267,4.83837,310.5,3.8333333333333335,306,3.7777777777777777,"Cade Cavalli","27473",676917
"Cole Sands","MIN",4.89361,2.48274,0,3.68003,55.7665,0.238108,3.90731,8.47968,1.97653,64.1625,266.285,57.4718,28.5169,26.2356,7.25104,18.7739,0,3.3172,69.8637,9.79969,2.63339,3.72133,1.01709,0.262364,0.0705029,0.19186140596866608,0.235353,1.18832,0.300581,0.722132,,,3.4908,0.678523,0.396469,635.1400146484375,1.2879,0.00432183,0.594126,1.2879,-0.00432183,4.20783,365.3,5.7078125,355,5.546875,"Cole Sands","21461",663485
