Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,weighted_zscore,auction_value
Yerry De Los Santos,NYY,1.9772,1.9405,0.0,4.13779,40.0,0.0,0.0,0.6643,40.0,172.936,40.0068,19.9944,18.3902,4.98667,14.6542,,1.5656,33.1447,7.45756,3.29719,2.26179,1.122,0.191659,0.0847377,0.1069210469722747,0.255282,1.36653,0.295317,0.727073,0.472926,,4.3464,0.0235522,0.0310064,999.0,,,,21420,-0.12875540096723456,3533538790140793.5
Jagger Haynes,SDP,0.0461,0.0754,0.0558,5.50314,0.1829,0.1739,0.0,0.0,1.0,4.595,1.0517,0.6518,0.61146,0.163556,0.6092,,0.0476,0.6876,6.1884,5.4828,1.12869,1.472,0.149641,0.132579,0.017062023282051,0.267051,1.6609,0.287701,0.704717,0.395702,,5.8879,-9.99029e-05,-0.000679999,999.0,,,,sa3020876,-0.12893883831370978,3538573009866424.0
Harold Cortijo,NYY,0.0436,0.0542,0.0,5.33601,1.0,0.0,0.0,0.0,1.0,4.613,1.0608,0.6351,0.59289,0.150333,0.6,,0.051,0.7112,6.4008,5.4,1.18533,1.353,0.154173,0.130067,0.0241057723760604,0.267744,1.6608,0.293655,0.707217,0.43785,,5.65141,-0.0137866,-0.0491243,999.0,,,,sa3004588,-0.12902395661775937,3540908980449799.5
Brandon Sproat,NYM,1.1219,1.1109,1.5174,4.16822,3.24,3.24,0.0,0.0,18.468,79.262,17.9169,9.2692,8.55319,2.40289,6.7132,,0.7457,16.137,7.86403,3.27154,2.40377,1.171,0.203591,0.0846963,0.1188942939043045,0.249528,1.33366,0.291271,0.72232,0.446438,,4.32201,0.163651,0.175771,999.0,,,,sa3023499,-0.12915384707198893,3544473669426272.0
Julio  Marte,HOU,0.0418,0.0765,0.0401,5.90571,0.3024,0.1484,0.0,0.0,1.0,4.625,1.1232,0.6984,0.65619,0.168444,0.5678,,0.0499,0.6218,5.5962,5.1102,1.0951,1.516,0.134443,0.122768,0.0116756707429885,0.280288,1.691,0.296779,0.682116,0.420962,,5.96576,-9.99029e-05,-0.000679999,999.0,,,,sa3021740,-0.12917900483690883,3545164094352526.5
Adisyn Coffey,CHW,0.7292,0.9345,0.0,4.7065,17.0,0.0,0.0,0.5853,17.0,74.857,17.243,9.5301,8.89006,2.50467,7.6343,,0.6289,13.8799,7.34818,4.04169,1.8181,1.326,0.185419,0.101985,0.0834337398409843,0.258928,1.46337,0.293538,0.71814,0.414184,,4.9071,-0.0693682,-0.115187,999.0,,,,sa3014738,-0.12917905826887205,3545165560729185.5
Norge Vera,ATH,0.0488,0.0685,0.0571,4.72779,0.323,0.144,0.0,0.0,1.0,4.494,0.9707,0.5667,0.52531,0.119111,0.597,,0.0469,0.8333,7.4997,5.373,1.39581,1.072,0.185425,0.132844,0.0525812208652496,0.252123,1.5677,0.293886,0.714518,0.446064,,4.98002,-9.99029e-05,-0.000679999,999.0,,,,sa3017468,-0.1292960819796407,3548377137239847.5
Jack Jasiak,CLE,0.0374,0.0664,0.0092,6.24321,0.7939,0.0439,0.0,0.0,1.0,4.71,1.1662,0.7349,0.69369,0.179889,0.5808,,0.0571,0.5513,4.9617,5.2272,0.949208,1.619,0.117049,0.123312,-0.0062632709741592,0.286388,1.747,0.295222,0.67692,0.392223,,6.31614,-0.0241005,-0.0504039,999.0,,,,sa3020738,-0.12951668140199585,3554431225923653.0
Gianluca Dalatri,MIN,0.0452,0.0527,0.0,4.78557,1.0,0.0,0.0,0.0,1.0,4.425,0.9993,0.5665,0.53173,0.146333,0.4516,,0.051,0.8894,8.0046,4.0644,1.96944,1.317,0.200994,0.102056,0.0989378541707992,0.254767,1.4509,0.295485,0.709772,0.368165,,4.79781,-0.00558559,-0.0491612,999.0,,,,sa3015119,-0.12951774501438257,3554460415500151.5
Alexander Campos,TBR,0.0319,0.0898,0.031,6.77106,0.2018,0.1698,0.0,0.0,1.0,4.775,1.228,0.7952,0.75234,0.192444,0.6141,,0.0458,0.4343,3.9087,5.5269,0.707214,1.732,0.0909529,0.128607,-0.0376544371247291,0.298413,1.8421,0.296861,0.66568,0.399014,,6.77936,-9.99029e-05,-0.000679999,999.0,,,,sa3022221,-0.12954159481642175,3555114944941321.0
Sann Omosako,TOR,0.0334,0.0879,0.0336,6.6087,0.2109,0.1679,0.0,0.0,1.0,4.768,1.2136,0.7781,0.7343,0.181222,0.6236,,0.0491,0.4571,4.1139,5.6124,0.733002,1.631,0.0958683,0.130789,-0.0349203050136566,0.29634,1.8372,0.298636,0.66884,0.417007,,6.62627,-9.99029e-05,-0.000679999,999.0,,,,sa3022315,-0.12959494090123377,3556578964769377.5
Jose Urbina,TBR,0.0356,0.0846,0.0382,6.24744,0.2447,0.1607,0.0,0.0,1.0,4.681,1.1518,0.7352,0.69416,0.181667,0.5866,,0.0501,0.5535,4.9815,5.2794,0.943573,1.635,0.118244,0.125315,-0.0070711448788642,0.284796,1.7384,0.293168,0.67598,0.389586,,6.33125,-9.99029e-05,-0.000679999,999.0,,,,sa3022218,-0.12994797374710748,3566267531196241.5
Jesse Bergin,MIA,0.0415,0.0564,0.0,5.11101,1.0,0.0,0.0,0.0,1.0,4.529,1.0403,0.6072,0.56789,0.140333,0.5458,,0.0435,0.7775,6.9975,4.9122,1.42451,1.263,0.171671,0.120512,0.0511591956019401,0.264056,1.5861,0.297818,0.70443,0.410968,,5.20371,-0.0100151,-0.044807,999.0,,,,sa3017133,-0.13004897738050997,3569039455743808.0
Ian Villers,SFG,0.0393,0.062,0.0065,5.95656,0.8829,0.0249,0.0,0.0,1.0,4.73,1.1379,0.7056,0.66184,0.149556,0.6402,,0.0531,0.5707,5.1363,5.7618,0.89144,1.346,0.120655,0.135349,-0.0146934539079666,0.281889,1.7781,0.298013,0.683677,0.430877,,6.0492,-0.0237529,-0.0506581,999.0,,,,sa3017303,-0.1301229196663014,3571068713802988.0
Brayan Restituyo,ATH,0.0406,0.0572,0.0,5.55471,1.0,0.0,0.0,0.0,1.0,4.695,1.0531,0.6583,0.61719,0.139889,0.7078,,0.0536,0.6304,5.6736,6.3702,0.890647,1.259,0.13427,0.150756,-0.0164856165647506,0.267719,1.7609,0.288688,0.704512,0.39281,,6.00844,-0.0206752,-0.0515312,999.0,,,,sa3015461,-0.1302341691651543,3574121823937610.0
Kyle Backhus,ARI,1.0422,1.0146,0.0,4.22394,21.0,0.0,0.0,0.6122,21.0,92.105,20.9607,10.6928,9.85586,2.23067,9.3766,,1.0984,18.1972,7.7988,4.01854,1.9407,0.956,0.19757,0.101803,0.0957667827606201,0.256777,1.44463,0.306036,0.721843,0.46465,,4.31073,-0.0307525,0.0193713,999.0,,,,sa3017068,-0.13049789911475906,3581359578626343.5
Evan Fitterer,MIA,1.5118,1.8164,0.0,4.42934,34.0,0.0,0.0,0.5862,34.0,150.642,35.0012,18.2115,16.7331,3.60778,15.7275,,2.0844,25.6219,6.78227,4.16316,1.62911,0.955,0.170085,0.104403,0.0656815618276596,0.263504,1.49202,0.303024,0.711882,0.508424,,4.61039,-0.112346,0.0227321,999.0,,,,sa3011433,-0.13061083758410968,3584459040546788.5
Luis Perales,BOS,0.0522,0.0692,0.0683,4.88844,0.1754,0.1754,0.0,0.0,1.0,4.409,1.0092,0.5809,0.54316,0.144667,0.4585,,0.0447,0.8634,7.7706,4.1265,1.8831,1.302,0.195827,0.103992,0.0918348878622055,0.258385,1.4677,0.298348,0.700935,0.408658,,4.82995,-9.99029e-05,-0.000679999,999.0,,,,sa3014677,-0.13072905238238056,3587703305036828.0
Konnor Ash,PHI,0.0477,0.066,0.0389,5.17842,0.45,0.117,0.0,0.0,1.0,4.478,1.0224,0.6134,0.57538,0.163556,0.519,,0.0369,0.7898,7.1082,4.671,1.52177,1.472,0.176373,0.1159,0.0604734271764755,0.260677,1.5414,0.289295,0.70709,0.390587,,5.3808,-9.99029e-05,-0.000679999,999.0,,,,sa3017503,-0.13082313526609549,3590285297843324.5
George Klassen,LAA,0.0538,0.0675,0.0732,4.63275,0.1754,0.1754,0.0,0.0,1.0,4.382,0.9841,0.553,0.51475,0.144889,0.4526,,0.0424,0.9113,8.2017,4.0734,2.01348,1.304,0.207964,0.103286,0.1046782359480857,0.253177,1.4367,0.296456,0.71621,0.425018,,4.71244,-9.99029e-05,-0.000679999,999.0,,,,sa3023440,-0.1309309333301772,3593243687457067.5
Austin Smith,ATL,0.0474,0.0523,0.0043,4.94424,0.939,0.013,0.0,0.0,1.0,4.487,1.0276,0.588,0.54936,0.140778,0.504,,0.0534,0.8258,7.4322,4.536,1.63849,1.267,0.184043,0.112324,0.0717182978987693,0.261502,1.5316,0.299297,0.707075,0.41496,,5.01719,-0.00932734,-0.0462465,999.0,,,,sa3017071,-0.1310138392952169,3595518943028493.5
David Rodriguez,ATL,0.0421,0.0751,0.0338,6.21171,0.3371,0.1411,0.0,0.0,1.0,4.671,1.178,0.7315,0.69019,0.180889,0.5533,,0.0439,0.5606,5.0454,4.9797,1.01319,1.628,0.120017,0.118454,0.0015628263354301,0.289165,1.7313,0.299225,0.676429,0.397422,,6.18844,-9.99029e-05,-0.000679999,999.0,,,,sa3023659,-0.1313666081393744,3605200264242357.5
Carson Coleman,NYY,0.6436,0.6297,0.0,4.17944,13.0,0.0,0.0,0.6643,13.0,55.89,12.1588,6.4777,6.03697,1.85178,4.8343,,0.7177,12.7553,8.83059,3.34682,2.6385,1.282,0.228222,0.0864967,0.1417248174548149,0.241543,1.30716,0.288462,0.730205,0.390509,,4.33713,0.00923096,0.062279,999.0,,,,sa3014857,-0.13155629756277196,3610406064780583.0
Patrick Copen,LAD,0.0473,0.0738,0.0499,5.77827,0.1919,0.1719,0.0,0.0,1.0,4.623,1.1163,0.685,0.64203,0.167222,0.5712,,0.0533,0.637,5.733,5.1408,1.1152,1.505,0.137789,0.123556,0.0142331793904304,0.27918,1.6875,0.297118,0.689767,0.438401,,5.93987,-9.99029e-05,-0.000679999,999.0,,,,sa3023283,-0.1315692679776482,3610762022385041.5
Donovan Benoit,CIN,0.044,0.0539,0.0,5.17734,1.0,0.0,0.0,0.0,1.0,4.515,1.0645,0.6159,0.57526,0.157,0.4935,,0.0585,0.7824,7.0416,4.4415,1.58541,1.413,0.173289,0.109302,0.0639867186546325,0.26861,1.558,0.300139,0.704005,0.444821,,5.29868,-0.00761682,-0.0416458,999.0,,,,sa3017464,-0.13158738871987785,3611259324596006.5
Luis Angel Rodriguez,HOU,0.0502,0.0676,0.0538,5.022,0.3024,0.1484,0.0,0.0,1.0,4.469,0.9988,0.5951,0.558,0.159889,0.5089,,0.0534,0.8256,7.4304,4.5801,1.62232,1.439,0.184739,0.113873,0.070865973830223,0.255663,1.5077,0.287179,0.710828,0.375156,,5.28074,-9.99029e-05,-0.000679999,999.0,,,,sa3005435,-0.13163300514147988,3612511213013792.0
Carlos Tavera,BAL,0.0463,0.068,0.0372,5.37705,0.4352,0.1202,0.0,0.0,1.0,4.508,1.0426,0.6346,0.59745,0.177333,0.5122,,0.0381,0.7569,6.8121,4.6098,1.47774,1.596,0.167902,0.11362,0.0542812794446945,0.263436,1.5548,0.286184,0.704307,0.363745,,5.60891,-9.99029e-05,-0.000679999,999.0,,,,sa3017536,-0.1319320081015014,3620716993506618.5
Sebastian Keane,NYY,0.0435,0.0752,0.0439,5.75307,0.281,0.153,0.0,0.0,1.0,4.602,1.0874,0.6785,0.63923,0.188333,0.5273,,0.0631,0.678,6.102,4.7457,1.2858,1.695,0.147327,0.114581,0.0327466204762458,0.271064,1.6147,0.285847,0.692951,0.381614,,6.03001,-9.99029e-05,-0.000679999,999.0,,,,sa3020953,-0.1320122643750119,3622919531446550.5
Zac Leigh,CHC,0.0476,0.0504,0.0,4.42485,1.0,0.0,0.0,0.0,1.0,4.394,0.9416,0.5283,0.49165,0.130111,0.4951,,0.0512,0.9396,8.4564,4.4559,1.8978,1.171,0.213837,0.112676,0.1011606678366661,0.244718,1.4367,0.292114,0.724088,0.406049,,4.61762,-0.00444392,-0.0496548,999.0,,,,sa3017873,-0.13231243877874074,3631157460818174.5
Nolan DeVos,HOU,0.0454,0.0736,0.048,5.5512,0.2727,0.1547,0.0,0.0,1.0,4.542,1.0796,0.657,0.6168,0.166111,0.5277,,0.0416,0.7067,6.3603,4.7493,1.33921,1.495,0.155592,0.116182,0.0394099578261375,0.271755,1.6073,0.294684,0.691256,0.406901,,5.62042,-9.99029e-05,-0.000679999,999.0,,,,sa3020453,-0.1323944195392842,3633407325252982.5
Cole Stupp,DET,0.0394,0.0681,0.0198,5.75703,0.6702,0.0702,0.0,0.0,1.0,4.693,1.0947,0.6823,0.63967,0.147889,0.6381,,0.0622,0.6163,5.5467,5.7429,0.965836,1.331,0.131323,0.135968,-0.0046452283859252,0.274175,1.7328,0.293266,0.688511,0.417882,,5.95734,-0.0199346,-0.0502576,999.0,,,,sa3021467,-0.13283492189268306,3645496388245215.0
Sabier Marte,NYY,0.0387,0.0781,0.0325,6.26139,0.356,0.137,0.0,0.0,1.0,4.751,1.1739,0.7408,0.69571,0.176,0.6428,,0.0444,0.5084,4.5756,5.7852,0.790915,1.584,0.107009,0.135298,-0.0282887741923332,0.288868,1.8167,0.295289,0.685156,0.442234,,6.49928,-9.99029e-05,-0.000679999,999.0,,,,sa3019431,-0.1329895485416876,3649739932656887.0
Reudis Diaz,CHW,0.0344,0.0865,0.0353,6.49791,0.22,0.166,0.0,0.0,1.0,4.792,1.2072,0.7683,0.72199,0.163556,0.666,,0.0545,0.449,4.041,5.994,0.674174,1.472,0.0936978,0.138982,-0.0452838093042373,0.2965,1.8732,0.301723,0.67199,0.453999,,6.5562,-9.99029e-05,-0.000679999,999.0,,,,sa3021566,-0.13306587550505727,3651834635354982.5
Alec Barger,COL,0.0421,0.0557,0.0,5.28948,1.0,0.0,0.0,0.0,1.0,4.488,1.1024,0.6275,0.58772,0.152667,0.4526,,0.0498,0.7684,6.9156,4.0734,1.69775,1.374,0.171212,0.100847,0.0703654140233993,0.276596,1.555,0.309911,0.69151,0.436187,,5.12155,-0.00569675,-0.035345,999.0,,,,sa3010566,-0.13318358063461458,3655064912593566.5
Brandon Dufault,LAA,0.0452,0.0527,0.0,4.77504,1.0,0.0,0.0,0.0,1.0,4.462,1.0038,0.57,0.53056,0.138,0.5129,,0.0519,0.853,7.677,4.6161,1.66309,1.242,0.19117,0.114948,0.0762214213609695,0.25757,1.5167,0.297915,0.7153,0.435948,,4.94888,-0.00535722,-0.0465893,999.0,,,,sa3017257,-0.13324530131895046,3656758763341702.5
Wyatt Cheney,BAL,0.0396,0.0788,0.0357,6.21369,0.2999,0.1489,0.0,0.0,1.0,4.68,1.1569,0.7322,0.69041,0.186778,0.585,,0.0447,0.553,4.977,5.265,0.945299,1.681,0.118162,0.125,-0.0068376064300537,0.285633,1.7419,0.293042,0.68204,0.399403,,6.37769,-9.99029e-05,-0.000679999,999.0,,,,sa3020562,-0.13325977699235392,3657156030975528.0
Daniel Corniel,MIL,0.0395,0.0825,0.0467,6.00507,0.1754,0.1754,0.0,0.0,1.0,4.643,1.1296,0.7085,0.66723,0.182111,0.5602,,0.0516,0.6058,5.4522,5.0418,1.0814,1.639,0.130476,0.120655,0.009821243584156,0.280214,1.6898,0.292138,0.683907,0.402181,,6.15772,-9.99029e-05,-0.000679999,999.0,,,,sa3019395,-0.1333493665405308,3659614709534222.5
Cooper Adams,BOS,0.0379,0.0745,0.0234,6.25311,0.5053,0.1053,0.0,0.0,1.0,4.666,1.1876,0.7367,0.69479,0.170333,0.5465,,0.0571,0.5524,4.9716,4.9185,1.0108,1.533,0.118388,0.117124,0.0012644529342651,0.29234,1.7341,0.304601,0.666875,0.415105,,6.08681,-0.0185854,-0.042525,999.0,,,,sa3023457,-0.13357106962281418,3665699086851655.0
Jared Kelley,CHW,0.0411,0.0568,0.0,5.07015,1.0,0.0,0.0,0.0,1.0,4.558,1.038,0.6057,0.56335,0.135889,0.6014,,0.0429,0.7516,6.7644,5.4126,1.24975,1.223,0.164897,0.131944,0.0329530537128448,0.265222,1.6394,0.298099,0.713312,0.457345,,5.36274,-0.00905057,-0.0474487,999.0,,,,sa3014471,-0.13359228144839397,3666281220167484.0
Alan Perdomo,COL,0.0377,0.0638,0.0055,6.23385,0.8796,0.0256,0.0,0.0,1.0,4.692,1.2338,0.7381,0.69265,0.158556,0.5523,,0.054,0.5285,4.7565,4.9707,0.956908,1.427,0.112639,0.117711,-0.0050724521279335,0.30198,1.7861,0.316375,0.670024,0.476852,,5.9896,-0.0149922,-0.0353257,999.0,,,,sa3006399,-0.13362264556265477,3667114527157038.5
Alfredo Zarraga,TBR,0.0463,0.0538,0.006,4.4928,0.9233,0.0163,0.0,0.0,1.0,4.4,0.9488,0.5361,0.4992,0.131556,0.4978,,0.0483,0.9242,8.3178,4.4802,1.85657,1.184,0.210045,0.113136,0.0969090983271598,0.246192,1.4466,0.292067,0.721233,0.405556,,4.6666,-0.00524381,-0.0521103,999.0,,,,sa3018276,-0.1338541919324644,3673469041789374.5
Jack White,SEA,0.0419,0.0559,0.0,5.0895,1.0,0.0,0.0,0.0,1.0,4.673,1.0262,0.6103,0.5655,0.122333,0.7166,,0.0521,0.695,6.255,6.4494,0.969858,1.101,0.148727,0.153349,-0.0046222954988479,0.262838,1.7428,0.292801,0.720634,0.464358,,5.67291,-0.018252,-0.0553271,999.0,,,,sa3023404,-0.13387139553000676,3673941174055588.0
Yordanny Monegro,BOS,0.0477,0.0736,0.0595,5.29821,0.1853,0.1733,0.0,0.0,1.0,4.497,1.0741,0.6292,0.58869,0.146667,0.4936,,0.0465,0.7567,6.8103,4.4424,1.53302,1.32,0.168268,0.109762,0.0585056692361831,0.27145,1.5677,0.303725,0.688875,0.430798,,5.18005,-9.99029e-05,-0.000679999,999.0,,,,sa3015476,-0.13448963192385538,3690907936325209.5
Noah Cameron,KCR,1.9958,1.8647,0.7313,3.80362,29.62,1.62,0.0,0.6288,37.234,156.509,35.9128,17.0386,15.736,4.40602,10.5583,,1.5135,33.7336,8.1539,2.55209,3.19498,1.065,0.215538,0.0674613,0.1480764746665954,0.24864,1.24808,0.296402,0.730287,0.418665,,3.86548,0.310752,0.399432,999.0,,,,sa3018097,-0.1347042281436532,3696797274257264.0
Adam Smith,BOS,0.0405,0.0574,0.0,6.02226,1.0,0.0,0.0,0.0,1.0,4.658,1.1505,0.7105,0.66914,0.162,0.5746,,0.0561,0.5859,5.2731,5.1714,1.01967,1.458,0.125784,0.123358,0.0024259462952613,0.285675,1.7251,0.301427,0.677167,0.413698,,5.99278,-0.0175473,-0.042525,999.0,,,,sa3017147,-0.13500560071263448,3705068085848699.0
Jake Schrand,MIA,0.0376,0.0648,0.0082,5.89806,0.845,0.033,0.0,0.0,1.0,4.637,1.1305,0.6949,0.65534,0.168667,0.5597,,0.0454,0.6193,5.5737,5.0373,1.10649,1.518,0.133556,0.120703,0.012853130698204,0.280389,1.6902,0.296502,0.684494,0.382832,,5.93585,-0.0181993,-0.044807,999.0,,,,sa3016938,-0.13503836900053762,3705967372523451.0
Patrick Reilly,BAL,0.052,0.0689,0.064,5.0382,0.1895,0.1725,0.0,0.0,1.0,4.441,1.0131,0.5966,0.5598,0.166889,0.4649,,0.0457,0.8353,7.5177,4.1841,1.79673,1.502,0.188088,0.104684,0.0834046378731727,0.25776,1.478,0.288986,0.708318,0.377381,,5.19724,-9.99029e-05,-0.000679999,999.0,,,,sa3023038,-0.13520105405706073,3710432070341813.0
Cristian Nunez,BOS,0.0377,0.0821,0.0375,6.2613,0.2538,0.1588,0.0,0.0,1.0,4.672,1.1929,0.7388,0.6957,0.166222,0.5518,,0.058,0.5434,4.8906,4.9662,0.984777,1.496,0.11631,0.118108,-0.0017979443073272,0.293659,1.7447,0.306235,0.665283,0.431806,,6.06997,-9.99029e-05,-0.000679999,999.0,,,,sa3019130,-0.13551704948123125,3719104188796073.0
Mason Green,COL,0.0397,0.0805,0.0459,5.8023,0.2373,0.1623,0.0,0.0,1.0,4.581,1.1608,0.6865,0.6447,0.168,0.4949,,0.048,0.6471,5.8239,4.4541,1.30754,1.512,0.141257,0.108033,0.0332241803407669,0.287462,1.6557,0.308036,0.682295,0.43016,,5.68498,-9.99029e-05,-0.000679999,999.0,,,,sa3017717,-0.13554596313975342,3719897689753589.5
Khristian Curtis,PIT,0.0383,0.0833,0.0458,5.98491,0.1952,0.1712,0.0,0.0,1.0,4.666,1.153,0.7077,0.66499,0.157444,0.5816,,0.0477,0.583,5.247,5.2344,1.00241,1.417,0.124946,0.124646,0.0003000423312187,0.285629,1.7346,0.302026,0.67819,0.422185,,5.93516,-9.99029e-05,-0.000679999,999.0,,,,sa3023473,-0.13555196393040098,3720062374313346.5
Peniel Otano,ARI,0.0431,0.0548,0.0,5.58198,1.0,0.0,0.0,0.0,1.0,4.699,1.1378,0.6673,0.62022,0.114,0.657,,0.058,0.6044,5.4396,5.913,0.919939,1.026,0.128623,0.139817,-0.0111938714981079,0.285592,1.7948,0.313511,0.689518,0.505197,,5.58468,-0.0162922,-0.0455292,999.0,,,,sa3016751,-0.13557510516336854,3720697457919380.0
Josbel Garcia,PHI,0.0381,0.0765,0.0264,6.38361,0.4335,0.1205,0.0,0.0,1.0,4.726,1.1751,0.753,0.70929,0.179556,0.633,,0.0478,0.4954,4.4586,5.697,0.782622,1.616,0.104824,0.13394,-0.029115542769432,0.290492,1.8081,0.295392,0.67777,0.42463,,6.5523,-9.99029e-05,-0.000679999,999.0,,,,sa3019250,-0.13560853617316865,3721614932208107.0
Logan Boyer,LAD,0.05,0.0479,0.0,4.43457,1.0,0.0,0.0,0.0,1.0,4.35,0.9601,0.5278,0.49273,0.144444,0.4329,,0.0433,0.958,8.622,3.8961,2.21298,1.3,0.22023,0.0995172,0.1207126453518867,0.247845,1.393,0.294316,0.726584,0.39825,,4.55686,-0.00140262,-0.048589,999.0,,,,sa3015002,-0.13576195351139275,3725825288524213.0
Adam Boucher,TBR,0.0427,0.0551,0.0,5.13873,1.0,0.0,0.0,0.0,1.0,4.552,1.03,0.6119,0.57097,0.138556,0.5921,,0.0432,0.75,6.75,5.3289,1.26668,1.247,0.164763,0.130075,0.0346880406141281,0.262976,1.6221,0.294386,0.707362,0.427527,,5.3736,-0.0134215,-0.0521007,999.0,,,,sa3023128,-0.1357700896087266,3726048574035449.5
Andrew Marrero,STL,0.0453,0.0526,0.0,4.79682,1.0,0.0,0.0,0.0,1.0,4.478,0.9755,0.57,0.53298,0.139556,0.5366,,0.0579,0.8503,7.6527,4.8294,1.58461,1.256,0.189884,0.11983,0.0700535997748375,0.251191,1.5121,0.28889,0.715489,0.38562,,5.0636,-0.0092666,-0.0485637,999.0,,,,sa3016941,-0.13581935782038865,3727400681486639.0
Yerry Rodríguez,PIT,0.047,0.0509,0.0,4.30866,1.0,0.0,0.0,0.0,1.0,4.374,0.9487,0.5152,0.47874,0.120556,0.4751,,0.0431,0.9577,8.6193,4.2759,2.01579,1.085,0.218953,0.108619,0.1103337928652763,0.246045,1.4238,0.298157,0.723971,0.412554,,4.3729,0.000652145,-0.0446113,999.0,,,,21955,-0.13584246130767103,3728034729207252.0
Peyton Glavine,WSN,0.0421,0.0557,0.0,5.22531,1.0,0.0,0.0,0.0,1.0,4.593,1.0373,0.6208,0.58059,0.142222,0.6266,,0.0444,0.717,6.453,5.6394,1.14427,1.28,0.156107,0.136425,0.0196821242570877,0.264482,1.6639,0.292244,0.712116,0.405591,,5.59437,-0.0132457,-0.0469189,999.0,,,,sa3017533,-0.13611840150974777,3735607579747677.5
Michael Kelly,ATH,1.1483,1.2019,0.0,4.075,24.0,0.0,0.0,0.6357,24.0,103.049,22.3573,11.69,10.8667,2.95733,9.5275,,1.083,22.2303,8.33636,3.57281,2.33328,1.109,0.215726,0.092456,0.1232695132493972,0.241861,1.32853,0.288472,0.727884,0.38477,,4.24216,-0.00642242,0.00371612,999.0,,,,12791,-0.13611923999498932,3735630590977526.5
Kelly Austin,NYY,0.045,0.0529,0.0,5.07528,1.0,0.0,0.0,0.0,1.0,4.5,1.0255,0.6012,0.56392,0.163333,0.5023,,0.0466,0.8067,7.2603,4.5207,1.60601,1.47,0.179267,0.111622,0.0676444321870803,0.259548,1.5278,0.289214,0.713245,0.384581,,5.32311,-0.0101888,-0.0491051,999.0,,,,sa3023264,-0.13625535603600433,3739366133776305.0
Keiverson Ramirez,STL,0.0343,0.088,0.0372,6.49548,0.1754,0.1754,0.0,0.0,1.0,4.764,1.1997,0.7664,0.72172,0.173556,0.6374,,0.0509,0.465,4.185,5.7366,0.729526,1.562,0.0976071,0.133795,-0.0361880734562873,0.294354,1.8371,0.298546,0.671655,0.430992,,6.5576,-9.99029e-05,-0.000679999,999.0,,,,sa3022126,-0.13638055372457172,3742802035382494.5
Gerelmi Maldonado,SFG,0.042,0.0791,0.0521,5.61411,0.2051,0.1691,0.0,0.0,1.0,4.632,1.1025,0.6668,0.62379,0.146778,0.571,,0.0531,0.6604,5.9436,5.139,1.15657,1.321,0.142573,0.123273,0.0193005204200744,0.275082,1.6735,0.298596,0.685758,0.434924,,5.62609,-9.99029e-05,-0.000679999,999.0,,,,sa3016018,-0.13641108246204744,3743639860260317.5
Ervin Torres,COL,0.0352,0.0866,0.0379,6.42438,0.1919,0.1719,0.0,0.0,1.0,4.789,1.1881,0.7576,0.71382,0.169444,0.6698,,0.0513,0.4626,4.1634,6.0282,0.690654,1.525,0.0965964,0.139862,-0.0432658120989799,0.292067,1.8579,0.296478,0.678913,0.412012,,6.60736,-9.99029e-05,-0.000679999,999.0,,,,sa3018827,-0.13688547930147046,3756659117094817.5
Douglas Orellana,NYM,0.0486,0.071,0.0548,5.28849,0.2431,0.1611,0.0,0.0,1.0,4.54,1.0268,0.6267,0.58761,0.163778,0.5498,,0.0441,0.7513,6.7617,4.9482,1.3665,1.474,0.165485,0.121101,0.0443832576274871,0.260206,1.5766,0.28473,0.705034,0.388255,,5.57469,-9.99029e-05,-0.000679999,999.0,,,,sa3016817,-0.1368914704521283,3756823537096526.5
Garrett Apker,DET,0.0399,0.0602,0.0045,5.66775,0.9233,0.0163,0.0,0.0,1.0,4.682,1.0792,0.6718,0.62975,0.147333,0.6535,,0.0487,0.6245,5.6205,5.8815,0.955624,1.326,0.133383,0.139577,-0.0061939507722854,0.271169,1.7327,0.290485,0.695019,0.409279,,5.93941,-0.0197237,-0.050248,999.0,,,,sa3020821,-0.1369739401460517,3759086819726227.0
Gleiner Diaz,SEA,0.0416,0.0562,0.0,5.19561,1.0,0.0,0.0,0.0,1.0,4.602,1.0261,0.6188,0.57729,0.141889,0.619,,0.0579,0.7296,6.5664,5.571,1.17868,1.277,0.15854,0.134507,0.0240330249071121,0.26142,1.6451,0.289562,0.709528,0.425962,,5.58254,-0.0172006,-0.0553176,999.0,,,,sa3015501,-0.13714008584798842,3763646490840591.0
Ronny Chalas,DET,0.0401,0.0624,0.0095,5.65425,0.845,0.033,0.0,0.0,1.0,4.671,1.0882,0.6704,0.62825,0.146444,0.6347,,0.0479,0.6304,5.6736,5.7123,0.993225,1.318,0.13496,0.135881,-0.0009205639362335,0.272841,1.7229,0.29324,0.693402,0.413293,,5.85726,-0.0188017,-0.050248,999.0,,,,sa3015970,-0.13770829679993712,3779240364376074.5
