Name,auction_value
Gabriel Terrero,-inf
Emilio Sanchez,-inf
Jesus Alexander,-inf
Curtis Washington Jr.,-inf
Asbel Gonzalez,-inf
Roinny Aguiar,-inf
Taishi Nakawake,-inf
Stiven Flores,-inf
Larry Martinez,-inf
Danny Cancro,-inf
Roldy Brito,-inf
Diorland Zambrano,-inf
Kendrick Herrera,-inf
Jose Rodriguez,-inf
Santiago Gomez,-inf
German Ortiz,-inf
Dauri Fernandez,-inf
Marcos De La Rosa,-inf
Abdias De La Cruz,-inf
Nate Rombach,-inf
Vincent Perozo,-inf
Kevin Guerrero,-inf
Armando Sierra,-inf
Albert Feliz,-inf
Jacob Jenkins-Cowart,-inf
Yassel Soler,-inf
Moises Polanco,-inf
Tyler Rodriguez,-inf
Chas McCormick,inf
Ceddanne Rafaela,inf
Andrew Benintendi,inf
Wilyer Abreu,inf
Isiah Kiner-Falefa,inf
Luke Raley,inf
Will Smith,inf
Masataka Yoshida,inf
MJ Melendez,inf
Christian Encarnacion-Strand,inf
Michael Conforto,inf
Jo Adell,inf
Ryan Mountcastle,inf
Matt Vierling,inf
Jonny DeLuca,inf
Mike Yastrzemski,inf
Colt Keith,inf
Evan Carter,inf
Brayan Rocchio,inf
Kyle Isbel,inf
Michael Massey,inf
Geraldo Perdomo,inf
Thairo Estrada,inf
J.P. Crawford,inf
Jose Miranda,inf
Kyle Manzardo,inf
Gabriel Moreno,inf
J.T. Realmuto,inf
Jeff McNeil,inf
Jeimer Candelario,inf
Kerry Carpenter,inf
Francisco Alvarez,inf
Carlos Correa,inf
LaMonte Wade Jr.,inf
Heliot Ramos,inf
Nathaniel Lowe,inf
Jordan Westburg,inf
Eugenio Suárez,inf
Jacob Young,inf
Carlos Santana,inf
Alec Bohm,inf
Joc Pederson,inf
Lourdes Gurriel Jr.,inf
Yainer Diaz,inf
Jake Fraley,inf
Joey Ortiz,inf
Josh Jung,inf
Christopher Morel,inf
Josh Bell,inf
Matt Wallner,inf
Nolan Jones,inf
Alec Burleson,inf
Matt Shaw,inf
Tyler Soderstrom,inf
Victor Scott II,inf
Ke'Bryan Hayes,inf
Shea Langeliers,inf
Jake Cronenworth,inf
Brandon Marsh,inf
Trevor Larnach,inf
Jordan Walker,inf
Jarred Kelenic,inf
Brendan Donovan,inf
Iván Herrera,inf
Orlando Arcia,inf
Deyvison De Los Santos,inf
Dairon Blanco,inf
Luis Campusano,inf
Mitch Haniger,inf
Jake Meyers,inf
Heston Kjerstad,inf
Gio Urshela,inf
Leody Taveras,inf
Wilmer Flores,inf
Danny Jansen,inf
Wenceel Pérez,inf
Kristian Campbell,inf
Lenyn Sosa,inf
DJ LeMahieu,inf
Pavin Smith,inf
Hunter Renfroe,inf
Connor Wong,inf
Ernie Clement,inf
Hunter Goodman,inf
Josh Smith,inf
Davis Schneider,inf
Richie Palacios,inf
Nick Yorke,inf
Joey Bart,inf
Tyrone Taylor,inf
Griffin Conine,inf
Garrett Mitchell,inf
Jonathan Aranda,inf
Jhonkensy Noel,inf
Jonah Bride,inf
Anthony Rendon,inf
Edouard Julien,inf
Jordan Beck,inf
Andrew McCutchen,inf
Spencer Horwitz,inf
Logan O'Hoppe,inf
Max Kepler,inf
Starling Marte,inf
Mike Tauchman,inf
Brooks Lee,inf
Kyle Stowers,inf
Austin Wells,inf
Otto Lopez,inf
Kris Bryant,inf
Ryan O'Hearn,inf
Brett Baty,inf
Nick Gonzales,inf
Tyler Stephenson,inf
Miguel Vargas,inf
Keibert Ruiz,inf
Jacob Wilson,inf
Tirso Ornelas,inf
Sal Frelick,inf
Bo Naylor,inf
Jose Siri,inf
Ryan Jeffers,inf
Jackson Holliday,inf
Sean Murphy,inf
José Caballero,inf
Alejandro Kirk,inf
Eguy Rosario,inf
Patrick Bailey,inf
Hyeseong Kim,inf
Gavin Lux,inf
Connor Norby,inf
Dylan Crews,inf
Nolan Schanuel,inf
Anthony Volpe,inf
Matt Olson,inf
Randy Arozarena,inf
Manny Machado,inf
Austin Riley,inf
Christian Walker,inf
James Wood,inf
Teoscar Hernández,inf
Mike Trout,inf
Jackson Merrill,inf
Wyatt Langford,inf
Matt McLain,inf
Ozzie Albies,inf
Marcus Semien,inf
Willy Adames,inf
Ian Happ,inf
William Contreras,inf
Marcell Ozuna,inf
Steven Kwan,inf
Bryan Reynolds,inf
Mark Vientos,inf
Seiya Suzuki,inf
Lane Thomas,inf
Zach Neto,inf
George Springer,inf
Taylor Ward,inf
Corey Seager,inf
Triston Casas,inf
Xavier Edwards,inf
Christian Yelich,inf
Luis Rengifo,inf
Jose Altuve,inf
Rafael Devers,inf
Ronald Acuña Jr.,inf
Sam Hilliard,inf
Bobby Witt Jr.,inf
Aaron Judge,inf
Corbin Carroll,inf
Fernando Tatis Jr.,inf
José Ramírez,inf
Juan Soto,inf
Kyle Tucker,inf
Gunnar Henderson,inf
Julio Rodríguez,inf
Jazz Chisholm Jr.,inf
Mookie Betts,inf
Jackson Chourio,inf
Kyle Schwarber,inf
Francisco Lindor,inf
CJ Abrams,inf
Bryce Harper,inf
Luis Robert Jr.,inf
Vladimir Guerrero Jr.,inf
Yordan Alvarez,inf
Jarren Duran,inf
Michael Harris II,inf
Trea Turner,inf
Brenton Doyle,inf
Oneil Cruz,inf
Lawrence Butler,inf
Freddie Freeman,inf
Brent Rooker,inf
Ketel Marte,inf
Max Muncy,inf
Victor Robles,inf
Bryson Stott,inf
Jonathan India,inf
Jorge Soler,inf
JJ Bleday,inf
Ryan McMahon,inf
Royce Lewis,inf
Nico Hoerner,inf
Gleyber Torres,inf
Maikel Garcia,inf
Tyler Fitzgerald,inf
Michael Toglia,inf
Nick Castellanos,inf
Salvador Perez,inf
Jake Burger,inf
Jesús Sánchez,inf
Adley Rutschman,inf
Brandon Lowe,inf
Tyler O'Neill,inf
Nolan Arenado,inf
Colton Cowser,inf
Luis García Jr.,inf
Giancarlo Stanton,inf
Daulton Varsho,inf
Josh Lowe,inf
Luis Arraez,inf
Tommy Edman,inf
Andrew Vaughn,inf
Rhys Hoskins,inf
Michael Busch,inf
Lars Nootbaar,inf
Jasson Domínguez,inf
Junior Caminero,inf
Jeremy Peña,inf
Pete Crow-Armstrong,inf
Matt Chapman,inf
Adolis García,inf
Riley Greene,inf
Josh Naylor,inf
Spencer Steer,inf
Brice Turang,inf
Cedric Mullins,inf
Vinnie Pasquantino,inf
Paul Goldschmidt,inf
Masyn Winn,inf
Jake McCarthy,inf
Ezequiel Tovar,inf
TJ Friedl,inf
Willi Castro,inf
Andrés Giménez,inf
Yandy Díaz,inf
Willson Contreras,inf
Jung Hoo Lee,inf
Parker Meadows,inf
Bo Bichette,inf
Byron Buxton,inf
Isaac Paredes,inf
Cody Bellinger,inf
Zack Gelof,inf
Dansby Swanson,inf
Trevor Story,inf
Xander Bogaerts,inf
Dylan Moore,inf
Cal Raleigh,inf
Brandon Nimmo,inf
Caleb Durbin,inf
Weston Wilson,inf
Josh Rojas,inf
Daz Cameron,inf
Mike Brosseau,inf
Austin Hedges,inf
Dominic Canzone,inf
Leo Jiménez,inf
Cal Stevenson,inf
Luken Baker,inf
Kameron Misner,inf
Greg Jones,inf
Joey Wiemer,inf
José Fermín,inf
Dominic Fletcher,inf
Kyle McCann,inf
Owen Caissie,inf
Colby Thomas,inf
Bryan Ramos,inf
Carlos D. Rodriguez,inf
Nick Maton,inf
Scott Kingery,inf
Trey Lipscomb,inf
Michael Helman,inf
Curtis Mead,inf
Emmanuel Rodriguez,inf
Jorge Barrosa,inf
Max Acosta,inf
Jose Herrera,inf
Oscar Gonzalez,inf
Travis Bazzana,inf
Michael Stefanic,inf
Eric Haase,inf
Nick Sogard,inf
Garrett Stubbs,inf
James Outman,inf
Payton Eeles,inf
Liam Hicks,inf
Vidal Bruján,inf
Brett Wisely,inf
Alexander Canario,inf
Gabriel Arias,inf
Luis Torrens,inf
Brock Wilken,inf
Nick Senzel,inf
Matt Thaiss,inf
Cooper Bowman,inf
Graham Pauley,inf
Edmundo Sosa,inf
Alex Jackson,inf
Austin Barnes,inf
Luis Matos,inf
Romy Gonzalez,inf
Eric Wagaman,inf
Justyn-Henry Malloy,inf
Eli White,inf
Nick Allen,inf
Juan Yepez,inf
Marco Luciano,inf
Jared Young,inf
Drew Waters,inf
Riley Adams,inf
Jon Singleton,inf
Jared Serna,inf
Nick Dunn,inf
Jakob Marsee,inf
Nick Loftin,inf
Bryce Eldridge,inf
Nick Pratto,inf
Tim Elko,inf
Phil Clarke,inf
Tre' Morgan,inf
Bryan Torres,inf
Emmanuel Rivera,inf
Matt Koperniak,inf
Javier Vaz,inf
Quincy Hamilton,inf
Buddy Kennedy,inf
Ryan Noda,inf
Jhonny Pereda,inf
Jorbit Vivas,inf
Zach Dezenzo,inf
Austin Gauthier,inf
Jimmy Crooks,inf
Rikuu Nishida,inf
Carlos Mendoza,inf
Mark Mathias,inf
Cooper Hummel,inf
Luis De Los Santos,inf
Darren Baker,inf
Rafael Lantigua,inf
Aaron Schunk,inf
River Town,inf
Liover Peguero,inf
Noah Mendlinger,inf
J.C. Escarra,inf
RJ Schreck,inf
Elly De La Cruz,inf
Jason Delay,inf
Trenton Brooks,inf
Luis Vazquez,inf
Tim Tawa,inf
Drew Millas,inf
Zac Veen,inf
Jacob Hurtubise,inf
Nasim Nuñez,inf
Henry Davis,inf
DaShawn Keirsey Jr.,inf
Luke Williams,inf
Max Muncy,inf
Dustin Harris,inf
Jonathon Long,inf
Isaac Collins,inf
Marcelo Mayer,inf
Mickey Gasper,inf
Tyler Gentry,inf
Andrés Chaparro,inf
Wander Franco,inf
Nacho Alvarez Jr.,inf
Moises Ballesteros,inf
Chadwick Tromp,inf
Adael Amador,inf
Ji Hwan Bae,inf
Cavan Biggio,inf
Brett Harris,inf
Ben Rice,inf
Gustavo Campero,inf
Wade Meckler,inf
Niko Kavadas,inf
Cooper Ingle,inf
Rafael Marchán,inf
Enmanuel Valdez,inf
Ildemaro Vargas,inf
Darell Hernaiz,inf
Leo Rivas,inf
Javier Báez,inf
Oswald Peraza,inf
Jonah Heim,inf
Will Benson,inf
Endy Rodríguez,inf
Luisangel Acuña,inf
Mauricio Dubón,inf
Austin Slater,inf
Travis d'Arnaud,inf
Carson Kelly,inf
Juan Brito,inf
Freddy Fermin,inf
Jack Suwinski,inf
Nolan Gorman,inf
Will Brennan,inf
Jerar Encarnacion,inf
Gary Sánchez,inf
Kyle Farmer,inf
Jacob Stallings,inf
Dane Myers,inf
Ramón Urías,inf
Chris Taylor,inf
Bryan De La Cruz,inf
Zach DeLoach,inf
Cole Young,inf
Jose Trevino,inf
Noelvi Marte,inf
Tyler Black,inf
Christian Vázquez,inf
Brooks Baldwin,inf
Christian Moore,inf
Miguel Amaya,inf
Jordan Lawlar,inf
Seth Brown,inf
Johan Rojas,inf
Alek Thomas,inf
José Tena,inf
Andy Pages,inf
Miguel Andujar,inf
Colson Montgomery,inf
Ryan Bliss,inf
Jake Rogers,inf
Joey Loperfido,inf
Oswaldo Cabrera,inf
Billy Cook,inf
Trey Sweeney,inf
Roman Anthony,inf
Taylor Walls,inf
Thomas Saggese,inf
Jace Jung,inf
Mickey Moniak,inf
Mitch Garver,inf
Alex Call,inf
Rob Refsnyder,inf
Joshua Palacios,inf
David Hamilton,inf
Nick Fortes,inf
Ty France,inf
Stuart Fairchild,inf
Kyle Higashioka,inf
Taylor Trammell,inf
Derek Hill,inf
Will Wagner,inf
Oliver Dunn,inf
Addison Barger,inf
Chase Meidroth,inf
Pedro León,inf
Tom Murphy,inf
Luke Keaschall,inf
Ezequiel Duran,inf
Michael Siani,inf
Javier Sanoja,inf
Brady House,inf
Kyle Teel,inf
Ronny Mauricio,inf
Alan Roden,inf
Tyler Freeman,inf
Jonatan Clase,inf
Edgar Quero,inf
Brandon Lockridge,inf
Chandler Simpson,inf
Jorge Mateo,inf
Jared Triolo,inf
Coby Mayo,inf
Andruw Monasterio,inf
Nelson Velázquez,inf
Korey Lee,inf
Tyler Heineman,inf
Blaze Alexander,inf
Shay Whitcomb,inf
Adrian Del Castillo,inf
Drake Baldwin,inf
Max Schuemann,inf
Daniel Schneemann,inf
Gage Workman,inf
Andy Ibáñez,inf
Jake Mangum,inf
Carlos Narvaez,inf
Austin Shenton,inf
Angel Martínez,inf
Nathan Lukes,inf
Spencer Torkelson,inf
Orelvis Martinez,inf
Jacob Melton,inf
Matt Mervis,inf
Zach McKinstry,inf
Amed Rosario,inf
Tyler Wade,inf
David Fry,inf
Carson Williams,inf
Santiago Espinal,inf
Austin Martin,inf
Victor Caratini,inf
Blake Perkins,inf
Esteury Ruiz,inf
Kevin Newman,inf
Dillon Dingler,inf
Drew Romo,inf
Miguel Rojas,inf
Tyler Locklear,inf
Sean Bouchard,inf
Oscar Colás,inf
Brett Sullivan,inf
Ben Rortvedt,inf
Chase DeLauter,inf
Trent Grisham,inf
Pedro Pagés,inf
Vaughn Grissom,inf
Agustin Ramirez,inf
Grant McCray,inf
Shohei Ohtani,inf
