Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Esteban Luna","BAL",0.0304,0.0922,0.0298,6.88104,0.1754,0.1754,0,0,1,4.869,1.195,0.8092,0.76456,0.177556,0.7523,,0.0497,0.4826,4.3434,6.7707,0.641499,1.598,0.0991169,0.154508,-0.05539125204086304,0.293828,1.9473,0.298647,0.669974,0.419006,,6.9155,-0.0000999029,-0.000679999,999,,,,"sa3024100"
"Samuel Perez","CIN",0.0307,0.0903,0.0277,6.91038,0.2266,0.1646,0,0,1,4.844,1.2114,0.8115,0.76782,0.186222,0.7037,,0.0494,0.4607,4.1463,6.3333,0.654682,1.676,0.0951074,0.145273,-0.05016515403985977,0.296121,1.9151,0.297673,0.667074,0.404996,,6.92527,-0.0000999029,-0.000679999,999,,,,"sa3024068"
"Francisco Morao","BAL",0.0349,0.0862,0.032,6.68808,0.215,0.167,0,0,1,4.88,1.165,0.7867,0.74312,0.174778,0.7856,,0.0521,0.5106,4.5954,7.0704,0.649949,1.573,0.104631,0.160984,-0.056352466344833374,0.288202,1.9506,0.294979,0.682275,0.399403,,6.93049,-0.0000999029,-0.000679999,999,,,,"sa3022130"
"Sandy Ozuna","COL",0.0318,0.0867,0.0251,6.8787,0.3131,0.1461,0,0,1,4.862,1.1801,0.8073,0.7643,0.184111,0.7494,,0.0502,0.5137,4.6233,6.7446,0.685482,1.657,0.105656,0.154134,-0.04847799986600876,0.290493,1.9295,0.296021,0.671275,0.395007,,6.93132,-0.0000999029,-0.000679999,999,,,,"sa3021041"
"Cesar Jimenez",,0.0333,0.0803,0.0199,6.85683,0.4715,0.1125,0,0,1,4.865,1.1899,0.8054,0.76187,0.180778,0.7456,,0.0509,0.4868,4.3812,6.7104,0.652897,1.627,0.100062,0.153258,-0.053196296095848083,0.292467,1.9355,0.29672,0.671715,0.404,,6.93249,-0.0000999029,-0.000679999,999,,,,"sa3019381"
"Yermain Ruiz","BOS",0.0301,0.0925,0.0291,6.91695,0.1754,0.1754,0,0,1,4.847,1.2081,0.8123,0.76855,0.185778,0.7108,,0.0495,0.4636,4.1724,6.3972,0.652223,1.672,0.0956468,0.146647,-0.05100061744451523,0.295617,1.9189,0.297418,0.667104,0.405997,,6.93529,-0.0000999029,-0.000679999,999,,,,"sa3024529"
"Yeimison Arias","TEX",0.0314,0.087,0.0247,6.91263,0.3131,0.1461,0,0,1,4.858,1.2013,0.8115,0.76807,0.184111,0.7239,,0.0542,0.4791,4.3119,6.5151,0.661832,1.657,0.0986208,0.149012,-0.050391122698783875,0.294444,1.9252,0.297712,0.667908,0.402998,,6.93602,-0.0000999029,-0.000679999,999,,,,"sa3019796"
"Joel Garcia","MIN",0.0291,0.0926,0.0263,7.01568,0.2068,0.1688,0,0,1,4.859,1.2079,0.8219,0.77952,0.190556,0.7118,,0.0484,0.494,4.446,6.4062,0.694015,1.715,0.101667,0.146491,-0.044824033975601196,0.294696,1.9197,0.297971,0.664157,0.385147,,6.9363,-0.0000999029,-0.000679999,999,,,,"sa3021999"
"Manuel Perez","ATH",0.0318,0.0861,0.0245,6.86205,0.3313,0.1423,0,0,1,4.88,1.1918,0.8073,0.76245,0.174778,0.762,,0.0561,0.4764,4.2876,6.858,0.625197,1.573,0.0976229,0.156148,-0.05852459371089935,0.293409,1.9538,0.298184,0.670817,0.421992,,6.94009,-0.0000999029,-0.000679999,999,,,,"sa3019373"
"Jose Varela","HOU",0.0319,0.0883,0.0258,6.96087,0.2505,0.1595,0,0,1,4.858,1.1679,0.8163,0.77343,0.187778,0.7651,,0.0504,0.5565,5.0085,6.8859,0.727356,1.69,0.114553,0.157493,-0.042939476668834686,0.288905,1.933,0.297167,0.668638,0.395247,,6.94109,-0.0000999029,-0.000679999,999,,,,"sa3021987"
"Christian Oppor","CHW",0.0319,0.0891,0.0298,6.78762,0.2266,0.1646,0,0,1,4.905,1.1696,0.7978,0.75418,0.171111,0.8105,,0.0489,0.5114,4.6026,7.2945,0.630969,1.54,0.104261,0.16524,-0.060978591442108154,0.289104,1.9801,0.296896,0.67927,0.397996,,6.94632,-0.0000999029,-0.000679999,999,,,,"sa3022950"
"Jonaiker Castellar",,0.0311,0.0885,0.0256,6.9291,0.2785,0.1535,0,0,1,4.861,1.1926,0.8129,0.7699,0.186222,0.7374,,0.0494,0.5006,4.5054,6.6366,0.678872,1.676,0.102983,0.151697,-0.048714250326156616,0.29272,1.93,0.297096,0.669207,0.394998,,6.94657,-0.0000999029,-0.000679999,999,,,,"sa3019755"
"Marlon De La Cruz","WSN",0.0298,0.0928,0.0288,6.9336,0.1754,0.1754,0,0,1,4.892,1.1915,0.8153,0.7704,0.175556,0.7755,,0.0558,0.4943,4.4487,6.9795,0.637395,1.58,0.101043,0.158524,-0.05748159438371658,0.293422,1.967,0.299614,0.669118,0.421001,,6.954,-0.0000999029,-0.000679999,999,,,,"sa3023833"
"Mauricio Colmenares","CIN",0.0308,0.0892,0.0261,6.92991,0.2604,0.1574,0,0,1,4.851,1.2129,0.8138,0.76999,0.186,0.7082,,0.0511,0.4529,4.0761,6.3738,0.639509,1.674,0.0933622,0.145991,-0.052628323435783386,0.296429,1.9211,0.297411,0.666767,0.405993,,6.95658,-0.0000999029,-0.000679999,999,,,,"sa3022042"
"Marwys Cabrera","KCR",0.0299,0.0927,0.0287,6.93612,0.1754,0.1754,0,0,1,4.871,1.1956,0.8147,0.77068,0.182,0.7462,,0.0535,0.4864,4.3776,6.7158,0.651836,1.638,0.0998563,0.153192,-0.05333607643842697,0.293665,1.9418,0.297864,0.668109,0.409006,,6.95878,-0.0000999029,-0.000679999,999,,,,"sa3021992"
"Leuris Portorreal","WSN",0.0292,0.0926,0.03,6.81453,0.2043,0.1693,0,0,1,4.807,1.2064,0.801,0.75717,0.187,0.6809,,0.0498,0.4147,3.7323,6.1281,0.609047,1.683,0.08627,0.141648,-0.055377572774887085,0.295955,1.8873,0.293386,0.668287,0.409006,,6.96018,-0.0000999029,-0.000679999,999,,,,"sa3021520"
"Marcos Pimentel","COL",0.0299,0.0927,0.0288,6.93585,0.1754,0.1754,0,0,1,4.847,1.2157,0.8146,0.77065,0.186667,0.7036,,0.0491,0.4455,4.0095,6.3324,0.633172,1.68,0.0919125,0.145162,-0.05324944108724594,0.296925,1.9193,0.297225,0.666298,0.408005,,6.96025,-0.0000999029,-0.000679999,999,,,,"sa3024085"
"Maxwel Hernandez","PHI",0.0339,0.0862,0.0289,6.77466,0.2505,0.1595,0,0,1,4.827,1.1913,0.7981,0.75274,0.181556,0.7218,,0.0541,0.447,4.023,6.4962,0.619285,1.634,0.0926041,0.149534,-0.05692976713180542,0.294068,1.9131,0.295027,0.672123,0.433654,,6.9604,-0.0000999029,-0.000679999,999,,,,"sa3018822"
"Franyerson Reyes","DET",0.0298,0.0922,0.0278,6.96051,0.1919,0.1719,0,0,1,4.843,1.2169,0.8166,0.77339,0.190222,0.6901,,0.0537,0.4546,4.0914,6.2109,0.658745,1.712,0.0938674,0.142494,-0.04862687736749649,0.296863,1.907,0.297211,0.664599,0.399004,,6.96157,-0.0000999029,-0.000679999,999,,,,"sa3024586"
"Jaiker Garcia","TEX",0.0298,0.0922,0.0279,6.95511,0.1919,0.1719,0,0,1,4.86,1.2077,0.8166,0.77279,0.185333,0.723,,0.0516,0.4683,4.2147,6.507,0.647718,1.668,0.096358,0.148765,-0.052407406270504,0.295614,1.9307,0.297913,0.666633,0.405996,,6.96301,-0.0000999029,-0.000679999,999,,,,"sa3018626"
"Jesus Colina","CIN",0.031,0.089,0.0268,6.89517,0.2579,0.1579,0,0,1,4.852,1.2112,0.8105,0.76613,0.182667,0.714,,0.0523,0.4373,3.9357,6.426,0.612465,1.644,0.0901278,0.147156,-0.05702803283929825,0.296449,1.9252,0.296772,0.667698,0.414994,,6.96545,-0.0000999029,-0.000679999,999,,,,"sa3019776"
"Johnathan Rogers","DET",0.0282,0.0934,0.0284,6.89823,0.2109,0.1679,0,0,1,4.876,1.1881,0.8097,0.76647,0.179556,0.7439,,0.049,0.4564,4.1076,6.6951,0.613523,1.616,0.0936013,0.152564,-0.05896225571632385,0.29098,1.932,0.292574,0.667788,0.389817,,6.9666,-0.0000999029,-0.000679999,999,,,,"sa3023182"
"Brandon Herbold","KCR",0.0304,0.0899,0.0246,7.03386,0.2505,0.1595,0,0,1,4.928,1.2144,0.8252,0.78154,0.167,0.7941,,0.0528,0.4555,4.0995,7.1469,0.573605,1.503,0.092431,0.16114,-0.06870941817760468,0.297567,2.0085,0.302839,0.666761,0.39368,,6.96718,-0.0000999029,-0.000679999,999,,,,"sa3021988"
"Wandy Abreu",,0.0301,0.0911,0.0268,6.96672,0.22,0.166,0,0,1,4.843,1.2099,0.8168,0.77408,0.192,0.6998,,0.0491,0.4706,4.2354,6.2982,0.672478,1.728,0.0971712,0.144497,-0.04732603579759598,0.295523,1.9097,0.296634,0.666037,0.390993,,6.96798,-0.0000999029,-0.000679999,999,,,,"sa3018825"
"Nyan Hernandez",,0.0307,0.0892,0.0258,6.94782,0.2661,0.1561,0,0,1,4.871,1.2032,0.816,0.77198,0.182333,0.7426,,0.0505,0.4739,4.2651,6.6834,0.638163,1.641,0.0972901,0.152453,-0.055163219571113586,0.295054,1.9458,0.298354,0.66831,0.409006,,6.96831,-0.0000999029,-0.000679999,999,,,,"sa3009475"
"Madinson Frias","BOS",0.0293,0.0933,0.028,6.97707,0.1754,0.1754,0,0,1,4.873,1.2269,0.8206,0.77523,0.179111,0.7287,,0.0498,0.4307,3.8763,6.5583,0.591053,1.612,0.088385,0.149538,-0.06115328520536423,0.299646,1.9556,0.300684,0.66575,0.426999,,6.96902,-0.0000999029,-0.000679999,999,,,,"sa3024244"
"Jordany Chirinos","CHW",0.0305,0.09,0.0265,6.93414,0.2431,0.1611,0,0,1,4.863,1.1906,0.8136,0.77046,0.186444,0.7453,,0.0456,0.4953,4.4577,6.7077,0.664565,1.678,0.101851,0.153259,-0.05140859633684158,0.29238,1.9359,0.29618,0.670079,0.396006,,6.97236,-0.0000999029,-0.000679999,999,,,,"sa3022219"
"Wander Ventura",,0.0316,0.0855,0.0232,6.91389,0.356,0.137,0,0,1,4.888,1.2087,0.8136,0.76821,0.174111,0.7564,,0.0562,0.4473,4.0257,6.8076,0.591354,1.567,0.0915098,0.154746,-0.06323648989200592,0.296584,1.9651,0.299534,0.668954,0.428994,,6.97312,-0.0000999029,-0.000679999,999,,,,"sa3018892"
"Eybersson Polanco","BOS",0.0278,0.0942,0.0223,7.24032,0.1985,0.1705,0,0,1,4.87,1.2483,0.8486,0.80448,0.185111,0.7126,,0.0499,0.4431,3.9879,6.4134,0.621807,1.666,0.0909856,0.146324,-0.05533881485462189,0.303907,1.9609,0.305577,0.653623,0.41309,,6.97422,-0.0000999029,-0.000679999,999,,,,"sa3018301"
"Juan Pinto","SEA",0.0319,0.0874,0.033,6.46659,0.2826,0.1526,0,0,1,4.934,1.1198,0.7647,0.71851,0.154222,0.8819,,0.0613,0.5133,4.6197,7.9371,0.582039,1.388,0.104033,0.178739,-0.07470612972974777,0.280595,2.0017,0.29055,0.692691,0.433953,,6.97437,-0.0000999029,-0.000679999,999,,,,"sa3018295"
"Edgar Leon","LAD",0.0301,0.0919,0.0284,6.9237,0.1919,0.1719,0,0,1,4.867,1.1938,0.8132,0.7693,0.183111,0.7444,,0.0514,0.4798,4.3182,6.6996,0.644546,1.648,0.0985823,0.152948,-0.05436614155769348,0.29323,1.9382,0.296538,0.668908,0.40699,,6.97472,-0.0000999029,-0.000679999,999,,,,"sa3019161"
"Rolfi Jimenez",,0.0315,0.0857,0.0232,6.94251,0.3494,0.1384,0,0,1,4.876,1.2069,0.8156,0.77139,0.181,0.7467,,0.0477,0.4638,4.1742,6.7203,0.621133,1.629,0.095119,0.153138,-0.05801886320114136,0.295693,1.9536,0.298504,0.669333,0.412003,,6.97508,-0.0000999029,-0.000679999,999,,,,"sa3016471"
"Paul Wilson","DET",0.03,0.0909,0.0308,6.72588,0.2332,0.1632,0,0,1,4.942,1.1635,0.7922,0.74732,0.158,0.8447,,0.0504,0.4649,4.1841,7.6023,0.550373,1.422,0.0940712,0.170923,-0.07685147225856781,0.287504,2.0082,0.293662,0.68047,0.408277,,6.97598,-0.0000999029,-0.000679999,999,,,,"sa3023596"
"Braulio Salas","MIA",0.0317,0.0851,0.0225,6.93684,0.3659,0.1349,0,0,1,4.87,1.1968,0.8142,0.77076,0.184333,0.7428,,0.0511,0.4838,4.3542,6.6852,0.651319,1.659,0.0993429,0.152526,-0.05318274348974228,0.293614,1.9396,0.297088,0.66927,0.399983,,6.97691,-0.0000999029,-0.000679999,999,,,,"sa3019820"
"Wifrailyn Jaquez","PIT",0.0294,0.0932,0.028,6.97491,0.1754,0.1754,0,0,1,4.876,1.2114,0.8195,0.77499,0.181444,0.7388,,0.0524,0.4609,4.1481,6.6492,0.62385,1.633,0.0945242,0.151518,-0.05699343979358673,0.296563,1.9502,0.299192,0.666616,0.415991,,6.97706,-0.0000999029,-0.000679999,999,,,,"sa3024278"
"Wilson Betemit Jr.","KCR",0.0299,0.0927,0.0285,6.94944,0.1754,0.1754,0,0,1,4.836,1.2024,0.8146,0.77216,0.194111,0.6939,,0.0524,0.4754,4.2786,6.2451,0.685113,1.747,0.0983044,0.143486,-0.045181967318058014,0.294007,1.8963,0.294805,0.665848,0.385993,,6.97802,-0.0000999029,-0.000679999,999,,,,"sa3016512"
"Robert Cruz",,0.0319,0.0842,0.0218,6.939,0.389,0.13,0,0,1,4.847,1.214,0.8141,0.771,0.189556,0.6941,,0.0568,0.4451,4.0059,6.2469,0.641262,1.706,0.09183,0.143202,-0.0513719767332077,0.296379,1.9081,0.295959,0.665968,0.397,,6.9932,-0.0000999029,-0.000679999,999,,,,"sa3006390"
"Michell Chirinos","NYY",0.0301,0.0913,0.027,6.95763,0.215,0.167,0,0,1,4.88,1.181,0.8163,0.77307,0.184333,0.7642,,0.0556,0.5132,4.6188,6.8778,0.671552,1.659,0.105164,0.156598,-0.051434412598609924,0.290872,1.9452,0.296392,0.669123,0.396985,,6.99581,-0.0000999029,-0.000679999,999,,,,"sa3022001"
"Kenny Pinto",,0.0308,0.0917,0.0308,6.82884,0.1754,0.1754,0,0,1,4.926,1.2024,0.8049,0.75876,0.162222,0.8121,,0.0519,0.4338,3.9042,7.3089,0.534171,1.46,0.0880633,0.16486,-0.07679658383131027,0.296012,2.0145,0.300111,0.676741,0.433003,,6.99977,-0.0000999029,-0.000679999,999,,,,"sa3015420"
"Bernardo Rivera","TEX",0.0313,0.0864,0.0235,6.94827,0.3346,0.1416,0,0,1,4.903,1.1762,0.8159,0.77203,0.178111,0.7976,,0.0551,0.5199,4.6791,7.1784,0.651831,1.603,0.106037,0.162676,-0.05663879215717316,0.290398,1.9738,0.297734,0.671463,0.406008,,7.00022,-0.0000999029,-0.000679999,999,,,,"sa3024531"
"Francis Marte","ATH",0.0311,0.0867,0.0231,6.96429,0.3354,0.1414,0,0,1,4.894,1.2058,0.8188,0.77381,0.176889,0.7708,,0.0488,0.4614,4.1526,6.9372,0.598599,1.592,0.0942787,0.157499,-0.06322026252746582,0.295945,1.9766,0.299441,0.669653,0.421,,7.00204,-0.0000999029,-0.000679999,999,,,,"sa3022118"
"Wilmer Lugo","NYM",0.0318,0.0882,0.0283,6.8112,0.2604,0.1574,0,0,1,4.94,1.1779,0.8023,0.7568,0.161889,0.844,,0.0548,0.4818,4.3362,7.596,0.570853,1.457,0.0975304,0.17085,-0.07331984490156174,0.291473,2.0219,0.299046,0.679346,0.422987,,7.00384,-0.0000999029,-0.000679999,999,,,,"sa3024204"
"Albert Polanco","MIA",0.0301,0.0919,0.0281,6.93846,0.1919,0.1719,0,0,1,4.854,1.1821,0.8133,0.77094,0.191556,0.7287,,0.056,0.5023,4.5207,6.5583,0.68931,1.724,0.103482,0.150124,-0.04664193093776703,0.290492,1.9108,0.293456,0.668139,0.383992,,7.0062,-0.0000999029,-0.000679999,999,,,,"sa3019660"
"Jonawel Valdez","PIT",0.0279,0.0914,0.022,7.13115,0.2868,0.1518,0,0,1,4.896,1.2199,0.8351,0.79235,0.183556,0.7481,,0.0492,0.4679,4.2111,6.7329,0.625451,1.652,0.0955678,0.152798,-0.0572303906083107,0.297631,1.968,0.30063,0.662119,0.386066,,7.0088,-0.0000999029,-0.000679999,999,,,,"sa3021755"
"Edwin Gonzalez",,0.0319,0.0847,0.0228,6.89355,0.375,0.133,0,0,1,4.938,1.1784,0.8124,0.76595,0.162778,0.843,,0.0591,0.4898,4.4082,7.587,0.58102,1.465,0.09919,0.170717,-0.07152692973613739,0.291979,2.0214,0.300185,0.674097,0.442992,,7.00929,-0.0000999029,-0.000679999,999,,,,"sa3019263"
"Janderson Linares","PIT",0.0331,0.0834,0.0245,6.77502,0.375,0.133,0,0,1,4.925,1.1575,0.7966,0.75278,0.168444,0.8369,,0.056,0.5122,4.6098,7.5321,0.612021,1.516,0.104,0.169929,-0.06592892855405807,0.287071,1.9944,0.295112,0.681119,0.399014,,7.01056,-0.0000999029,-0.000679999,999,,,,"sa3021503"
"Dariel Polanco","SDP",0.0295,0.0926,0.0273,6.9867,0.1919,0.1719,0,0,1,4.837,1.2455,0.8207,0.7763,0.190333,0.6642,,0.0493,0.3848,3.4632,5.9778,0.579344,1.713,0.0795534,0.137317,-0.05776308476924896,0.302049,1.9097,0.297367,0.662718,0.412993,,7.01171,-0.0000999029,-0.000679999,999,,,,"sa3022419"
"Oswaldo Aponte","MIA",0.0297,0.0923,0.0278,6.95871,0.1919,0.1719,0,0,1,4.884,1.1986,0.8177,0.77319,0.180556,0.7553,,0.0561,0.4679,4.2111,6.7977,0.619489,1.625,0.0958026,0.154648,-0.05884519964456558,0.294308,1.9539,0.297314,0.667912,0.414992,,7.0121,-0.0000999029,-0.000679999,999,,,,"sa3021023"
"Fabian Gallardo","LAA",0.0307,0.0877,0.0237,6.9885,0.3131,0.1461,0,0,1,4.894,1.2071,0.8212,0.7765,0.179,0.7633,,0.0525,0.4636,4.1724,6.8697,0.607363,1.611,0.0947282,0.155966,-0.06123825162649155,0.295988,1.9704,0.299249,0.668217,0.416997,,7.01368,-0.0000999029,-0.000679999,999,,,,"sa3024091"
"Victor Espiritu","TOR",0.0326,0.0811,0.0195,6.93585,0.4682,0.1132,0,0,1,4.911,1.1893,0.8156,0.77065,0.173444,0.8056,,0.0484,0.4842,4.3578,7.2504,0.601043,1.561,0.098595,0.16404,-0.06544491648674011,0.293148,1.9949,0.298838,0.673087,0.420003,,7.01486,-0.0000999029,-0.000679999,999,,,,"sa3023847"
"Denny Lima","CHW",0.0326,0.0806,0.0183,6.9498,0.4846,0.1096,0,0,1,4.883,1.1932,0.8156,0.7722,0.183333,0.7593,,0.0519,0.484,4.356,6.8337,0.637429,1.65,0.0991194,0.155499,-0.056379273533821106,0.29304,1.9525,0.29663,0.670408,0.399609,,7.01541,-0.0000999029,-0.000679999,999,,,,"sa3021787"
"Jeison Calvo","ARI",0.0295,0.092,0.0262,7.01082,0.2109,0.1679,0,0,1,4.889,1.194,0.8226,0.77898,0.183889,0.7633,,0.0543,0.4972,4.4748,6.8697,0.651382,1.655,0.101698,0.156126,-0.05442830175161362,0.293265,1.9573,0.297941,0.667527,0.401998,,7.01544,-0.0000999029,-0.000679999,999,,,,"sa3022120"
"Rolando Casihis",,0.032,0.0864,0.026,6.8346,0.3131,0.1461,0,0,1,4.928,1.1866,0.8044,0.7594,0.166111,0.8225,,0.0525,0.4672,4.2048,7.4025,0.568024,1.495,0.0948052,0.166903,-0.07209821045398712,0.292771,2.0091,0.298416,0.678114,0.415,,7.01652,-0.0000999029,-0.000679999,999,,,,"sa3018356"
"Olmandi Diaz",,0.0311,0.0862,0.0225,7.00119,0.3494,0.1384,0,0,1,4.862,1.2278,0.8219,0.77791,0.187222,0.7086,,0.0488,0.4278,3.8502,6.3774,0.603726,1.685,0.0879885,0.145742,-0.05775400996208191,0.299128,1.9364,0.298196,0.665656,0.407,,7.01697,-0.0000999029,-0.000679999,999,,,,"sa3016484"
"Anderson Cardenas","ARI",0.0327,0.0806,0.0182,6.94908,0.4846,0.1096,0,0,1,4.893,1.1685,0.8146,0.77212,0.184333,0.7918,,0.0507,0.5366,4.8294,7.1262,0.677696,1.659,0.109667,0.161823,-0.052156150341033936,0.288483,1.9603,0.295584,0.673057,0.385013,,7.01711,-0.0000999029,-0.000679999,999,,,,"sa3020991"
"Juan Cota","MIN",0.0282,0.0936,0.0252,7.08435,0.2018,0.1698,0,0,1,4.884,1.2157,0.8304,0.78715,0.187444,0.7324,,0.0514,0.4684,4.2156,6.5916,0.639541,1.687,0.095905,0.149959,-0.05405405908823013,0.296498,1.9481,0.298534,0.663057,0.39657,,7.01786,-0.0000999029,-0.000679999,999,,,,"sa3021984"
"Edwin Moreno",,0.03,0.0903,0.0252,6.9975,0.2505,0.1595,0,0,1,4.871,1.2022,0.8207,0.7775,0.188333,0.7289,,0.0576,0.4781,4.3029,6.5601,0.65592,1.695,0.0981523,0.149641,-0.05148840695619583,0.294332,1.9311,0.29662,0.665934,0.395999,,7.01811,-0.0000999029,-0.000679999,999,,,,"sa3019166"
"Yeferson Silva","ATH",0.0306,0.0885,0.0245,6.96753,0.2934,0.1504,0,0,1,4.908,1.2067,0.82,0.77417,0.172444,0.79,,0.0485,0.4517,4.0653,7.11,0.571772,1.552,0.0920334,0.160962,-0.06892828643321991,0.296523,1.9967,0.300188,0.670378,0.433008,,7.02036,-0.0000999029,-0.000679999,999,,,,"sa3022179"
"Daniel Keaney","TEX",0.0335,0.0797,0.0184,6.95736,0.4846,0.1096,0,0,1,4.91,1.1798,0.8163,0.77304,0.184889,0.7905,,0.0527,0.5396,4.8564,7.1145,0.682606,1.664,0.109898,0.160998,-0.05109979957342148,0.290105,1.9703,0.297672,0.67428,0.398862,,7.02044,-0.0000999029,-0.000679999,999,,,,"sa3023598"
"Christopher Hernandez","TEX",0.0298,0.0914,0.0263,6.9912,0.22,0.166,0,0,1,4.907,1.1755,0.8207,0.7768,0.179667,0.8043,,0.0527,0.5256,4.7304,7.2387,0.653488,1.617,0.107112,0.163909,-0.05679641664028168,0.290247,1.9798,0.297732,0.670672,0.404009,,7.02195,-0.0000999029,-0.000679999,999,,,,"sa3024217"
"Dylan Wilson","SEA",0.0298,0.0887,0.0271,6.75909,0.3131,0.1461,0,0,1,4.883,1.1496,0.7944,0.75101,0.182556,0.793,,0.0492,0.5216,4.6944,7.137,0.657755,1.643,0.10682,0.1624,-0.055580586194992065,0.284498,1.9426,0.289825,0.680608,0.396659,,7.0231,-0.0000999029,-0.000679999,999,,,,"sa3021017"
"Jonathan Batista",,0.0318,0.0837,0.0205,6.95421,0.4113,0.1253,0,0,1,4.891,1.1872,0.8164,0.77269,0.181333,0.7782,,0.0497,0.4915,4.4235,7.0038,0.631586,1.632,0.100491,0.159109,-0.05861786752939224,0.292191,1.9654,0.296692,0.671328,0.403006,,7.02451,-0.0000999029,-0.000679999,999,,,,"sa3019489"
"Dawel Serda","ARI",0.0299,0.091,0.0258,6.99471,0.2332,0.1632,0,0,1,4.877,1.2,0.8208,0.77719,0.186111,0.7466,,0.0509,0.4764,4.2876,6.7194,0.638093,1.675,0.097683,0.153086,-0.05540291219949722,0.294154,1.9466,0.29672,0.667717,0.401008,,7.02562,-0.0000999029,-0.000679999,999,,,,"sa3021486"
"Damian Jimenez",,0.0308,0.0876,0.024,6.96888,0.3148,0.1458,0,0,1,4.923,1.2084,0.8209,0.77432,0.167889,0.8075,,0.0491,0.4459,4.0131,7.2675,0.552198,1.511,0.0905749,0.164026,-0.07345115393400192,0.297167,2.0159,0.301369,0.671026,0.442988,,7.02704,-0.0000999029,-0.000679999,999,,,,"sa3021491"
"Eliazar De Los Santos","ATH",0.0301,0.0898,0.0255,6.96942,0.2604,0.1574,0,0,1,4.931,1.194,0.8206,0.77438,0.167556,0.8209,,0.0561,0.4743,4.2687,7.3881,0.57778,1.508,0.0961874,0.166477,-0.07028999924659729,0.294524,2.0149,0.300821,0.670834,0.439019,,7.0271,-0.0000999029,-0.000679999,999,,,,"sa3019709"
"Luis Osorio",,0.0297,0.0915,0.0262,7.00146,0.2224,0.1654,0,0,1,4.878,1.2229,0.8229,0.77794,0.181667,0.731,,0.0543,0.4261,3.8349,6.579,0.5829,1.635,0.0873514,0.149857,-0.06250513345003128,0.2988,1.9539,0.298781,0.665464,0.421014,,7.03185,-0.0000999029,-0.000679999,999,,,,"sa3015988"
"Santiago Peraza","CLE",0.0293,0.0933,0.0277,6.99039,0.1754,0.1754,0,0,1,4.888,1.199,0.8211,0.77671,0.181889,0.7607,,0.0537,0.4708,4.2372,6.8463,0.618904,1.637,0.0963175,0.155626,-0.0593084990978241,0.294334,1.9597,0.297322,0.667779,0.412014,,7.03264,-0.0000999029,-0.000679999,999,,,,"sa3021002"
"Smil Guzman","BOS",0.0288,0.0938,0.0267,7.04376,0.1754,0.1754,0,0,1,4.871,1.2086,0.8259,0.78264,0.189889,0.7332,,0.0488,0.4724,4.2516,6.5988,0.644299,1.709,0.0969821,0.150524,-0.05354136973619461,0.295574,1.9418,0.297285,0.665829,0.396006,,7.03624,-0.0000999029,-0.000679999,999,,,,"sa3019249"
"Alvaro Pineda",,0.0295,0.0915,0.0253,7.02945,0.229,0.164,0,0,1,4.844,1.2343,0.8243,0.78105,0.194556,0.6738,,0.0521,0.4185,3.7665,6.0642,0.621104,1.751,0.0863955,0.1391,-0.052704378962516785,0.299726,1.9081,0.296642,0.662582,0.397007,,7.0364,-0.0000999029,-0.000679999,999,,,,"sa3019503"
"Winyer Chourio","SDP",0.0307,0.0877,0.0236,6.99516,0.314,0.146,0,0,1,4.892,1.202,0.8215,0.77724,0.181667,0.7603,,0.0552,0.4685,4.2165,6.8427,0.616204,1.635,0.0957686,0.155417,-0.05964840203523636,0.294861,1.9623,0.297792,0.667929,0.41,,7.03765,-0.0000999029,-0.000679999,999,,,,"sa3024615"
"Manuel Cazorla","LAA",0.0315,0.0876,0.0264,6.84513,0.2892,0.1512,0,0,1,4.885,1.1971,0.8048,0.76057,0.181667,0.7654,,0.0529,0.4721,4.2489,6.8886,0.616802,1.635,0.0966428,0.156684,-0.06004093587398529,0.294366,1.9625,0.297525,0.677744,0.410477,,7.03885,-0.0000999029,-0.000679999,999,,,,"sa3018829"
"Gabriel Torres",,0.0294,0.0921,0.026,7.0209,0.2109,0.1679,0,0,1,4.88,1.2106,0.8241,0.7801,0.185556,0.7373,,0.055,0.4583,4.1247,6.6357,0.621592,1.67,0.0939139,0.151086,-0.05717213451862335,0.296157,1.9479,0.297645,0.66571,0.406983,,7.039,-0.0000999029,-0.000679999,999,,,,"sa3019383"
"Rodolfo Toledano",,0.0286,0.0941,0.0264,7.05852,0.1754,0.1754,0,0,1,4.869,1.2375,0.8287,0.78428,0.187667,0.6971,,0.0577,0.4156,3.7404,6.2739,0.596184,1.689,0.0853563,0.143171,-0.05781474709510803,0.300788,1.9346,0.299018,0.661476,0.412998,,7.03935,-0.0000999029,-0.000679999,999,,,,"sa3019276"
"Cristian Rueda","MIA",0.0316,0.0839,0.0205,6.99174,0.4113,0.1253,0,0,1,4.911,1.2064,0.822,0.77686,0.175,0.7851,,0.0526,0.4572,4.1148,7.0659,0.582346,1.575,0.0930971,0.159866,-0.06676848977804184,0.296173,1.9915,0.29973,0.669625,0.424005,,7.04018,-0.0000999029,-0.000679999,999,,,,"sa3019172"
