Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Josue Arias","MIA",0.026,0.0958,0.0285,6.89247,0.2068,0.1688,0,0,1,5.003,1.1706,0.8127,0.76583,0.148,0.9147,,0.0665,0.4955,4.4595,8.2323,0.541708,1.332,0.0990406,0.18283,-0.08378972113132477,0.291064,2.0853,0.302697,0.6776,0.441676,,7.04308,-0.0000999029,-0.000679999,999,,,,"sa3018350"
"Kendal Meza","SEA",0.0293,0.0929,0.0269,7.00749,0.1903,0.1723,0,0,1,4.921,1.1778,0.8234,0.77861,0.175667,0.8238,,0.0515,0.5163,4.6467,7.4142,0.62673,1.581,0.104918,0.167405,-0.06248730421066284,0.291124,2.0016,0.298811,0.671084,0.414995,,7.04345,-0.0000999029,-0.000679999,999,,,,"sa3022125"
"Starlin Savinon","TBR",0.0322,0.0851,0.0246,6.84351,0.3486,0.1386,0,0,1,4.943,1.188,0.806,0.76039,0.162667,0.8443,,0.0488,0.4581,4.1229,7.5987,0.54258,1.464,0.0926765,0.170807,-0.07813068479299545,0.293341,2.0323,0.299007,0.679554,0.42299,,7.04425,-0.0000999029,-0.000679999,999,,,,"sa3021735"
"Austin Aldeano","CLE",0.0304,0.0885,0.0236,7.00218,0.2958,0.1498,0,0,1,4.852,1.2121,0.8207,0.77802,0.193778,0.6994,,0.0551,0.4512,4.0608,6.2946,0.645124,1.744,0.0929926,0.144147,-0.05115416646003723,0.295815,1.9115,0.29495,0.665036,0.389011,,7.04669,-0.0000999029,-0.000679999,999,,,,"sa3016259"
"Vince Sanchez","ARI",0.0304,0.089,0.0242,7.00272,0.2835,0.1525,0,0,1,4.881,1.1952,0.8214,0.77808,0.187111,0.7558,,0.0491,0.4833,4.3497,6.8022,0.639455,1.684,0.0990166,0.154845,-0.05582872033119202,0.293221,1.951,0.296001,0.668781,0.395989,,7.04702,-0.0000999029,-0.000679999,999,,,,"sa3019298"
"Ezequiel Jimenez","CLE",0.0303,0.089,0.0242,7.00182,0.2826,0.1526,0,0,1,4.877,1.1965,0.8212,0.77798,0.188,0.7496,,0.0499,0.4784,4.3056,6.7464,0.638207,1.692,0.0980931,0.153701,-0.055607959628105164,0.29344,1.9461,0.295652,0.668429,0.394999,,7.05218,-0.0000999029,-0.000679999,999,,,,"sa3022146"
"Henry Montilla",,0.0312,0.0856,0.0218,6.99957,0.3659,0.1349,0,0,1,4.906,1.1967,0.8221,0.77773,0.179333,0.7782,,0.0582,0.4773,4.2957,7.0038,0.613338,1.614,0.097289,0.158622,-0.0613330602645874,0.294058,1.9749,0.298089,0.668742,0.411987,,7.05241,-0.0000999029,-0.000679999,999,,,,"sa3019240"
"Julio Polanco","PHI",0.0287,0.0934,0.0259,7.06122,0.1919,0.1719,0,0,1,4.898,1.2194,0.8295,0.78458,0.181222,0.7533,,0.0551,0.447,4.023,6.7797,0.593389,1.631,0.0912617,0.153797,-0.06253573298454285,0.298171,1.9727,0.299932,0.665042,0.419571,,7.05357,-0.0000999029,-0.000679999,999,,,,"sa3024522"
"Jose Silvestre","TEX",0.0287,0.0933,0.0258,7.0596,0.1944,0.1714,0,0,1,4.913,1.205,0.8293,0.7844,0.178333,0.7844,,0.0554,0.4747,4.2723,7.0596,0.605176,1.605,0.0966212,0.159658,-0.06303683668375015,0.295836,1.9894,0.30018,0.666826,0.419006,,7.05481,-0.0000999029,-0.000679999,999,,,,"sa3023849"
"Lewis Sifontes","ATL",0.0303,0.0917,0.0289,6.89976,0.1919,0.1719,0,0,1,4.927,1.1966,0.8115,0.76664,0.169667,0.8118,,0.0501,0.451,4.059,7.3062,0.555556,1.527,0.0915364,0.164766,-0.07322914898395538,0.294359,2.0084,0.298143,0.675884,0.412986,,7.05585,-0.0000999029,-0.000679999,999,,,,"sa3021016"
"Ronny Oliver","STL",0.0307,0.0896,0.0266,6.9111,0.2505,0.1595,0,0,1,4.884,1.1886,0.8118,0.7679,0.179556,0.7619,,0.0589,0.4529,4.0761,6.8571,0.594435,1.616,0.0927314,0.155999,-0.06326781213283539,0.292528,1.9505,0.294118,0.67017,0.403236,,7.0573,-0.0000999029,-0.000679999,999,,,,"sa3016624"
"Jholbran Herder","LAD",0.0323,0.081,0.018,6.98544,0.4846,0.1096,0,0,1,4.904,1.2024,0.8208,0.77616,0.178222,0.7784,,0.0528,0.4582,4.1238,7.0056,0.588643,1.604,0.0934339,0.158728,-0.06529363244771957,0.295227,1.9808,0.29804,0.670021,0.414997,,7.06057,-0.0000999029,-0.000679999,999,,,,"sa3019272"
"Emannoel Madeira","CHC",0.0292,0.0926,0.026,7.03521,0.2043,0.1693,0,0,1,4.89,1.1969,0.8254,0.78169,0.185778,0.7643,,0.0512,0.4823,4.3407,6.8787,0.631035,1.672,0.0986299,0.156299,-0.057668715715408325,0.293754,1.9612,0.296828,0.667681,0.401011,,7.06349,-0.0000999029,-0.000679999,999,,,,"sa3021737"
"Branneli Franco","STL",0.0286,0.094,0.0265,7.05501,0.1754,0.1754,0,0,1,4.892,1.2074,0.8281,0.78389,0.184111,0.7589,,0.0525,0.4652,4.1868,6.8301,0.612993,1.657,0.095094,0.155131,-0.0600367933511734,0.295888,1.9663,0.298223,0.666181,0.409,,7.06372,-0.0000999029,-0.000679999,999,,,,"sa3023818"
"Anderson Guevara","SEA",0.032,0.0828,0.02,6.94692,0.4311,0.1211,0,0,1,4.955,1.1535,0.817,0.77188,0.167222,0.8794,,0.0586,0.545,4.905,7.9146,0.619741,1.505,0.10999,0.177477,-0.06748738884925842,0.287155,2.0329,0.29844,0.675955,0.421001,,7.06437,-0.0000999029,-0.000679999,999,,,,"sa3019182"
"Wilmer Ramirez",,0.031,0.0895,0.0276,6.88428,0.2431,0.1611,0,0,1,4.941,1.1774,0.8096,0.76492,0.167889,0.8458,,0.0494,0.485,4.365,7.6122,0.573422,1.511,0.0981583,0.17118,-0.07302165031433105,0.291018,2.0232,0.297535,0.678688,0.409005,,7.06464,-0.0000999029,-0.000679999,999,,,,"sa3020967"
"Alison Zacarias","COL",0.0291,0.0931,0.0264,7.029,0.1936,0.1716,0,0,1,4.904,1.1981,0.8256,0.781,0.180444,0.7839,,0.0498,0.4728,4.2552,7.0551,0.603138,1.624,0.0964111,0.159849,-0.06343801319599152,0.294352,1.982,0.297817,0.66868,0.413996,,7.06776,-0.0000999029,-0.000679999,999,,,,"sa3022388"
"Gabriel Colmenarez","MIL",0.0292,0.092,0.0255,7.03737,0.22,0.166,0,0,1,4.889,1.2152,0.8266,0.78193,0.183,0.7478,,0.0541,0.4415,3.9735,6.7302,0.590398,1.647,0.0903048,0.152956,-0.06265085190534592,0.297326,1.963,0.2981,0.665807,0.415002,,7.06818,-0.0000999029,-0.000679999,999,,,,"sa3022020"
"Rodolfo Garrido","NYM",0.033,0.0872,0.0273,6.88662,0.2505,0.1595,0,0,1,4.904,1.1684,0.8093,0.76518,0.182444,0.7895,,0.0562,0.5025,4.5225,7.1055,0.636479,1.642,0.102467,0.160991,-0.058523647487163544,0.287904,1.9579,0.292277,0.674664,0.405585,,7.07036,-0.0000999029,-0.000679999,999,,,,"sa3018355"
"Yoelvin Chirino","BOS",0.0299,0.0896,0.0239,7.03368,0.2785,0.1535,0,0,1,4.911,1.1943,0.8259,0.78152,0.179889,0.7944,,0.0506,0.4847,4.3623,7.1496,0.610146,1.619,0.0986968,0.161759,-0.06306251138448715,0.293729,1.9887,0.298232,0.669486,0.411003,,7.07064,-0.0000999029,-0.000679999,999,,,,"sa3022303"
"Edelvis Perez","CLE",0.0288,0.0933,0.0258,7.06356,0.1919,0.1719,0,0,1,4.875,1.218,0.8286,0.78484,0.189444,0.7287,,0.0497,0.446,4.014,6.5583,0.612049,1.705,0.0914872,0.149477,-0.057989731431007385,0.29732,1.9467,0.297171,0.664951,0.402006,,7.07246,-0.0000999029,-0.000679999,999,,,,"sa3024783"
"Santiago Rojas","MIN",0.0286,0.0935,0.0256,7.07382,0.1919,0.1719,0,0,1,4.903,1.2013,0.83,0.78598,0.183778,0.7775,,0.05,0.481,4.329,6.9975,0.61865,1.654,0.0981032,0.158576,-0.060473181307315826,0.294761,1.9788,0.29833,0.667321,0.406012,,7.07609,-0.0000999029,-0.000679999,999,,,,"sa3024585"
"Deybi Salcedo","BOS",0.0278,0.0924,0.0194,7.32285,0.2604,0.1574,0,0,1,4.909,1.2311,0.8577,0.81365,0.183889,0.7715,,0.049,0.4706,4.2354,6.9435,0.609981,1.655,0.0958647,0.15716,-0.06129556894302368,0.301113,2.0026,0.304953,0.656045,0.408056,,7.07734,-0.0000999029,-0.000679999,999,,,,"sa3022389"
"Wander Severino",,0.0316,0.0833,0.0193,7.0128,0.4311,0.1211,0,0,1,4.92,1.1866,0.8235,0.7792,0.178111,0.8099,,0.0515,0.4942,4.4478,7.2891,0.610199,1.603,0.100447,0.164614,-0.06416666507720947,0.292367,1.9965,0.297815,0.671381,0.409003,,7.07772,-0.0000999029,-0.000679999,999,,,,"sa3018901"
"Keegan Zinn","CLE",0.0301,0.0889,0.0233,7.03926,0.2958,0.1498,0,0,1,4.92,1.1824,0.8262,0.78214,0.179556,0.8109,,0.0546,0.5097,4.5873,7.2981,0.628561,1.616,0.103598,0.164817,-0.061219505965709686,0.291627,1.9933,0.298,0.670007,0.406005,,7.0778,-0.0000999029,-0.000679999,999,,,,"sa3023088"
"Juan Rasquin","BAL",0.0298,0.0909,0.0254,7.00632,0.2406,0.1616,0,0,1,4.905,1.1903,0.823,0.77848,0.180111,0.7908,,0.0519,0.4783,4.3047,7.1172,0.604831,1.621,0.0975127,0.161223,-0.06371049582958221,0.293011,1.9811,0.296775,0.669831,0.411997,,7.07942,-0.0000999029,-0.000679999,999,,,,"sa3021781"
"Brendan Morse",,0.0309,0.0857,0.021,7.0479,0.375,0.133,0,0,1,4.912,1.2121,0.8281,0.7831,0.178444,0.7797,,0.0519,0.4507,4.0563,7.0173,0.578043,1.606,0.0917549,0.158734,-0.0669788271188736,0.297054,1.9918,0.299501,0.668034,0.418993,,7.07966,-0.0000999029,-0.000679999,999,,,,"sa3022743"
"Keuri Almonte","PIT",0.0307,0.0911,0.0292,6.86817,0.2018,0.1698,0,0,1,4.958,1.1591,0.808,0.76313,0.164556,0.8729,,0.0601,0.5122,4.6098,7.8561,0.58678,1.481,0.103308,0.176059,-0.07275110483169556,0.287975,2.032,0.297035,0.679388,0.412013,,7.0803,-0.0000999029,-0.000679999,999,,,,"sa3021779"
"Sebastian Estiven",,0.029,0.0924,0.0254,7.05438,0.215,0.167,0,0,1,4.898,1.2055,0.8281,0.78382,0.183333,0.7629,,0.0568,0.4637,4.1733,6.8661,0.607812,1.65,0.0946713,0.155757,-0.061086155474185944,0.295589,1.9684,0.297898,0.666167,0.409995,,7.08151,-0.0000999029,-0.000679999,999,,,,"sa3022372"
"Maximo Martinez","CHW",0.029,0.092,0.0246,7.07652,0.2266,0.1646,0,0,1,4.896,1.2023,0.83,0.78628,0.186444,0.764,,0.0531,0.4786,4.3074,6.876,0.62644,1.678,0.0977533,0.156046,-0.05829247832298279,0.294761,1.9663,0.297568,0.666343,0.399994,,7.08436,-0.0000999029,-0.000679999,999,,,,"sa3016026"
"Maximo Gonzalez","COL",0.0288,0.0938,0.0267,7.04268,0.1754,0.1754,0,0,1,4.88,1.196,0.8258,0.78252,0.189667,0.7533,,0.0505,0.4778,4.3002,6.7797,0.634276,1.707,0.0979098,0.154365,-0.05645491182804108,0.293411,1.9493,0.295222,0.667254,0.394001,,7.08795,-0.0000999029,-0.000679999,999,,,,"sa3024541"
"Wuilliams Rodriguez","BOS",0.0299,0.0857,0.0162,7.28892,0.4113,0.1253,0,0,1,4.907,1.2274,0.8536,0.80988,0.184,0.7715,,0.0493,0.4661,4.1949,6.9435,0.604148,1.656,0.0949868,0.157224,-0.06223762035369873,0.300377,1.9989,0.303658,0.657727,0.405054,,7.08868,-0.0000999029,-0.000679999,999,,,,"sa3021523"
"Carlos Lopez",,0.0309,0.0893,0.0268,6.90795,0.2513,0.1593,0,0,1,4.92,1.1791,0.811,0.76755,0.176556,0.8116,,0.0514,0.48,4.32,7.3044,0.591424,1.589,0.097561,0.164959,-0.06739838421344757,0.290633,1.9907,0.294827,0.676619,0.39,,7.0907,-0.0000999029,-0.000679999,999,,,,"sa3015987"
"Oscar Romero","TEX",0.0296,0.09,0.0236,7.06383,0.2727,0.1547,0,0,1,4.904,1.2063,0.8292,0.78487,0.183222,0.768,,0.0552,0.4636,4.1724,6.912,0.603646,1.649,0.0945351,0.156607,-0.062071770429611206,0.295604,1.9743,0.297928,0.666613,0.409004,,7.09077,-0.0000999029,-0.000679999,999,,,,"sa3024520"
"Ronny Lopez","CHC",0.0309,0.086,0.0211,7.02657,0.3659,0.1349,0,0,1,4.921,1.1741,0.8244,0.78073,0.180889,0.8201,,0.0511,0.5187,4.6683,7.3809,0.632484,1.628,0.105405,0.166653,-0.06124772131443024,0.289916,1.9942,0.296462,0.67193,0.398988,,7.09424,-0.0000999029,-0.000679999,999,,,,"sa3021754"
"Leudy Tirado","LAA",0.0318,0.086,0.0245,6.89157,0.3354,0.1414,0,0,1,4.957,1.1825,0.811,0.76573,0.164222,0.8613,,0.0495,0.4687,4.2183,7.7517,0.544177,1.478,0.0945532,0.173754,-0.07920113205909729,0.29225,2.0438,0.298328,0.679645,0.418001,,7.09637,-0.0000999029,-0.000679999,999,,,,"sa3022241"
"Renil Ramos","CLE",0.0286,0.0941,0.0264,7.05834,0.1754,0.1754,0,0,1,4.907,1.2011,0.8288,0.78426,0.181889,0.7761,,0.057,0.4655,4.1895,6.9849,0.599794,1.637,0.0948645,0.158162,-0.0632973238825798,0.294828,1.9772,0.297449,0.666684,0.413001,,7.09934,-0.0000999029,-0.000679999,999,,,,"sa3022124"
"Daniel Nunez",,0.0312,0.0883,0.0266,6.87699,0.2727,0.1547,0,0,1,4.96,1.1566,0.8087,0.76411,0.166111,0.8779,,0.057,0.515,4.635,7.9011,0.586627,1.495,0.103831,0.176996,-0.07316531985998154,0.287347,2.0345,0.2962,0.680265,0.405986,,7.10062,-0.0000999029,-0.000679999,999,,,,"sa3018805"
"Edinson Salgado","KCR",0.0309,0.0897,0.0277,6.88167,0.2389,0.1619,0,0,1,4.95,1.1692,0.8094,0.76463,0.167,0.8617,,0.0518,0.4886,4.3974,7.7553,0.567019,1.503,0.0987071,0.174081,-0.07537374645471573,0.289657,2.0309,0.29643,0.679706,0.409982,,7.10078,-0.0000999029,-0.000679999,999,,,,"sa3019598"
"Francisco Mercado","NYM",0.0329,0.0866,0.0259,6.9246,0.2727,0.1547,0,0,1,4.889,1.1828,0.8131,0.7694,0.188222,0.7641,,0.0501,0.4767,4.2903,6.8769,0.623871,1.694,0.0975046,0.15629,-0.058785028755664825,0.290272,1.9469,0.291676,0.673522,0.399195,,7.10257,-0.0000999029,-0.000679999,999,,,,"sa3019652"
"Daniel Mejia",,0.0286,0.0926,0.0244,7.09938,0.22,0.166,0,0,1,4.907,1.2131,0.8333,0.78882,0.183778,0.7658,,0.0545,0.4549,4.0941,6.8922,0.594019,1.654,0.0927043,0.156063,-0.06335847079753876,0.296841,1.9789,0.298525,0.665423,0.410985,,7.10669,-0.0000999029,-0.000679999,999,,,,"sa3017144"
"Daury Vasquez","ARI",0.0298,0.0893,0.0229,7.05699,0.2942,0.1502,0,0,1,4.921,1.1958,0.8289,0.78411,0.178778,0.8006,,0.0557,0.4728,4.2552,7.2054,0.590557,1.609,0.096078,0.162691,-0.06661247462034225,0.294191,1.9964,0.297974,0.668629,0.414998,,7.11389,-0.0000999029,-0.000679999,999,,,,"sa3021767"
"Yafrerlyn Vasquez",,0.0291,0.0913,0.0239,7.07778,0.2505,0.1595,0,0,1,4.944,1.2052,0.8326,0.78642,0.171333,0.8235,,0.0556,0.4573,4.1157,7.4115,0.555313,1.542,0.092496,0.166566,-0.07406957447528839,0.296489,2.0287,0.300869,0.668648,0.434995,,7.11651,-0.0000999029,-0.000679999,999,,,,"sa3019053"
"Gerson Balbino",,0.0321,0.0809,0.0172,7.03629,0.4937,0.1077,0,0,1,4.911,1.2003,0.826,0.78181,0.181556,0.7851,,0.0522,0.4608,4.1472,7.0659,0.586932,1.634,0.0938302,0.159866,-0.0660354346036911,0.294646,1.9854,0.296894,0.6697,0.407003,,7.117,-0.0000999029,-0.000679999,999,,,,"sa3019067"
"Cesar Espinal","KCR",0.0307,0.0863,0.0211,7.03422,0.3618,0.1358,0,0,1,4.921,1.1824,0.8258,0.78158,0.18,0.8135,,0.0529,0.494,4.446,7.3215,0.607253,1.62,0.100386,0.165312,-0.06492583453655243,0.291619,1.9959,0.296515,0.670967,0.406002,,7.11768,-0.0000999029,-0.000679999,999,,,,"sa3019192"
"Brayan Medina",,0.0282,0.0939,0.0246,7.1226,0.1952,0.1712,0,0,1,4.894,1.2233,0.8356,0.7914,0.187778,0.7431,,0.0523,0.4379,3.9411,6.6879,0.589288,1.69,0.0894769,0.151839,-0.062362074851989746,0.298468,1.9664,0.29817,0.663805,0.407011,,7.11799,-0.0000999029,-0.000679999,999,,,,"sa3014705"
"Eward Rodriguez",,0.0315,0.0822,0.0174,7.10262,0.4698,0.1128,0,0,1,4.915,1.1988,0.8324,0.78918,0.186111,0.7867,,0.0509,0.4886,4.3974,7.0803,0.621075,1.675,0.09941,0.160061,-0.06065107882022858,0.294011,1.9855,0.297614,0.668485,0.392994,,7.12152,-0.0000999029,-0.000679999,999,,,,"sa3018293"
"Reimy Beltre","HOU",0.0318,0.0848,0.02,7.10271,0.3742,0.1332,0,0,1,4.907,1.1814,0.8334,0.78919,0.184333,0.8092,,0.0525,0.5128,4.6152,7.2828,0.633712,1.659,0.104504,0.164907,-0.06040351092815399,0.292043,1.9906,0.297795,0.667924,0.40893,,7.12231,-0.0000999029,-0.000679999,999,,,,"sa3008680"
"Jose Vasquez",,0.0315,0.0824,0.0177,7.05177,0.4624,0.1144,0,0,1,4.95,1.1692,0.8277,0.78353,0.175889,0.8521,,0.0578,0.5251,4.7259,7.6689,0.616242,1.583,0.106081,0.172141,-0.0660606101155281,0.289399,2.0213,0.297478,0.67243,0.405989,,7.13254,-0.0000999029,-0.000679999,999,,,,"sa3022116"
"Jeremy Martinez",,0.0306,0.0858,0.02,7.07571,0.3816,0.1316,0,0,1,4.918,1.1963,0.8303,0.78619,0.182444,0.7961,,0.0525,0.475,4.275,7.1649,0.596659,1.642,0.096584,0.161875,-0.06529077142477036,0.293975,1.9924,0.297148,0.669036,0.405006,,7.13406,-0.0000999029,-0.000679999,999,,,,"sa3021743"
"Yeri Perez","KCR",0.0293,0.0879,0.018,7.26111,0.356,0.137,0,0,1,5,1.2139,0.8532,0.80679,0.158111,0.8889,,0.0519,0.455,4.095,8.0001,0.511869,1.423,0.091,0.17778,-0.08677999675273895,0.299049,2.1028,0.306373,0.664171,0.433665,,7.13432,-0.0000999029,-0.000679999,999,,,,"sa3019566"
"Greudis De Los Santos","ARI",0.0287,0.0924,0.0241,7.09956,0.2266,0.1646,0,0,1,4.936,1.1896,0.8335,0.78884,0.178667,0.8167,,0.0599,0.4922,4.4298,7.3503,0.602669,1.608,0.0997164,0.165458,-0.06574148684740067,0.293048,2.0063,0.29834,0.667818,0.413006,,7.13455,-0.0000999029,-0.000679999,999,,,,"sa3022012"
"Cristian Hernandez","MIN",0.0284,0.0936,0.0245,7.11918,0.2018,0.1698,0,0,1,4.919,1.1874,0.8345,0.79102,0.185778,0.8031,,0.0517,0.5054,4.5486,7.2279,0.629311,1.672,0.102744,0.163265,-0.06052042543888092,0.292161,1.9905,0.296951,0.668049,0.396003,,7.13519,-0.0000999029,-0.000679999,999,,,,"sa3021788"
"Jorge Geraldo","HOU",0.0328,0.0803,0.0168,7.10199,0.4846,0.1096,0,0,1,4.931,1.1715,0.8337,0.78911,0.179333,0.8475,,0.0512,0.5292,4.7628,7.6275,0.624425,1.614,0.107321,0.171872,-0.06455079466104507,0.290529,2.019,0.298507,0.670444,0.412344,,7.13551,-0.0000999029,-0.000679999,999,,,,"sa3017692"
"Jaitoine Kelly","ARI",0.0281,0.094,0.0249,7.11333,0.1919,0.1719,0,0,1,4.93,1.2036,0.8355,0.79037,0.178889,0.8072,,0.0512,0.4655,4.1895,7.2648,0.576685,1.61,0.0944219,0.163732,-0.06931035220623016,0.295609,2.0108,0.298993,0.667649,0.418426,,7.13624,-0.0000999029,-0.000679999,999,,,,"sa3024275"
"Ayendy Bravo","MIL",0.031,0.0846,0.0193,7.08705,0.4113,0.1253,0,0,1,4.922,1.2018,0.8318,0.78745,0.181556,0.7987,,0.0493,0.4672,4.2048,7.1883,0.584951,1.634,0.0949208,0.162271,-0.06735065579414368,0.294993,2.0005,0.29786,0.669235,0.40799,,7.1363,-0.0000999029,-0.000679999,999,,,,"sa3024090"
"Josmar Acevedo",,0.0292,0.0911,0.0235,7.08786,0.2554,0.1584,0,0,1,4.902,1.2069,0.8317,0.78754,0.185667,0.7691,,0.052,0.453,4.077,6.9219,0.589,1.671,0.0924113,0.156895,-0.0644838809967041,0.295744,1.976,0.296678,0.666816,0.406005,,7.13745,-0.0000999029,-0.000679999,999,,,,"sa3019062"
"Marlon Nieves","LAD",0.0277,0.0949,0.0247,7.14618,0.1754,0.1754,0,0,1,4.914,1.2001,0.8377,0.79402,0.187556,0.7839,,0.053,0.4828,4.3452,7.0551,0.615895,1.688,0.0982499,0.159524,-0.06127391755580902,0.294351,1.984,0.297218,0.665903,0.398002,,7.1498,-0.0000999029,-0.000679999,999,,,,"sa3021567"
"Sunayro Martina","NYY",0.0341,0.0798,0.0196,6.91542,0.4624,0.1144,0,0,1,4.937,1.1659,0.8132,0.76838,0.184,0.8262,,0.0593,0.5312,4.7808,7.4358,0.642944,1.656,0.107596,0.167349,-0.05975288152694702,0.28777,1.9921,0.294308,0.679677,0.419029,,7.15258,-0.0000999029,-0.000679999,999,,,,"sa3022106"
"Walvin Mena","ARI",0.0281,0.094,0.0243,7.13844,0.1952,0.1712,0,0,1,4.88,1.2209,0.8364,0.79316,0.194889,0.7254,,0.0517,0.4393,3.9537,6.5286,0.605597,1.754,0.0900205,0.148648,-0.058627039194107056,0.29757,1.9463,0.29579,0.663238,0.392015,,7.15274,-0.0000999029,-0.000679999,999,,,,"sa3021505"
"David Bracho","CHC",0.0316,0.0826,0.0177,7.08489,0.4492,0.1172,0,0,1,4.943,1.2011,0.8329,0.78721,0.173222,0.8323,,0.052,0.4575,4.1175,7.4907,0.549682,1.559,0.0925551,0.16838,-0.07582439482212067,0.295932,2.0334,0.29985,0.670337,0.427111,,7.15627,-0.0000999029,-0.000679999,999,,,,"sa3019080"
"Joseph Herrera","SDP",0.0317,0.0849,0.0225,6.94143,0.375,0.133,0,0,1,4.975,1.1795,0.8166,0.77127,0.164222,0.8814,,0.0515,0.4717,4.2453,7.9326,0.535171,1.478,0.0948141,0.177166,-0.08235175907611847,0.291804,2.0609,0.29807,0.679578,0.416006,,7.15667,-0.0000999029,-0.000679999,999,,,,"sa3024471"
"Alexander De Los Santos","PHI",0.0281,0.0935,0.0236,7.15482,0.2109,0.1679,0,0,1,4.911,1.1999,0.8383,0.79498,0.189444,0.7797,,0.0536,0.4852,4.3668,7.0173,0.622291,1.705,0.0987986,0.158766,-0.05996742844581604,0.294259,1.9796,0.296926,0.665723,0.392987,,7.15876,-0.0000999029,-0.000679999,999,,,,"sa3023083"
"Paul Chacon","ATH",0.0293,0.0891,0.0211,7.14015,0.3131,0.1461,0,0,1,4.926,1.2128,0.8381,0.79335,0.182111,0.7873,,0.0561,0.4501,4.0509,7.0857,0.571701,1.639,0.0913723,0.159825,-0.0684531033039093,0.297066,2.0001,0.298717,0.665847,0.413007,,7.16392,-0.0000999029,-0.000679999,999,,,,"sa3021499"
"Yannelbinson Lugo",,0.028,0.0931,0.023,7.16814,0.2266,0.1646,0,0,1,4.911,1.2332,0.8414,0.79646,0.185222,0.7559,,0.0513,0.416,3.744,6.8031,0.550337,1.667,0.0847078,0.15392,-0.06921198219060898,0.300502,1.9891,0.299202,0.663491,0.416002,,7.16397,-0.0000999029,-0.000679999,999,,,,"sa3020985"
"Jhon Nunez",,0.0306,0.0852,0.0193,7.11819,0.3997,0.1277,0,0,1,4.911,1.2094,0.8347,0.79091,0.187,0.773,,0.0518,0.4529,4.0761,6.957,0.585899,1.683,0.0922215,0.157402,-0.0651802122592926,0.295972,1.9824,0.296666,0.667035,0.4,,7.16608,-0.0000999029,-0.000679999,999,,,,"sa3021734"
"Jose Pinto","ATH",0.0289,0.0902,0.0214,7.15068,0.2934,0.1504,0,0,1,4.926,1.2201,0.8395,0.79452,0.181778,0.7848,,0.0524,0.4368,3.9312,7.0632,0.556575,1.636,0.0886723,0.159318,-0.07064554840326309,0.298401,2.0049,0.299209,0.665786,0.417022,,7.16759,-0.0000999029,-0.000679999,999,,,,"sa3021993"
"Cesar Ayala",,0.0277,0.0944,0.0239,7.16544,0.1919,0.1719,0,0,1,4.893,1.2199,0.8397,0.79616,0.192556,0.747,,0.0481,0.4428,3.9852,6.723,0.592771,1.733,0.0904966,0.152667,-0.06217043846845627,0.297689,1.9669,0.296702,0.664105,0.395999,,7.1694,-0.0000999029,-0.000679999,999,,,,"sa3015349"
"Miguel Cruz","CHC",0.0316,0.0889,0.0277,6.87231,0.2431,0.1611,0,0,1,4.975,1.1651,0.8098,0.76359,0.160444,0.9002,,0.0561,0.4751,4.2759,8.1018,0.527772,1.444,0.0954975,0.180945,-0.08544723689556122,0.28992,2.0653,0.296958,0.682086,0.428113,,7.17096,-0.0000999029,-0.000679999,999,,,,"sa3021768"
"Wilmer Blanco","PHI",0.0312,0.0904,0.0258,7.03485,0.2068,0.1688,0,0,1,4.858,1.1865,0.825,0.78165,0.196667,0.745,,0.0569,0.4787,4.3083,6.705,0.64255,1.77,0.0985385,0.153355,-0.054816797375679016,0.292522,1.9315,0.292787,0.668109,0.398607,,7.17145,-0.0000999029,-0.000679999,999,,,,"sa3019184"
"Omar Gonzalez","NYY",0.0329,0.0839,0.0218,6.97248,0.3659,0.1349,0,0,1,4.926,1.1565,0.8181,0.77472,0.193444,0.8254,,0.0498,0.5668,5.1012,7.4286,0.686697,1.741,0.115063,0.16756,-0.05249694734811783,0.285499,1.9819,0.292673,0.680156,0.395851,,7.17326,-0.0000999029,-0.000679999,999,,,,"sa3019380"
"Maikel Rodriguez","MIA",0.0284,0.0926,0.023,7.16022,0.2332,0.1632,0,0,1,4.898,1.2122,0.8387,0.79558,0.193111,0.7553,,0.0492,0.4559,4.1031,6.7977,0.603601,1.738,0.0930788,0.154206,-0.061126984655857086,0.296128,1.9675,0.295861,0.665117,0.391003,,7.17862,-0.0000999029,-0.000679999,999,,,,"sa3024559"
"Bladimir Pichardo","PIT",0.0313,0.0822,0.0168,7.11486,0.4772,0.1112,0,0,1,4.958,1.1933,0.8357,0.79054,0.174444,0.8462,,0.0549,0.4774,4.2966,7.6158,0.564169,1.57,0.0962888,0.170674,-0.07438483089208603,0.294141,2.0395,0.299218,0.670537,0.418995,,7.18276,-0.0000999029,-0.000679999,999,,,,"sa3022123"
"Hanfermin Vargas","PHI",0.0271,0.0956,0.0234,7.21089,0.1754,0.1754,0,0,1,4.9,1.2294,0.8449,0.80121,0.193,0.7401,,0.0524,0.4341,3.9069,6.6609,0.586542,1.737,0.0885918,0.151041,-0.06244898587465286,0.299306,1.9695,0.297782,0.661802,0.39799,,7.18478,-0.0000999029,-0.000679999,999,,,,"sa3024227"
