Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,weighted_zscore,auction_value
Joshua Kuroda-Grauer,ATH,0.25,1.0,0.9242,0.1935,0.153,0.0296,0.0025,0.0084,0.0811,0.0721,0.0519,0.0,0.1721,0.014,0.007,0.0029,,0.0137,0.0038,0.20937,0.0519,0.1721,0.301569,0.260154,0.274075,0.239769,0.534229,0.0647046,4.04164,0.24657,0.0,-0.000526676,0.0603076,-0.0566705,56.4191,-0.000526676,0.0,-0.0503923385986126,0.0120000001043081,-0.000522256,999.0,,,,sa3025386,-0.24609867526840934,-inf
Hunter Bishop,SFG,0.25,1.0,0.9154,0.192,0.1309,0.0384,0.0039,0.0188,0.0929,0.0887,0.0627,0.0,0.3104,0.012,0.007,0.0029,,0.0163,0.0045,0.209744,0.0627,0.3104,0.201997,0.267476,0.321827,0.260927,0.589302,0.112082,4.78915,0.291976,0.0,-0.000185211,0.0773374,-0.0396406,67.2557,-0.000185211,0.0,-0.0393411447003018,0.0040000001899898,-0.000210702,999.0,,,,sa3011413,-0.2154361001102012,-inf
Tyresse Turner,CLE,0.25,1.0,0.9156,0.1734,0.1341,0.0257,0.0027,0.0109,0.0812,0.0718,0.0635,0.0,0.3104,0.011,0.007,0.0029,,0.0269,0.007,0.189384,0.0635,0.3104,0.204575,0.248621,0.259065,0.229458,0.507686,0.0696811,5.04878,0.270248,0.0,0.000898596,0.0520085,-0.0649696,46.4391,0.000898596,0.0,-0.0603862963034771,0.0040000001899898,-0.00238063,999.0,,,,sa3020759,-0.29282471049061,-inf
Everett Cooper III,WSN,0.25,1.0,0.9118,0.1696,0.1359,0.0263,0.0019,0.0055,0.0755,0.0639,0.0683,0.0,0.2173,0.01,0.007,0.0029,,0.0152,0.0043,0.186006,0.0683,0.2173,0.314312,0.248621,0.237113,0.222024,0.485734,0.0511077,4.10182,0.235776,0.0,-0.000392084,0.0460252,-0.0709529,39.4674,-0.000392084,0.0,-0.0727774402766954,0.0040000001899898,-0.00366393,999.0,,,,sa3020218,-0.2935052928063697,-inf
Luis Reyes,CIN,0.25,1.0,0.9247,0.1721,0.1272,0.0251,0.0016,0.0182,0.0832,0.0813,0.0544,0.0,0.2909,0.011,0.007,0.0029,,0.0099,0.0028,0.186114,0.0544,0.2909,0.187006,0.238191,0.275765,0.229564,0.513956,0.0896507,3.82723,0.247189,0.0,-0.000674098,0.0520938,-0.0648842,37.704,-0.000674098,0.0,-0.0751680654939264,-0.0209999997168779,-0.00649277,999.0,,,,sa3017980,-0.3357839201852595,-inf
Jesus Hernandez,MIA,0.25,1.0,0.9121,0.1596,0.1254,0.0253,0.0021,0.0067,0.0722,0.0622,0.07,0.0,0.2668,0.008,0.007,0.0029,,0.0161,0.0045,0.174981,0.07,0.2668,0.262369,0.238291,0.229251,0.213996,0.467542,0.0542704,4.14083,0.236834,0.0,-0.000207847,0.0395645,-0.0774135,31.0789,-0.000207847,0.0,-0.0826242774783168,0.0120000001043081,-0.00385466,999.0,,,,sa3015736,-0.33579737084018824,-inf
Luis Caicuto,PHI,0.25,1.0,0.9178,0.1653,0.1262,0.0273,0.0019,0.0099,0.0785,0.0705,0.0583,0.0,0.2391,0.014,0.007,0.0029,,0.0084,0.0024,0.180105,0.0583,0.2391,0.243831,0.238291,0.24635,0.219726,0.484641,0.0662454,3.7276,0.22995,0.0,-0.000858661,0.0441764,-0.0728017,36.968,-0.000858661,0.0,-0.0762327952543273,0.0209999997168779,-0.00226507,999.0,,,,sa3016923,-0.335824500180193,-inf
Thomas Sosa,BAL,0.25,1.0,0.9196,0.1667,0.1224,0.0273,0.0016,0.0153,0.0838,0.077,0.0615,0.0,0.327,0.009,0.007,0.0029,,0.0245,0.0071,0.181274,0.0615,0.327,0.188073,0.23789,0.264245,0.225588,0.502135,0.0829709,4.77546,0.259113,0.0,0.000502006,0.0488942,-0.0680839,45.0983,0.000502006,0.0,-0.0623171022161841,-0.0120000001043081,-0.00423248,999.0,,,,sa3018566,-0.33665493750481207,-inf
Samuel Munoz,LAD,0.25,1.0,0.9268,0.174,0.13,0.0275,0.0025,0.0141,0.0841,0.0796,0.0553,0.0,0.2649,0.008,0.007,0.0029,,0.0095,0.0027,0.187743,0.0553,0.2649,0.208758,0.23799,0.268558,0.226521,0.506549,0.0808157,3.8621,0.244197,0.0,-0.000719123,0.0496453,-0.0673328,43.8293,-0.000719123,0.0,-0.067888431251049,-0.0120000001043081,-0.00481144,999.0,,,,sa3018407,-0.33676038799511515,-inf
Yordany De Los Santos,PIT,0.25,1.0,0.9227,0.1698,0.1319,0.0269,0.0024,0.0086,0.0768,0.0684,0.0574,0.0,0.2758,0.01,0.007,0.0029,,0.023,0.0064,0.184025,0.0574,0.2758,0.208122,0.23789,0.246342,0.218877,0.484232,0.0623171,4.64147,0.249806,0.0,0.000434999,0.043493,-0.0734851,34.3993,0.000434999,0.0,-0.078010785364313,0.0120000001043081,-0.00337819,999.0,,,,sa3018408,-0.33705787303390006,-inf
Jeral Toledo,PIT,0.25,1.0,0.9166,0.1638,0.1276,0.0278,0.0026,0.0058,0.074,0.0641,0.0645,0.0,0.2429,0.009,0.007,0.0029,,0.0143,0.0042,0.178704,0.0645,0.2429,0.265541,0.23799,0.23369,0.214955,0.47168,0.0549858,4.09794,0.234109,0.0,-0.000428193,0.0403363,-0.0766417,31.7595,-0.000428193,0.0,-0.0820306545647326,0.0040000001899898,-0.00461958,999.0,,,,sa3015590,-0.337088500931678,-inf
John Gil,ATL,0.25,1.0,0.9142,0.1613,0.1281,0.0248,0.002,0.0064,0.0787,0.0642,0.0659,0.0,0.2791,0.01,0.007,0.0029,,0.0235,0.0066,0.176438,0.0659,0.2791,0.236116,0.23789,0.228943,0.21359,0.466833,0.0525049,4.74012,0.243668,0.0,0.000416904,0.0392372,-0.0777409,32.2342,0.000416904,0.0,-0.0806179356295615,0.0120000001043081,-0.00364745,999.0,,,,sa3021284,-0.33712720255336986,-inf
Yerlin Confidan,CIN,0.25,1.0,0.9206,0.1676,0.1149,0.0311,0.0018,0.0199,0.0862,0.084,0.0615,0.0,0.2999,0.008,0.007,0.0029,,0.0138,0.0041,0.182055,0.0615,0.2999,0.205068,0.23779,0.284706,0.232789,0.522495,0.10265,4.17269,0.243008,0.0,-0.000355889,0.05469,-0.0622881,39.8751,-0.000355889,0.0,-0.0722537309629842,-0.0120000001043081,-0.00526228,999.0,,,,sa3015176,-0.3371920273173536,-inf
Carlos Sanchez,CIN,0.25,1.0,0.8944,0.1415,0.112,0.0208,0.0015,0.0072,0.0736,0.059,0.0867,0.0,0.3603,0.009,0.007,0.0029,,0.0136,0.004,0.158207,0.0867,0.3603,0.240633,0.23789,0.208967,0.208821,0.446857,0.0507603,3.99342,0.251545,0.0,-0.000539282,0.0353991,-0.081579,23.743,-0.000539282,0.0,-0.0917280329740606,0.0120000001043081,-0.00479488,999.0,,,,sa3018465,-0.3375168851991535,-inf
Miguel Ugueto,STL,0.25,1.0,0.9464,0.1933,0.1417,0.0341,0.003,0.0145,0.0836,0.0834,0.0347,0.0,0.2357,0.009,0.007,0.0029,,0.0183,0.0053,0.204248,0.0347,0.2357,0.147221,0.237689,0.292582,0.233275,0.530272,0.0883347,4.75755,0.254266,0.0,5.02112e-05,0.0550812,-0.0618969,48.1446,5.02112e-05,0.0,-0.0619589110501692,-0.0120000001043081,-0.00419906,999.0,,,,sa3015293,-0.33766472695019933,-inf
Alfredo Duno,CIN,0.25,1.0,0.9115,0.1584,0.114,0.0237,0.0015,0.0191,0.0829,0.0792,0.0686,0.001,0.3376,0.01,0.007,0.0029,,0.009,0.0025,0.173779,0.0686,0.3376,0.203199,0.237689,0.265826,0.226448,0.503515,0.0920461,3.71085,0.247953,0.0,-0.000724704,0.0495864,-0.0673917,35.6072,-0.000724704,0.0,-0.0777261342736892,0.0209999997168779,-0.0024193,999.0,,,,sa3021066,-0.3378589801969376,-inf
Brayden Jobert,STL,0.25,1.0,0.9087,0.1554,0.114,0.0236,0.002,0.0158,0.0807,0.0747,0.0674,0.0,0.3168,0.014,0.007,0.0029,,0.0137,0.0039,0.171014,0.0674,0.3168,0.212753,0.237489,0.253549,0.22286,0.491038,0.0825355,4.14175,0.23941,0.0,-0.000381704,0.0466984,-0.0702796,41.1344,-0.000381704,0.0,-0.0707735678297467,-0.0120000001043081,-0.00510941,999.0,,,,sa3022434,-0.33868630393144933,-inf
Ryan Cermak,TBR,0.25,1.0,0.9122,0.1588,0.1124,0.0244,0.0028,0.0192,0.0831,0.0793,0.0649,0.0,0.342,0.013,0.007,0.0029,,0.0172,0.0047,0.174085,0.0649,0.342,0.189766,0.237388,0.270116,0.228266,0.507505,0.0960316,4.63998,0.250179,0.0,3.4542e-05,0.0510496,-0.0659285,48.4079,3.4542e-05,0.0,-0.0589976671726617,0.0040000001899898,-0.00223722,999.0,,,,sa3020204,-0.3388140227836189,-inf
Isaac Pena,MIN,0.25,1.0,0.9047,0.1523,0.1169,0.0232,0.0021,0.0101,0.0762,0.0659,0.0754,0.0,0.2999,0.01,0.007,0.0029,,0.0124,0.0035,0.168343,0.0754,0.2999,0.251417,0.238391,0.232121,0.216004,0.470512,0.063778,3.95649,0.23633,0.0,-0.000534159,0.0411801,-0.0757979,36.4081,-0.000534159,0.0,-0.0732966338400729,0.0040000001899898,-0.00371398,999.0,,,,sa3018926,-0.33533189764360677,-inf
Luis Sanchez,ATL,0.25,1.0,0.9252,0.1719,0.1394,0.024,0.0023,0.0063,0.0777,0.0665,0.0539,0.0,0.2268,0.011,0.007,0.0029,,0.0149,0.0043,0.185798,0.0539,0.2268,0.237654,0.237489,0.237246,0.215277,0.474735,0.0514483,4.25715,0.236876,0.0,-0.00037395,0.0405952,-0.0763828,33.3699,-0.00037395,0.0,-0.0800507341045886,0.0040000001899898,-0.0044151,999.0,,,,sa3018578,-0.33905099258835464,-inf
Eddy Rodriguez,PIT,0.25,1.0,0.9046,0.1511,0.1126,0.0226,0.0018,0.0141,0.0781,0.0708,0.0725,0.001,0.3325,0.013,0.007,0.0029,,0.0136,0.0038,0.167035,0.0725,0.3325,0.218045,0.237288,0.242759,0.218881,0.480047,0.0757241,4.07885,0.242478,0.0,-0.000374621,0.0434962,-0.0734818,34.402,-0.000374621,0.0,-0.0788171942695044,-0.0209999997168779,-0.00686964,999.0,,,,sa3016154,-0.3396233557002618,-inf
Garrett Martin,NYY,0.25,1.0,0.913,0.1592,0.1065,0.0282,0.0022,0.0223,0.0881,0.085,0.0621,0.002,0.3331,0.015,0.007,0.0029,,0.0162,0.0044,0.17437,0.0621,0.3331,0.186431,0.236987,0.283352,0.231837,0.520339,0.108981,4.72509,0.242473,0.0,2.4708e-05,0.0539239,-0.0630541,46.8635,2.4708e-05,0.0,-0.0607746038058394,-0.0120000001043081,-0.00407318,999.0,,,,sa3022806,-0.34029676618059607,-inf
Alexis Hernandez,TOR,0.25,1.0,0.9142,0.1604,0.118,0.0237,0.0016,0.0171,0.0823,0.0773,0.0649,0.0,0.2916,0.011,0.007,0.0029,,0.0196,0.0053,0.175454,0.0649,0.2916,0.222565,0.236987,0.260993,0.224663,0.49798,0.0855393,4.51373,0.233959,0.0,0.000243125,0.0481493,-0.0688288,43.171,0.000243125,0.0,-0.0647811759408796,-0.0120000001043081,-0.00448697,999.0,,,,sa3015642,-0.34046924219827035,-inf
Enmanuel Terrero,PIT,0.25,1.0,0.9146,0.1608,0.1196,0.0228,0.0025,0.016,0.0802,0.0757,0.0665,0.0,0.3167,0.009,0.007,0.0029,,0.0156,0.0046,0.175815,0.0665,0.3167,0.209978,0.236987,0.258802,0.22378,0.495789,0.0829871,4.43282,0.245882,0.0,-0.000282841,0.0474392,-0.0695389,37.6993,-0.000282841,0.0,-0.0747824258869513,-0.0120000001043081,-0.00552344,999.0,,,,sa3015591,-0.34067045845644384,-inf
Devin Saltiban,PHI,0.25,1.0,0.9178,0.1639,0.1168,0.0232,0.0017,0.0222,0.0872,0.0856,0.0613,0.0,0.2904,0.011,0.007,0.0029,,0.0151,0.0041,0.178579,0.0613,0.2904,0.211088,0.236887,0.280126,0.231127,0.517013,0.101547,4.3048,0.23146,0.0,-0.000132983,0.0533524,-0.0636257,44.6415,-0.000132983,0.0,-0.0663310640084091,0.0040000001899898,-0.00299816,999.0,,,,sa3022827,-0.34075039261963325,-inf
Ian Lewis,MIA,0.25,1.0,0.9301,0.1763,0.1348,0.029,0.0031,0.0094,0.0761,0.0703,0.05,0.0,0.2351,0.01,0.007,0.0029,,0.0212,0.006,0.18955,0.05,0.2351,0.212675,0.236987,0.257714,0.22173,0.494701,0.0681647,4.78764,0.240976,0.0,0.000272518,0.045789,-0.0711891,36.2841,0.000272518,0.0,-0.0759194591082632,0.0040000001899898,-0.00398843,999.0,,,,sa3014691,-0.3407828354508617,-inf
Bryson Worrell,ATL,0.25,1.0,0.9192,0.165,0.1089,0.0318,0.0032,0.0212,0.0902,0.086,0.0619,0.0,0.391,0.009,0.007,0.0029,,0.0197,0.0053,0.179504,0.0619,0.391,0.158312,0.236586,0.290361,0.234267,0.526947,0.110857,5.20605,0.279767,0.0,0.000374409,0.0558798,-0.0610983,46.1517,0.000374409,0.0,-0.064017793018138,-0.0120000001043081,-0.00441169,999.0,,,,sa3019897,-0.3418321716824015,-inf
D'Andre Smith,NYM,0.25,1.0,0.9361,0.182,0.1363,0.0322,0.0023,0.0112,0.0812,0.0764,0.042,0.0,0.2547,0.012,0.007,0.0029,,0.0161,0.0045,0.194424,0.042,0.2547,0.1649,0.236686,0.269629,0.225422,0.506316,0.0752056,4.4145,0.252215,0.0,-0.000104457,0.0487607,-0.0682174,44.9049,-0.000104457,0.0,-0.0659876385398092,0.0040000001899898,-0.00296269,999.0,,,,sa3020536,-0.34203104770717013,-inf
Juan Montero,BOS,0.25,1.0,0.9121,0.158,0.1145,0.0288,0.003,0.0117,0.079,0.0715,0.065,0.0,0.3077,0.013,0.007,0.0029,,0.0097,0.0028,0.173227,0.065,0.3077,0.211245,0.236686,0.249863,0.22063,0.486549,0.0766363,4.0995,0.243955,0.0,-0.000713309,0.0449035,-0.0720746,33.1907,-0.000713309,0.0,-0.0771571526420302,0.0209999997168779,-0.00235697,999.0,,,,sa3015314,-0.3422844699054283,-inf
Juan Chacon,BOS,0.25,1.0,0.9231,0.1689,0.1238,0.0313,0.0035,0.0104,0.0795,0.0722,0.058,0.0,0.3259,0.009,0.007,0.0029,,0.0176,0.0052,0.18297,0.058,0.3259,0.177969,0.236586,0.258369,0.222397,0.494955,0.0753981,4.91311,0.266925,0.0,-9.19075e-05,0.0463256,-0.0706524,34.4336,-9.19075e-05,0.0,-0.0751136140097514,-0.0120000001043081,-0.00555408,999.0,,,,sa3014676,-0.34246506256619663,-inf
Lonnie White Jr.,PIT,0.25,1.0,0.9086,0.1542,0.1028,0.0254,0.0023,0.0237,0.0866,0.0851,0.0675,0.0,0.3533,0.014,0.007,0.0029,,0.0181,0.0051,0.169712,0.0675,0.3533,0.191056,0.236386,0.280982,0.232007,0.517367,0.11127,4.74129,0.242295,0.0,9.9894e-05,0.0540606,-0.0629174,43.2365,9.9894e-05,0.0,-0.0677782703132834,0.0040000001899898,-0.00314762,999.0,,,,sa3017628,-0.3426630553032254,-inf
Hector Osorio,TEX,0.25,1.0,0.8895,0.1353,0.1072,0.0158,0.0014,0.0109,0.0755,0.0617,0.0876,0.0,0.3182,0.013,0.007,0.0029,,0.0124,0.0035,0.152108,0.0876,0.3182,0.275299,0.236586,0.209781,0.209243,0.446367,0.0576728,3.95581,0.219246,0.0,-0.000577568,0.035739,-0.0812391,30.9942,-0.000577568,0.0,-0.0795347156235948,0.0040000001899898,-0.00435824,999.0,,,,sa3020461,-0.34273770611187265,-inf
Dom Johnson,DET,0.25,1.0,0.9237,0.1693,0.1253,0.0282,0.0021,0.0137,0.0798,0.0741,0.0534,0.0,0.2913,0.013,0.007,0.0029,,0.0237,0.0064,0.183285,0.0534,0.2913,0.183316,0.236386,0.262856,0.224084,0.499241,0.0795713,4.75319,0.248682,0.0,0.000634982,0.0476837,-0.0692944,42.6068,0.000634982,0.0,-0.065034867671784,-0.0120000001043081,-0.00451317,999.0,,,,sa3020537,-0.34295568533452403,-inf
Nick Vogt,SDP,0.25,1.0,0.9263,0.1718,0.1246,0.0291,0.002,0.0161,0.0832,0.0792,0.0538,0.0,0.3255,0.01,0.007,0.0029,,0.0183,0.005,0.185469,0.0538,0.3255,0.165284,0.236285,0.273346,0.227481,0.509631,0.0878765,4.49923,0.26314,0.0,0.000148036,0.0504176,-0.0665604,46.4536,0.000148036,0.0,-0.0638831032410962,-0.0120000001043081,-0.00439778,999.0,,,,sa3019984,-0.3433984510537589,-inf
Graysen Tarlow,STL,0.25,1.0,0.9107,0.1573,0.1179,0.0243,0.0021,0.0129,0.0785,0.0717,0.0684,0.0,0.2757,0.011,0.007,0.0029,,0.0099,0.0027,0.172724,0.0684,0.2757,0.248096,0.237388,0.246404,0.219912,0.483792,0.0736796,3.80054,0.229534,0.0,-0.000670692,0.0443256,-0.0726524,39.1502,-0.000670692,0.0,-0.0734353645821102,0.0209999997168779,-0.00197615,999.0,,,,sa3022443,-0.3393656351143301,-inf
Yohairo Cuevas,NYM,0.25,1.0,0.9043,0.1499,0.1111,0.0274,0.0014,0.01,0.0781,0.0666,0.0768,0.002,0.3238,0.009,0.007,0.0029,,0.0146,0.0041,0.165764,0.0768,0.3238,0.237183,0.236386,0.232334,0.21413,0.46872,0.0665708,4.19302,0.242251,0.0,-0.000278759,0.0396718,-0.0773062,37.3043,-0.000278759,0.0,-0.0752508002915419,-0.0120000001043081,-0.00557181,999.0,,,,sa3015826,-0.3434523352633592,-inf
Derlin Figueroa,KCR,0.25,1.0,0.9231,0.1706,0.1241,0.0263,0.0023,0.0179,0.0842,0.0812,0.059,0.002,0.2613,0.008,0.007,0.0029,,0.0129,0.0037,0.184812,0.059,0.2613,0.225794,0.238291,0.27646,0.228921,0.514751,0.0916477,4.074,0.234598,0.0,-0.000410981,0.0515765,-0.0654016,40.3496,-0.000410981,0.0,-0.0686635962920263,-0.0209999997168779,-0.00581743,999.0,,,,sa3015851,-0.33527581683069874,-inf
Raudelis Martinez,TBR,0.25,1.0,0.9131,0.1608,0.1197,0.0268,0.0026,0.0117,0.0782,0.071,0.067,0.0,0.2116,0.01,0.007,0.0029,,0.0108,0.003,0.176103,0.067,0.2116,0.316635,0.238492,0.249589,0.22129,0.488081,0.0734859,3.87137,0.213978,0.0,-0.000607459,0.0454344,-0.0715436,43.5004,-0.000607459,0.0,-0.0652548202779144,0.0209999997168779,-0.00112772,999.0,,,,sa3016835,-0.3348610241910687,-inf
Antonio Gomez,NYY,0.25,1.0,0.923,0.1726,0.1233,0.0316,0.0018,0.0159,0.0835,0.0795,0.0571,0.002,0.3034,0.01,0.007,0.0029,,0.0075,0.0021,0.186999,0.0571,0.3034,0.1882,0.240397,0.276815,0.230107,0.517212,0.0898158,3.61389,0.256591,0.0,-0.000837446,0.0525309,-0.0644471,45.6461,-0.000837446,0.0,-0.0630297368625179,0.0209999997168779,-0.000897918,999.0,,,,sa3008746,-0.3269132595876621,-inf
Ty Duvall,SEA,0.25,1.0,0.8957,0.1453,0.1064,0.0232,0.0016,0.0141,0.0774,0.0688,0.0834,0.0,0.332,0.011,0.007,0.0029,,0.0121,0.0034,0.162219,0.0834,0.332,0.251205,0.240397,0.238919,0.220395,0.479316,0.0766998,3.88639,0.235717,0.0,-0.00054182,0.0447147,-0.0722634,45.2007,-0.00054182,0.0,-0.0632437234744429,0.0209999997168779,-0.000920018,999.0,,,,sa3014880,-0.3269585913502803,-inf
Kyle Hess,MIN,0.25,1.0,0.9292,0.1786,0.1251,0.0321,0.0032,0.0182,0.086,0.0842,0.0499,0.002,0.2771,0.011,0.007,0.0029,,0.0173,0.0049,0.192208,0.0499,0.2771,0.180079,0.240197,0.292402,0.235044,0.532599,0.100194,4.70434,0.250273,0.0,2.3263e-05,0.0565045,-0.0604736,49.801,2.3263e-05,0.0,-0.057414868435444,0.0040000001899898,-0.00207375,999.0,,,,sa3023651,-0.3272722469216116,-inf
Esmerlyn Valdez,PIT,0.25,1.0,0.9096,0.1589,0.1064,0.024,0.0017,0.0267,0.0878,0.0897,0.0685,0.0,0.3466,0.012,0.007,0.0029,,0.007,0.002,0.174692,0.0685,0.3466,0.197634,0.240096,0.292766,0.237886,0.532862,0.118074,3.4911,0.243328,0.0,-0.000885107,0.0587921,-0.058186,47.1933,-0.000885107,0.0,-0.0640318169025704,-0.0209999997168779,-0.00534264,999.0,,,,sa3015768,-0.3276879707145135,-inf
Anthony Scull,LAA,0.25,1.0,0.929,0.1783,0.1355,0.0267,0.0022,0.0138,0.081,0.0767,0.0461,0.0,0.265,0.015,0.007,0.0029,,0.0144,0.0041,0.191927,0.0461,0.265,0.173962,0.240096,0.26986,0.227981,0.509956,0.0779333,4.22468,0.250304,0.0,-0.000332177,0.05082,-0.066158,42.3851,-0.000332177,0.0,-0.0662556512688752,0.0040000001899898,-0.00298681,999.0,,,,sa3017988,-0.32803181966595146,-inf
Jordan Thompson,LAD,0.25,1.0,0.9228,0.172,0.1214,0.0306,0.0013,0.0187,0.089,0.0854,0.0553,0.0,0.2971,0.012,0.007,0.0029,,0.0171,0.0049,0.186389,0.0553,0.2971,0.186133,0.239996,0.28316,0.233248,0.523156,0.0967707,4.27367,0.249674,0.0,-5.38313e-05,0.0550593,-0.0619188,48.3568,-5.38313e-05,0.0,-0.0618091048163478,0.0040000001899898,-0.00253114,999.0,,,,sa3022497,-0.32804798269013397,-inf
D.J. Stewart,PHI,0.25,1.0,0.9279,0.177,0.1242,0.0285,0.0026,0.0217,0.0892,0.0891,0.0512,0.0,0.275,0.011,0.007,0.0029,,0.0157,0.0043,0.190753,0.0512,0.275,0.186182,0.239896,0.29723,0.237766,0.537126,0.106477,4.64239,0.243341,0.0,-7.26752e-05,0.0586954,-0.0582827,49.1096,-7.26752e-05,0.0,-0.0609277993644354,0.0040000001899898,-0.00244012,999.0,,,,sa3005181,-0.32837524236908433,-inf
Fraymi De Leon,BOS,0.25,1.0,0.9151,0.1642,0.1267,0.0271,0.0024,0.0079,0.0783,0.0669,0.063,0.0,0.3007,0.012,0.007,0.0029,,0.0246,0.007,0.179434,0.063,0.3007,0.209511,0.239896,0.240083,0.218407,0.479979,0.0606491,5.00968,0.254768,0.0,0.000493053,0.0431143,-0.0738638,31.627,0.000493053,0.0,-0.0777400322258472,0.0040000001899898,-0.00417289,999.0,,,,sa3018436,-0.32880708221841776,-inf
Carlos Jimenez,SEA,0.25,1.0,0.9106,0.1597,0.1176,0.0244,0.0022,0.0154,0.0791,0.0736,0.0705,0.0,0.3385,0.009,0.007,0.0029,,0.015,0.0042,0.175379,0.0705,0.3385,0.208272,0.239896,0.257632,0.225078,0.497528,0.0822534,4.35924,0.255987,0.0,-0.000256623,0.0484833,-0.0684948,48.4943,-0.000256623,0.0,-0.0591898963029962,0.0040000001899898,-0.00225707,999.0,,,,sa3015599,-0.32881959801080823,-inf
Jake Vogel,LAD,0.25,1.0,0.911,0.16,0.1182,0.0278,0.0023,0.0117,0.0839,0.0731,0.0671,0.001,0.3117,0.012,0.007,0.0029,,0.0208,0.0058,0.175631,0.0671,0.3117,0.215271,0.239795,0.249726,0.221788,0.489521,0.0740944,4.94417,0.249411,0.0,0.00026168,0.0458355,-0.0711426,40.6434,0.00026168,0.0,-0.0707174006674904,0.0040000001899898,-0.00345117,999.0,,,,sa3014473,-0.3291210874525648,-inf
Arol Vera,LAA,0.25,1.0,0.928,0.177,0.1331,0.0337,0.0019,0.0083,0.0773,0.0699,0.0541,0.001,0.2893,0.008,0.007,0.0029,,0.011,0.0033,0.190733,0.0541,0.2893,0.187003,0.239795,0.257974,0.222887,0.49777,0.0672414,3.87856,0.264669,0.0,-0.00066923,0.04672,-0.0702581,38.8018,-0.00066923,0.0,-0.0706927587743848,0.0040000001899898,-0.00344506,999.0,,,,sa3014687,-0.3296460123757213,-inf
Jesus Baez,NYM,0.25,1.0,0.9289,0.1775,0.1286,0.0275,0.0019,0.0195,0.0867,0.0861,0.0512,0.0,0.2262,0.01,0.007,0.0029,,0.0116,0.0033,0.191086,0.0512,0.2262,0.226348,0.239394,0.28776,0.234038,0.527154,0.0966735,4.03498,0.228919,0.0,-0.000514503,0.0556949,-0.0612832,50.7036,-0.000514503,0.0,-0.0594635301386006,0.0120000001043081,-0.00146267,999.0,,,,sa3018507,-0.3306869429292343,-inf
Josue Gonzalez,NYY,0.25,1.0,0.9039,0.1525,0.1109,0.0236,0.0015,0.0165,0.0825,0.0751,0.0732,0.0,0.2871,0.013,0.007,0.0029,,0.0103,0.0029,0.168713,0.0732,0.2871,0.254963,0.239394,0.252904,0.224047,0.492298,0.0841907,3.87952,0.223942,0.0,-0.000670115,0.0476535,-0.0693245,41.3834,-0.000670115,0.0,-0.067739809397608,0.0209999997168779,-0.00138436,999.0,,,,sa3017175,-0.330951740474943,-inf
Samuel Gil,DET,0.25,1.0,0.9176,0.1662,0.1324,0.0253,0.0029,0.0056,0.0723,0.0627,0.0635,0.0,0.2526,0.009,0.007,0.0029,,0.0098,0.0028,0.181125,0.0635,0.2526,0.251386,0.239394,0.233326,0.215431,0.47272,0.0522014,3.94042,0.240996,0.0,-0.000791175,0.040719,-0.0762591,36.5199,-0.000791175,0.0,-0.073425738082733,0.0040000001899898,-0.00372732,999.0,,,,sa3018963,-0.3315196233476647,-inf
Jeremy Eierman,ATH,0.25,1.0,0.9262,0.1737,0.1132,0.0345,0.002,0.0241,0.0872,0.0887,0.0529,0.0,0.3384,0.011,0.007,0.0029,,0.0078,0.0022,0.187541,0.0529,0.3384,0.156324,0.238291,0.307277,0.240739,0.545568,0.119737,3.65269,0.262134,0.0,-0.000728762,0.0610883,-0.0558897,57.1015,-0.000728762,0.0,-0.0498136937385425,0.0120000001043081,-0.000462495,999.0,,,,sa3007005,-0.3351550011287512,-inf
Luis Merejo,CLE,0.25,1.0,0.9116,0.16,0.1152,0.0252,0.0018,0.0178,0.0814,0.0779,0.0645,0.001,0.333,0.014,0.007,0.0029,,0.0098,0.0027,0.175516,0.0645,0.333,0.193694,0.239194,0.265687,0.227259,0.50488,0.0901711,3.80209,0.25044,0.0,-0.000654387,0.0502389,-0.0667392,44.8925,-0.000654387,0.0,-0.0637089337687939,-0.0209999997168779,-0.00530573,999.0,,,,sa3021196,-0.33173427763594965,-inf
Brett Roberts,MIA,0.25,1.0,0.9371,0.1854,0.1362,0.0295,0.0032,0.0164,0.0809,0.0812,0.044,0.0,0.2722,0.009,0.007,0.0029,,0.0137,0.0038,0.197844,0.044,0.2722,0.161646,0.239093,0.28855,0.233276,0.527643,0.0907054,4.33629,0.257818,0.0,-0.000292271,0.0550822,-0.0618959,44.0556,-0.000292271,0.0,-0.0671910039964132,-0.0120000001043081,-0.00473942,999.0,,,,sa3019926,-0.3320451973809564,-inf
Brock Jones,TBR,0.25,1.0,0.904,0.152,0.0954,0.0276,0.002,0.027,0.0905,0.0884,0.0771,0.0,0.3938,0.009,0.007,0.0029,,0.0257,0.0073,0.168142,0.0771,0.3938,0.195785,0.238792,0.292699,0.23756,0.531492,0.124558,5.08741,0.254998,0.0,0.000750978,0.0585298,-0.0584483,54.9453,0.000750978,0.0,-0.050801056495402,-0.0120000001043081,-0.00304313,999.0,,,,sa3020190,-0.3323833167309965,-inf
