Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,weighted_zscore,auction_value
Eduardo Quintero,LAD,0.25,1.0,0.9001,0.1654,0.1212,0.0261,0.0024,0.0157,0.0901,0.0797,0.079,0.0,0.3053,0.011,0.007,0.0029,,0.0181,0.0051,0.183757,0.079,0.3053,0.258762,0.256143,0.270414,0.238655,0.526557,0.086657,4.68663,0.255417,0.0,-0.000112412,0.0594109,-0.0575672,51.9959,-0.000112412,0.0,-0.0575161219167057,0.0040000001899898,-0.00208777,999.0,,,,sa3021208,-0.26199916027322473,-inf
Tyler Tolve,ATL,0.25,1.0,0.9242,0.1893,0.1211,0.04,0.0026,0.0256,0.0981,0.0989,0.0549,0.0,0.331,0.011,0.007,0.0029,,0.0063,0.0017,0.204826,0.0549,0.331,0.165861,0.255942,0.336832,0.260066,0.592774,0.132006,3.83216,0.284894,0.0,-0.000904394,0.0766444,-0.0403337,63.5162,-0.000904394,0.0,-0.0445320360013283,0.0209999997168779,0.00100892,999.0,,,,sa3016960,-0.2626662804002105,-inf
Connor Charping,SEA,0.25,1.0,0.8977,0.1628,0.1237,0.0266,0.0021,0.0104,0.0796,0.0687,0.0764,0.0,0.2589,0.016,0.007,0.0029,,0.0144,0.0041,0.181352,0.0764,0.2589,0.295095,0.255942,0.250418,0.231936,0.50636,0.0690654,4.0667,0.239849,0.0,-0.000486079,0.0540033,-0.0629748,53.3186,-0.000486079,0.0,-0.0538993990921881,0.0209999997168779,4.50419e-05,999.0,,,,sa3020014,-0.26330362749031605,-inf
Dereck Salom,ATH,0.25,1.0,0.8952,0.1604,0.1273,0.0252,0.0016,0.0062,0.076,0.0614,0.0859,0.001,0.2253,0.009,0.007,0.0029,,0.0081,0.0023,0.179178,0.0859,0.2253,0.381269,0.256043,0.231568,0.224972,0.487611,0.0523905,3.44903,0.229909,0.0,-0.00105732,0.0483979,-0.0685801,46.0105,-0.00105732,0.0,-0.0628326452570036,0.0040000001899898,-0.00263328,999.0,,,,sa3005925,-0.2633269408001466,-inf
Arturo Disla,TEX,0.25,1.0,0.9257,0.1906,0.1309,0.0303,0.0016,0.0278,0.0957,0.0987,0.0534,0.001,0.2582,0.011,0.007,0.0029,,0.0073,0.0021,0.205898,0.0534,0.2582,0.206816,0.255742,0.332181,0.257987,0.587923,0.126283,3.56376,0.25174,0.0,-0.000924011,0.0749711,-0.042007,65.2817,-0.000924011,0.0,-0.0406490538734942,-0.0209999997168779,-0.00292416,999.0,,,,sa3022618,-0.2634041009267314,-inf
Dylan Dreiling,TEX,0.25,1.0,0.9046,0.1695,0.1214,0.0267,0.0021,0.0193,0.0899,0.0825,0.0755,0.0,0.2797,0.01,0.007,0.0029,,0.0183,0.0052,0.187376,0.0755,0.2797,0.269932,0.255742,0.285541,0.243367,0.541282,0.0981649,4.37665,0.245184,0.0,-7.89753e-05,0.0632035,-0.0537746,54.9972,-7.89753e-05,0.0,-0.0515716104710008,0.0040000001899898,-0.00147027,999.0,,,,sa3025251,-0.2634970821770235,-inf
Wes Kath,CHW,0.25,1.0,0.9117,0.1766,0.1147,0.0337,0.0021,0.0261,0.0902,0.0919,0.0674,0.0,0.3714,0.011,0.007,0.0029,,0.0081,0.0022,0.193704,0.0674,0.3714,0.181476,0.255742,0.321158,0.255351,0.5769,0.127454,3.79475,0.288757,0.0,-0.000795041,0.0728489,-0.0441291,62.8984,-0.000795041,0.0,-0.0432470743544399,0.0040000001899898,-0.000610531,999.0,,,,sa3017172,-0.26353735227228997,-inf
Johnny Ascanio,CIN,0.25,1.0,0.9206,0.1856,0.1411,0.0311,0.0017,0.0117,0.0844,0.0772,0.0595,0.0,0.2149,0.01,0.007,0.0029,,0.0127,0.0036,0.201608,0.0595,0.2149,0.276873,0.255842,0.277211,0.239004,0.533052,0.0756029,4.0043,0.248074,0.0,-0.000580167,0.0596923,-0.0572858,44.0583,-0.000580167,0.0,-0.0674756670487113,0.0040000001899898,-0.00311637,999.0,,,,sa3015526,-0.2636171797928069,-inf
Elijah Nunez,WSN,0.25,1.0,0.891,0.1558,0.1174,0.0235,0.002,0.0129,0.0836,0.0702,0.0901,0.0,0.2952,0.009,0.007,0.0029,,0.0306,0.0085,0.17486,0.0901,0.2952,0.305217,0.255641,0.249158,0.231857,0.5048,0.0742985,4.82802,0.242244,0.0,0.000968736,0.0539397,-0.0630384,46.0859,0.000968736,0.0,-0.0635021138587035,0.0040000001899898,-0.00270599,999.0,,,,sa3022674,-0.26386687539425974,-inf
Mac McCroskey,LAA,0.25,1.0,0.913,0.1787,0.132,0.0338,0.0029,0.01,0.083,0.0728,0.0691,0.0,0.3293,0.008,0.007,0.0029,,0.0151,0.0041,0.195728,0.0691,0.3293,0.209839,0.256544,0.271961,0.237963,0.528505,0.0762322,4.4031,0.290511,0.0,-0.000290832,0.0588546,-0.0581234,49.4071,-0.000290832,0.0,-0.0581797008635476,0.0040000001899898,-0.00215274,999.0,,,,sa3022444,-0.2607643186383094,-inf
Milkar Perez,SEA,0.25,1.0,0.9017,0.1642,0.1237,0.0286,0.0013,0.0105,0.0778,0.0688,0.0794,0.002,0.2901,0.009,0.007,0.0029,,0.0052,0.0014,0.1821,0.0794,0.2901,0.273699,0.253335,0.251525,0.229477,0.50486,0.0694244,2.86527,0.252754,0.0,-0.00118521,0.0520245,-0.0649535,51.5893,-0.00118521,0.0,-0.0565772450063377,-0.0209999997168779,-0.00456918,999.0,,,,sa3008883,-0.2743017622924186,-inf
EJ Andrews Jr.,COL,0.25,1.0,0.9184,0.1806,0.124,0.0301,0.0035,0.023,0.0909,0.0891,0.0637,0.0,0.2985,0.008,0.007,0.0029,,0.0145,0.004,0.196646,0.0637,0.2985,0.2134,0.253034,0.312173,0.250181,0.565207,0.115527,4.64592,0.26097,0.0,-0.000264573,0.0686883,-0.0482898,44.9507,-0.000264573,0.0,-0.0660928961588069,-0.0120000001043081,-0.00462601,999.0,,,,sa3017157,-0.2745352739194268,-inf
Alex Iadisernia,STL,0.25,1.0,0.9137,0.1759,0.1263,0.0316,0.0024,0.0156,0.0874,0.0808,0.0654,0.001,0.2597,0.011,0.007,0.0029,,0.0227,0.0068,0.192514,0.0654,0.2597,0.251829,0.253034,0.283572,0.240029,0.536606,0.0910583,4.62864,0.248373,0.0,0.000194055,0.0605167,-0.0564614,52.69,0.000194055,0.0,-0.0563795632624533,-0.0120000001043081,-0.00362283,999.0,,,,sa3019867,-0.27460374393617276,-inf
Christian Knapczyk,CLE,0.25,1.0,0.9046,0.1644,0.1296,0.0252,0.0027,0.0068,0.0772,0.0651,0.0715,0.0,0.2444,0.014,0.007,0.0029,,0.0155,0.0045,0.181738,0.0715,0.2444,0.292553,0.250627,0.238006,0.224117,0.488633,0.056268,4.40869,0.238643,0.0,-0.000420189,0.0477104,-0.0692677,42.6827,-0.000420189,0.0,-0.066003194428049,0.0040000001899898,-0.00296073,999.0,,,,sa3023425,-0.28520935684114873,-inf
Konner Piotto,TEX,0.25,1.0,0.9097,0.1693,0.128,0.0257,0.0036,0.012,0.0825,0.0727,0.0674,0.003,0.2859,0.013,0.007,0.0029,,0.0111,0.0031,0.186105,0.0674,0.2859,0.235747,0.250426,0.261845,0.23052,0.512271,0.0757393,4.41083,0.254202,0.0,-0.000656624,0.0528635,-0.0641146,45.9604,-0.000656624,0.0,-0.0624892265768721,0.0209999997168779,-0.000842096,999.0,,,,sa3016810,-0.2858990080910046,-inf
Roynier Hernandez,COL,0.25,1.0,0.9125,0.1722,0.1448,0.0212,0.002,0.0042,0.0733,0.0604,0.0686,0.001,0.2368,0.009,0.007,0.0029,,0.0108,0.0031,0.188712,0.0686,0.2368,0.289696,0.250527,0.230137,0.219979,0.480664,0.0414247,3.70179,0.247605,0.0,-0.000842902,0.0443796,-0.0725984,24.6225,-0.000842902,0.0,-0.0909798995708115,0.0040000001899898,-0.00554383,999.0,,,,sa3018495,-0.2859335117942321,-inf
Leandro Arias,BAL,0.25,1.0,0.9126,0.1722,0.1324,0.0283,0.0018,0.0097,0.0818,0.0716,0.0665,0.002,0.2386,0.011,0.007,0.0029,,0.0127,0.0037,0.188692,0.0665,0.2386,0.278709,0.250426,0.255534,0.228473,0.50596,0.066842,4.02153,0.242068,0.0,-0.000599358,0.0512161,-0.065762,47.1275,-0.000599358,0.0,-0.0610965975793078,0.0120000001043081,-0.00162777,999.0,,,,sa3018433,-0.2859370057280283,-inf
Marcus Smith,TEX,0.25,1.0,0.8975,0.1569,0.1071,0.0297,0.0023,0.0178,0.088,0.0776,0.0826,0.0,0.4054,0.01,0.007,0.0029,,0.0246,0.0071,0.174819,0.0826,0.4054,0.203749,0.250226,0.272535,0.236639,0.522761,0.0977159,4.97674,0.289009,0.0,0.000468338,0.0577882,-0.0591899,50.2644,0.000468338,0.0,-0.0564395843830425,0.0040000001899898,-0.00197302,999.0,,,,sa1169620,-0.2859890604770089,-inf
Misael Urbina,MIN,0.25,1.0,0.8965,0.156,0.1098,0.0319,0.0022,0.0121,0.0825,0.0713,0.0846,0.0,0.2945,0.009,0.007,0.0029,,0.0141,0.0042,0.17401,0.0846,0.2945,0.287267,0.250326,0.254992,0.230578,0.505318,0.0809816,4.08325,0.241079,0.0,-0.000486345,0.05291,-0.064068,46.6596,-0.000486345,0.0,-0.0615189201198518,-0.0120000001043081,-0.00415005,999.0,,,,sa3008743,-0.2862162620400457,-inf
Colby Halter,ATH,0.25,1.0,0.9072,0.1666,0.1267,0.03,0.0022,0.0077,0.0777,0.0647,0.0729,0.002,0.3178,0.01,0.007,0.0029,,0.0183,0.0054,0.183642,0.0729,0.3178,0.22939,0.250226,0.247024,0.225794,0.497249,0.0633818,4.28712,0.269917,0.0,-0.000165501,0.0490596,-0.0679185,46.5887,-0.000165501,0.0,-0.0612791941675823,0.0040000001899898,-0.00247285,999.0,,,,sa3022531,-0.28672756073979294,-inf
Ryan Wilson,SDP,0.25,1.0,0.8964,0.1558,0.1196,0.0223,0.0021,0.0118,0.0809,0.07,0.0777,0.0,0.2469,0.016,0.007,0.0029,,0.0078,0.0022,0.173806,0.0777,0.2469,0.314702,0.250226,0.24286,0.226677,0.493086,0.069054,3.5809,0.22336,0.0,-0.00101447,0.0497705,-0.0672076,45.9124,-0.00101447,0.0,-0.0656927791424095,-0.0120000001043081,-0.00458468,999.0,,,,sa3023141,-0.2868699104207473,-inf
Bo Davidson,SFG,0.25,1.0,0.9134,0.1726,0.1219,0.0267,0.0036,0.0204,0.0871,0.0846,0.0657,0.0,0.3106,0.011,0.007,0.0029,,0.0112,0.0032,0.188964,0.0657,0.3106,0.211526,0.250025,0.293081,0.242411,0.543106,0.104116,4.38504,0.258229,0.0,-0.000623456,0.0624342,-0.0545438,54.7928,-0.000623456,0.0,-0.0546825885539874,-0.0120000001043081,-0.00344757,999.0,,,,sa3022706,-0.2871273820861621,-inf
Jake Gelof,LAD,0.25,1.0,0.9051,0.1642,0.1119,0.0289,0.0019,0.0215,0.0935,0.088,0.077,0.001,0.2806,0.008,0.007,0.0029,,0.0168,0.0047,0.181416,0.077,0.2806,0.274412,0.249925,0.288808,0.24108,0.538733,0.107391,4.41456,0.233934,0.0,-8.96557e-05,0.061363,-0.055615,53.6284,-8.96557e-05,0.0,-0.055541194131365,0.0040000001899898,-0.00188381,999.0,,,,sa3022600,-0.2872280357997844,-inf
Yeison Morrobel,TEX,0.25,1.0,0.9187,0.1779,0.1297,0.0301,0.0014,0.0166,0.0862,0.0808,0.0614,0.001,0.2673,0.01,0.007,0.0029,,0.0117,0.0034,0.193643,0.0614,0.2673,0.229704,0.250025,0.283553,0.23812,0.533578,0.0899097,3.70177,0.251324,0.0,-0.000616296,0.0589808,-0.0579973,51.3067,-0.000616296,0.0,-0.0563316479092463,-0.0120000001043081,-0.00361432,999.0,,,,sa3015720,-0.2872735906320163,-inf
Ryan Lasko,ATH,0.25,1.0,0.9022,0.1614,0.12,0.0281,0.0016,0.0118,0.0805,0.069,0.0769,0.0,0.2988,0.011,0.007,0.0029,,0.0187,0.0052,0.178896,0.0769,0.2988,0.257363,0.250025,0.252937,0.229366,0.502962,0.0740412,4.34675,0.249916,0.0,-6.86787e-06,0.0519348,-0.0650433,49.1016,-6.86787e-06,0.0,-0.0582453592855927,0.0040000001899898,-0.00215952,999.0,,,,sa3022539,-0.2873429968162995,-inf
Sahid Valenzuela,ATH,0.25,1.0,0.9312,0.1905,0.145,0.0353,0.0036,0.0066,0.0781,0.0701,0.0509,0.0,0.2165,0.008,0.007,0.0029,,0.0093,0.0027,0.204575,0.0509,0.2165,0.235104,0.250125,0.271478,0.232895,0.521603,0.0669029,3.93327,0.257167,0.0,-0.000842782,0.054775,-0.0622031,51.5838,-0.000842782,0.0,-0.0562410266138613,0.0040000001899898,-0.00195252,999.0,,,,sa3014882,-0.28743221609953146,-inf
Miguel Villarroel,STL,0.25,1.0,0.9464,0.2055,0.16,0.0326,0.0026,0.0103,0.0836,0.0795,0.0347,0.001,0.2412,0.009,0.007,0.0029,,0.0258,0.007,0.217139,0.0347,0.2412,0.143864,0.249925,0.28973,0.237846,0.539654,0.0725909,4.79685,0.278102,0.0,0.000725161,0.0587604,-0.0582177,51.2213,0.000725161,0.0,-0.0576047188951633,0.0120000001043081,-0.0012707,999.0,,,,sa3015631,-0.28745872654087085,-inf
Esteban Gonzalez,CLE,0.25,1.0,0.9277,0.1873,0.1345,0.0336,0.0026,0.0166,0.0887,0.0839,0.0504,0.0,0.2864,0.012,0.007,0.0029,,0.0354,0.0103,0.201897,0.0504,0.2864,0.175978,0.250426,0.297402,0.242976,0.547828,0.095505,5.45986,0.270223,0.0,0.00135442,0.0628889,-0.0540892,55.9482,0.00135442,0.0,-0.0490500692976638,-0.0120000001043081,-0.0028623,999.0,,,,sa3015535,-0.28479749801985954,-inf
Carlos Jorge,CIN,0.25,1.0,0.9206,0.1794,0.1223,0.0317,0.0029,0.0225,0.0932,0.0904,0.0585,0.0,0.3121,0.011,0.007,0.0029,,0.0273,0.0075,0.194873,0.0585,0.3121,0.18744,0.249624,0.308929,0.24728,0.558553,0.114056,5.21889,0.264587,0.0,0.000908685,0.0663527,-0.0506254,49.6281,0.000908685,0.0,-0.0593263938790187,0.0040000001899898,-0.00227473,999.0,,,,sa3016722,-0.28806462650325304,-inf
Alexander Vargas,NYY,0.25,1.0,0.937,0.1958,0.1366,0.0372,0.0063,0.0157,0.0915,0.0872,0.0451,0.0,0.2534,0.008,0.007,0.0029,,0.0287,0.0093,0.208965,0.0451,0.2534,0.177979,0.249624,0.31238,0.24686,0.562004,0.103415,5.75457,0.266854,0.0,0.000476248,0.0660148,-0.0509633,57.4305,0.000476248,0.0,-0.0482322208117693,0.0120000001043081,-0.000299164,999.0,,,,sa3008851,-0.2882835197001423,-inf
Sebastián  Rivero,LAA,0.25,1.0,0.928,0.187,0.1292,0.0416,0.0024,0.0139,0.0855,0.0817,0.0511,0.0,0.2458,0.011,0.007,0.0029,,0.0064,0.0018,0.201509,0.0511,0.2458,0.207893,0.249825,0.296552,0.242247,0.546376,0.0950431,3.50176,0.256331,0.0,-0.000958832,0.0623019,-0.0546762,52.4199,-0.000958832,0.0,-0.0554004292353056,0.0209999997168779,-0.000130637,999.0,,,,21735,-0.2883581433643807,-inf
Jack Payton,SFG,0.25,1.0,0.9074,0.1663,0.1218,0.0289,0.0025,0.013,0.0813,0.0738,0.0687,0.0,0.2701,0.014,0.007,0.0029,,0.0075,0.0021,0.183271,0.0687,0.2701,0.25435,0.249724,0.2635,0.232365,0.513224,0.0802292,3.78847,0.242832,0.0,-0.000964514,0.0543489,-0.0626291,48.0314,-0.000964514,0.0,-0.063108934846241,-0.0209999997168779,-0.00524733,999.0,,,,sa3022675,-0.28886442358049474,-inf
Jack Hurley,ARI,0.25,1.0,0.9302,0.1889,0.1323,0.0365,0.0032,0.0169,0.0899,0.0878,0.0499,0.0,0.2956,0.01,0.007,0.0029,,0.0154,0.0044,0.203075,0.0499,0.2956,0.168809,0.249524,0.303698,0.244462,0.553222,0.100624,4.59997,0.275332,0.0,-0.000218952,0.0640852,-0.0528929,52.5717,-0.000218952,0.0,-0.0569341198279289,0.0040000001899898,-0.00202766,999.0,,,,sa3022564,-0.2891055648141385,-inf
Blake Robertson,TBR,0.25,1.0,0.9111,0.1698,0.1202,0.0275,0.0027,0.0194,0.0855,0.0824,0.068,0.0,0.3293,0.011,0.007,0.0029,,0.0093,0.0026,0.186368,0.068,0.3293,0.206499,0.249524,0.286357,0.240013,0.535881,0.099989,3.9486,0.264138,0.0,-0.000765187,0.0605043,-0.0564738,56.671,-0.000765187,0.0,-0.0503426655195653,-0.0209999997168779,-0.00392529,999.0,,,,sa3020200,-0.2893076602916404,-inf
Branden Boissiere,WSN,0.25,1.0,0.9118,0.1705,0.1251,0.0281,0.0017,0.0156,0.0821,0.0776,0.0683,0.0,0.2768,0.01,0.007,0.0029,,0.006,0.0017,0.186993,0.0683,0.2768,0.246749,0.249524,0.272867,0.23518,0.52239,0.0858741,3.28967,0.247286,0.0,-0.00109383,0.0566145,-0.0603635,48.3228,-0.00109383,0.0,-0.0628898242721334,-0.0209999997168779,-0.0052247,999.0,,,,sa3017558,-0.2896113940301501,-inf
Poncho Ruiz,MIN,0.25,1.0,0.9098,0.1685,0.1228,0.0327,0.0016,0.0114,0.0813,0.073,0.0703,0.0,0.2492,0.01,0.007,0.0029,,0.0075,0.0021,0.185206,0.0703,0.2492,0.282103,0.249524,0.262255,0.231523,0.511779,0.0770499,3.53136,0.239409,0.0,-0.000953464,0.053671,-0.0633071,47.3247,-0.000953464,0.0,-0.0612250590929761,0.0209999997168779,-0.000711536,999.0,,,,sa3022752,-0.2897426759017727,-inf
Jacob Godman,ATL,0.25,1.0,0.8852,0.1437,0.1066,0.0222,0.0024,0.0124,0.0836,0.0685,0.0949,0.0,0.3197,0.01,0.007,0.0029,,0.0126,0.0035,0.162336,0.0949,0.3197,0.296841,0.249323,0.234749,0.224321,0.484072,0.072413,4.27108,0.234422,0.0,-0.00056677,0.0478743,-0.0691038,39.457,-0.00056677,0.0,-0.0729644860839471,0.0209999997168779,-0.00192752,999.0,,,,sa3022504,-0.29037524141557725,-inf
Gabriel Moncada,SEA,0.25,1.0,0.9027,0.1612,0.114,0.0292,0.0012,0.0168,0.0818,0.0765,0.0774,0.002,0.3223,0.01,0.007,0.0029,,0.0064,0.0018,0.178575,0.0774,0.3223,0.240149,0.249323,0.269414,0.233794,0.518737,0.0908386,3.06496,0.253067,0.0,-0.00102276,0.0554989,-0.0614792,54.6257,-0.00102276,0.0,-0.0529404475819319,-0.0209999997168779,-0.00419358,999.0,,,,sa3008789,-0.29039287648467677,-inf
Kevyn Castillo,LAA,0.25,1.0,0.918,0.1764,0.132,0.025,0.0022,0.0171,0.0848,0.0801,0.0621,0.0,0.3171,0.01,0.007,0.0029,,0.0148,0.0042,0.192157,0.0621,0.3171,0.195837,0.249223,0.279956,0.236977,0.529179,0.0877996,4.13179,0.269634,0.0,-0.00035187,0.0580609,-0.0589172,48.7134,-0.00035187,0.0,-0.0590344982047099,-0.0120000001043081,-0.00389346,999.0,,,,sa3019771,-0.2904582794514534,-inf
Andrew Jenkins,DET,0.25,1.0,0.9297,0.1882,0.1418,0.0303,0.0022,0.0139,0.0809,0.0784,0.0504,0.003,0.2869,0.01,0.007,0.0029,,0.0068,0.0019,0.202431,0.0504,0.2869,0.175671,0.249323,0.284608,0.236284,0.533931,0.0821771,3.39533,0.2741,0.0,-0.000981683,0.0575033,-0.0594748,51.1888,-0.000981683,0.0,-0.0568319649901241,-0.0209999997168779,-0.00459549,999.0,,,,sa3019979,-0.29047010576520643,-inf
Cole Conn,ATH,0.25,1.0,0.9012,0.1596,0.1187,0.0257,0.0018,0.0134,0.0804,0.0707,0.0769,0.0,0.2712,0.012,0.007,0.0029,,0.0112,0.0031,0.177097,0.0769,0.2712,0.283555,0.249223,0.254217,0.229527,0.503439,0.0771194,3.83701,0.234445,0.0,-0.000653987,0.0520644,-0.0649136,49.2149,-0.000653987,0.0,-0.0587628008797764,0.0209999997168779,-0.000457239,999.0,,,,sa3022540,-0.29081255074738527,-inf
Paul Witt,WSN,0.25,1.0,0.9266,0.1848,0.116,0.0408,0.0021,0.0259,0.0929,0.0971,0.0525,0.0,0.2575,0.011,0.007,0.0029,,0.0063,0.0018,0.199439,0.0525,0.2575,0.203883,0.249022,0.331858,0.254724,0.580881,0.13242,3.49723,0.244386,0.0,-0.000885701,0.0723443,-0.0446338,61.4769,-0.000885701,0.0,-0.0469519332982599,0.0040000001899898,-0.000996726,999.0,,,,sa3014949,-0.2910677847409349,-inf
George Lombard Jr.,NYY,0.25,1.0,0.9099,0.1681,0.1271,0.0304,0.0017,0.0089,0.0826,0.0693,0.0702,0.001,0.2725,0.01,0.007,0.0029,,0.0255,0.0072,0.184746,0.0702,0.2725,0.257615,0.249022,0.251236,0.22692,0.500259,0.0664908,4.77418,0.250511,0.0,0.000555747,0.0499659,-0.0670121,43.4043,0.000555747,0.0,-0.064201547880657,0.0120000001043081,-0.00194844,999.0,,,,sa3023233,-0.29129986289410464,-inf
Mark Coley II,MIA,0.25,1.0,0.9061,0.165,0.1135,0.0282,0.005,0.0183,0.0857,0.0802,0.067,0.0,0.3395,0.017,0.007,0.0029,,0.0219,0.0058,0.182099,0.067,0.3395,0.197349,0.249724,0.284847,0.240018,0.534571,0.102748,5.4119,0.264182,0.0,0.00047221,0.0605083,-0.0564698,48.5931,0.00047221,0.0,-0.0610004895424936,0.0040000001899898,-0.00244763,999.0,,,,sa3022534,-0.2881212423828398,-inf
Jacob Sharp,TOR,0.25,1.0,0.9212,0.181,0.1282,0.0302,0.0016,0.0209,0.0891,0.0889,0.0549,0.0,0.1879,0.014,0.007,0.0029,,0.0093,0.0026,0.196483,0.0549,0.1879,0.292177,0.250627,0.300695,0.244927,0.551322,0.104212,3.55199,0.222547,0.0,-0.000748613,0.0644589,-0.0525191,57.425,-0.000748613,0.0,-0.0494632992194965,0.0209999997168779,0.000503192,999.0,,,,sa3022489,-0.28465647948886824,-inf
Nelly Taylor,BOS,0.25,1.0,0.9131,0.173,0.1214,0.0337,0.0028,0.0151,0.0876,0.0801,0.069,0.0,0.2973,0.008,0.007,0.0029,,0.0234,0.0067,0.189464,0.069,0.2973,0.232089,0.250727,0.282116,0.238719,0.532843,0.0926514,4.94188,0.259832,0.0,0.000400601,0.0594629,-0.0575152,45.9151,0.000400601,0.0,-0.0614838697656523,0.0040000001899898,-0.00249399,999.0,,,,sa3023426,-0.2840511055893109,-inf
Jordan Dissin,PHI,0.25,1.0,0.8977,0.1578,0.1145,0.0238,0.0016,0.0178,0.0858,0.0786,0.0794,0.0,0.3064,0.013,0.007,0.0029,,0.0072,0.0021,0.175783,0.0794,0.3064,0.259138,0.250928,0.265233,0.234598,0.516161,0.0894508,3.50364,0.241171,0.0,-0.00104346,0.0561462,-0.0608319,46.9779,-0.00104346,0.0,-0.0644477326422929,0.0209999997168779,-0.00104793,999.0,,,,sa3020100,-0.28370420903608656,-inf
Christopher Familia,NYY,0.25,1.0,0.921,0.1831,0.1195,0.0277,0.0019,0.0339,0.0995,0.1058,0.0571,0.0,0.2851,0.012,0.007,0.0029,,0.0068,0.0019,0.198806,0.0571,0.2851,0.200281,0.252934,0.343322,0.261365,0.596256,0.144517,3.55198,0.244992,0.0,-0.000898023,0.0776895,-0.0392886,67.6337,-0.000898023,0.0,-0.0379318081540986,-0.0120000001043081,-0.00171403,999.0,,,,sa3011776,-0.2746323890305676,-inf
Jeral Perez,CHW,0.25,1.0,0.9077,0.17,0.1231,0.028,0.0014,0.0175,0.0822,0.0786,0.0714,0.0,0.2787,0.011,0.007,0.0029,,0.0074,0.0021,0.187287,0.0714,0.2787,0.256189,0.253134,0.279057,0.239578,0.532191,0.0917704,3.14949,0.246564,0.0,-0.000992406,0.0601541,-0.056824,51.8035,-0.000992406,0.0,-0.0561393238604068,0.0040000001899898,-0.00194201,999.0,,,,sa3018557,-0.2747050914553604,-inf
Skyler Messinger,COL,0.25,1.0,0.9252,0.1873,0.1294,0.0313,0.0027,0.0239,0.0909,0.0914,0.0539,0.0,0.299,0.011,0.007,0.0029,,0.0107,0.003,0.202443,0.0539,0.299,0.180268,0.252934,0.319607,0.252434,0.57254,0.117164,4.12306,0.268177,0.0,-0.000608517,0.0705016,-0.0464765,46.4671,-0.000608517,0.0,-0.0646235476597212,-0.0289999991655349,-0.00622998,999.0,,,,sa3019963,-0.2750240478629386,-inf
Jalen Vasquez,BAL,0.25,1.0,0.8968,0.1588,0.1188,0.0278,0.0025,0.0096,0.0848,0.0686,0.0843,0.0,0.3002,0.009,0.007,0.0029,,0.0336,0.0095,0.177074,0.0843,0.3002,0.280813,0.252833,0.245651,0.22851,0.498484,0.0685772,5.30712,0.251178,0.0,0.00119846,0.0512459,-0.0657322,47.1535,0.00119846,0.0,-0.0592689693439751,0.0120000001043081,-0.00143901,999.0,,,,sa3022920,-0.2753801242908177,-inf
Ian Moller,TEX,0.25,1.0,0.8834,0.1454,0.1067,0.025,0.0019,0.0119,0.0824,0.0672,0.0987,0.0,0.3116,0.008,0.007,0.0029,,0.0141,0.0038,0.164591,0.0987,0.3116,0.316752,0.252833,0.237718,0.227289,0.490551,0.0731266,4.05691,0.235491,0.0,-0.000403267,0.050263,-0.0667151,43.6876,-0.000403267,0.0,-0.0648364321677945,0.0209999997168779,-0.00108451,999.0,,,,sa3017171,-0.27598437280023896,-inf
Jace Avina,NYY,0.25,1.0,0.913,0.1747,0.117,0.0327,0.0014,0.0236,0.0922,0.0906,0.0631,0.0,0.3175,0.014,0.007,0.0029,,0.0079,0.0022,0.191347,0.0631,0.3175,0.19874,0.252532,0.307777,0.249066,0.560309,0.116429,3.68564,0.261012,0.0,-0.000842933,0.0677909,-0.0491872,58.9827,-0.000842933,0.0,-0.0477752804872579,0.0040000001899898,-0.00107819,999.0,,,,sa3018398,-0.27676716785092537,-inf
Roismar Quintana,WSN,0.25,1.0,0.9137,0.1755,0.1309,0.0276,0.0023,0.0147,0.0823,0.0773,0.0664,0.0,0.2892,0.01,0.007,0.0029,,0.0078,0.0022,0.192076,0.0664,0.2892,0.229599,0.252633,0.275583,0.237474,0.528215,0.0835066,3.49248,0.2607,0.0,-0.000967113,0.0584603,-0.0585178,49.8663,-0.000967113,0.0,-0.0609173233970068,-0.0120000001043081,-0.00409148,999.0,,,,sa3014718,-0.27684563545457347,-inf
Cody Morissette,MIA,0.25,1.0,0.9241,0.1857,0.1236,0.0381,0.0035,0.0205,0.089,0.0889,0.056,0.001,0.2629,0.01,0.007,0.0029,,0.0152,0.0043,0.200952,0.056,0.2629,0.213009,0.252432,0.316308,0.250436,0.56874,0.115355,4.47792,0.255056,0.0,-0.000190038,0.0688935,-0.0480845,55.6054,-0.000190038,0.0,-0.0532774516905192,0.0040000001899898,-0.00165001,999.0,,,,sa3017158,-0.27708068339971215,-inf
Enmanuel Tejeda,NYY,0.25,1.0,0.919,0.1806,0.142,0.0264,0.0021,0.0101,0.0842,0.0729,0.0611,0.002,0.2439,0.01,0.007,0.0029,,0.0285,0.008,0.196518,0.0611,0.2439,0.250513,0.252432,0.262786,0.231424,0.515218,0.0662677,4.86621,0.25372,0.0,0.000793858,0.053591,-0.0633871,46.5725,0.000793858,0.0,-0.0603383790585212,0.0040000001899898,-0.00237568,999.0,,,,sa3018497,-0.2771491810428357,-inf
